Year,tech_do
2016,"Android; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript"
2016,"Android; AngularJS; C; C++; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; ReactJS; Redis; SQL; Swift"
2016,"Android; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; ReactJS"
2016,Android; C#; iOS; Java; JavaScript; Node.js; ReactJS; Ruby; Swift
2016,Python
2016,"Cloud (AWS, GAE, Azure, etc.); Java"
2016,JavaScript
2016,C; C++; C#; JavaScript
2016,Android; C#; Java; JavaScript; Node.js; Visual Basic
2016,Android; AngularJS; Java; JavaScript; MongoDB; Node.js
2016,AngularJS; JavaScript; Python
2016,Android; C#; Java
2016,JavaScript; PHP; WordPress
2016,SQL; SQL Server; Visual Basic
2016,AngularJS; JavaScript; MongoDB; Objective-C; Python; SQL
2016,Android; Java
2016,"AngularJS; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Node.js; Objective-C"
2016,Android; AngularJS; Java; JavaScript; SQL
2016,C; C++; C#; JavaScript; SQL Server; WordPress
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Python; ReactJS; Redis; SQL"
2016,C#
2016,SQL; SQL Server
2016,
2016,C#
2016,Android; Java
2016,C; C++; C#; Python
2016,Java; LAMP; Python; SQL
2016,C#
2016,PHP; SQL; WordPress
2016,Android; AngularJS; C; C++; iOS; Java; JavaScript; Node.js; Objective-C
2016,AngularJS; Cordova; JavaScript; WordPress
2016,JavaScript; PHP
2016,Java
2016,
2016,C; C++; SQL
2016,Android; AngularJS; C#; Java; JavaScript; Node.js; PHP; Python
2016,Android; iOS; Java; Swift
2016,
2016,
2016,C#; JavaScript; SQL; SQL Server
2016,"C#; Cloud (AWS, GAE, Azure, etc.); Java; Python; SQL"
2016,Hadoop; Java
2016,C#; Java; SQL; SQL Server; Visual Basic
2016,C#; SQL
2016,Android; JavaScript; Node.js
2016,Java; Node.js
2016,Hadoop; R; Scala; Spark; SQL; SQL Server
2016,Android; Java; JavaScript; R
2016,Android; C#; Java
2016,"Cassandra; Cloud (AWS, GAE, Azure, etc.); Hadoop; Python; Redis; Scala; Spark"
2016,C++; Hadoop; Java; JavaScript; Python; R; Scala; Spark; SQL
2016,Android; Java
2016,"C++; Cassandra; Cloud (AWS, GAE, Azure, etc.); Java; Python"
2016,AngularJS; C#; JavaScript; SQL; SQL Server
2016,Java; Python
2016,C; C++; C#; Java; JavaScript; Python; Scala; SQL
2016,C; C++; C#; SQL; SQL Server
2016,C#; JavaScript; SQL; SQL Server
2016,Java; Python
2016,
2016,Java; JavaScript; Node.js; SQL
2016,AngularJS; Java; JavaScript; LAMP; SQL
2016,C#; JavaScript; PHP; SQL; WordPress
2016,C; C++; iOS; Objective-C; Python
2016,"Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Python; ReactJS"
2016,Android; C; C++; C#; Java; JavaScript; MongoDB; PHP
2016,"Arduino / Raspberry Pi; AngularJS; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; MongoDB; Node.js; Objective-C; PHP; Ruby"
2016,Clojure; Java; Node.js; Python
2016,Android; Arduino / Raspberry Pi; C#; iOS; Java; MongoDB; Node.js; Objective-C; SQL
2016,JavaScript; PHP; SQL
2016,AngularJS; C#; JavaScript; Node.js; SQL
2016,JavaScript
2016,C; Python; Redis; Scala
2016,JavaScript; PHP
2016,
2016,C#; SharePoint; SQL Server; Visual Basic
2016,Android
2016,
2016,C; C#
2016,
2016,Android; AngularJS; Java; JavaScript; Node.js; Python
2016,
2016,R; SQL
2016,Android; Java
2016,
2016,JavaScript; Ruby
2016,C++; Java; SQL
2016,
2016,C++; C#; JavaScript; Matlab; Python; SQL
2016,C#; Java
2016,AngularJS; C#; JavaScript; SQL Server
2016,Java; LAMP; Node.js; PHP; SQL
2016,"Android; AngularJS; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; SQL Server; Windows Phone"
2016,C#; Java
2016,
2016,Hadoop; Java
2016,
2016,Android
2016,C#; Cordova; JavaScript; Node.js; ReactJS
2016,Android; AngularJS; iOS; Java; JavaScript
2016,C++; C#
2016,AngularJS; C#; JavaScript
2016,"C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; Python"
2016,C; C++; Haskell; LAMP; Ruby; SQL
2016,Arduino / Raspberry Pi; C; C++; C#; JavaScript; Python
2016,iOS; Swift
2016,C; C++; C#; Python
2016,AngularJS; C#; JavaScript; SQL; WordPress
2016,Android; Python
2016,
2016,AngularJS; C#; Java; JavaScript; Node.js; SQL; SQL Server
2016,C++
2016,C#; JavaScript; Visual Basic
2016,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; PHP; SQL; SQL Server; WordPress"
2016,C#; JavaScript; Redis; SQL
2016,C#; JavaScript; SQL; SQL Server
2016,AngularJS; Hadoop; Java; JavaScript; Scala; Spark; SQL
2016,"C; Cloud (AWS, GAE, Azure, etc.); F#; Haskell; Java; JavaScript; LAMP; Node.js; PHP; Python; Redis; Ruby; SQL"
2016,C#
2016,C++; C#; Java; JavaScript; LAMP; PHP; SQL
2016,"C; C++; Cloud (AWS, GAE, Azure, etc.); MongoDB; Python"
2016,AngularJS; JavaScript; MongoDB; Node.js; PHP; Redis; Ruby; SQL; SQL Server
2016,AngularJS; C#; JavaScript; Node.js; SQL Server
2016,"Cloud (AWS, GAE, Azure, etc.); PHP; Python; SQL"
2016,Python; R
2016,Android; C; JavaScript
2016,"Cassandra; Cloud (AWS, GAE, Azure, etc.); Java; Spark; SQL"
2016,Python
2016,AngularJS; Go; JavaScript; Python; SQL
2016,Python
2016,Android; C++; C#; Java; MongoDB; Node.js
2016,Android; Java
2016,AngularJS; C#; JavaScript; Node.js; SQL; SQL Server; Visual Basic
2016,Android; AngularJS; C++; Java; JavaScript; Perl; PHP; SQL; SQL Server
2016,
2016,C#; JavaScript; SQL
2016,
2016,Android; C++; C#; Java; PHP; Visual Basic
2016,C; C++; C#; Hadoop; Java; JavaScript; SQL
2016,"Arduino / Raspberry Pi; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; Node.js; PHP; Python; SQL; WordPress"
2016,Java; JavaScript
2016,Android; Arduino / Raspberry Pi; C#; Python
2016,Java; Node.js; SQL
2016,iOS; Objective-C; Swift
2016,Java
2016,
2016,"Cloud (AWS, GAE, Azure, etc.); Java; Python; Redis; SQL"
2016,AngularJS; C#; JavaScript; SQL Server
2016,AngularJS; C++; Go; Java; JavaScript; Python
2016,"AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript"
2016,C++; iOS; Matlab; Objective-C; Python
2016,
2016,Objective-C; ReactJS; Ruby
2016,SQL; SQL Server; Visual Basic
2016,Android; Hadoop; Java; JavaScript; Node.js; PHP; Ruby; SQL; WordPress
2016,"C#; Cloud (AWS, GAE, Azure, etc.); Java; SQL Server"
2016,Java; JavaScript
2016,Android; Java; LAMP; PHP; SQL
2016,AngularJS; JavaScript; Node.js
2016,Android; Java
2016,"C#; Cloud (AWS, GAE, Azure, etc.); SQL Server"
2016,AngularJS; C#; JavaScript; LAMP; MongoDB; PHP; SQL; SQL Server
2016,
2016,Android; Java
2016,C; C++
2016,AngularJS; Java; JavaScript; ReactJS; SQL; SQL Server
2016,"Arduino / Raspberry Pi; Cassandra; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Spark; SQL"
2016,Python
2016,JavaScript; ReactJS
2016,C#; MongoDB; SQL; SQL Server
2016,C++; C#
2016,JavaScript; Node.js; PHP
2016,Java
2016,
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SharePoint; SQL; SQL Server"
2016,C++; Java; Python; SQL
2016,Java; SQL
2016,Java; JavaScript; Matlab
2016,C++; Hadoop; Java; JavaScript; Python
2016,AngularJS; C#; JavaScript
2016,"Android; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; Node.js; Objective-C"
2016,Android; C; C#; iOS; Java; JavaScript; MongoDB; Node.js; Objective-C; SQL Server; Swift
2016,C++; C#
2016,C++; JavaScript; PHP
2016,C; Haskell; JavaScript; Ruby
2016,Salesforce
2016,C#; JavaScript; Redis; SQL
2016,AngularJS; C; Java; JavaScript; MongoDB; Node.js; PHP; Python; Redis; Salesforce; SQL; SQL Server; WordPress
2016,C#; Java; SQL
2016,Java; JavaScript; SQL
2016,Java; SQL
2016,Java; JavaScript
2016,Android; Java
2016,Cassandra; Java; SQL
2016,Java; JavaScript; MongoDB; Node.js; PHP; ReactJS
2016,
2016,"Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; PHP; R"
2016,C; Java; JavaScript; SQL
2016,Android; AngularJS; C; Cordova; Dart; iOS; Java; JavaScript; Node.js; Objective-C; SQL
2016,Java; PHP
2016,AngularJS; Java; JavaScript; Node.js; PHP; Python; SQL
2016,C#; Cordova; JavaScript; MongoDB; ReactJS; SQL
2016,C#; Java
2016,Android; Java; JavaScript; SQL
2016,C#
2016,"C; C++; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; Python"
2016,Android; Java
2016,Java
2016,Android; AngularJS; CoffeeScript; Java; PHP; Python; Ruby; SQL; WordPress
2016,C#; JavaScript; SQL Server
2016,C; C++; Python
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
2016,C; C++; C#; Java; Python
2016,Android; C++; C#; Java
2016,AngularJS; JavaScript; LAMP; PHP
2016,"AngularJS; C++; C#; Cloud (AWS, GAE, Azure, etc.); Haskell; Java; JavaScript; Node.js; PHP; Python; ReactJS; Redis; Scala; SQL; SQL Server; Swift; Windows Phone; WordPress"
2016,Java; SQL
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; SQL; SQL Server"
2016,AngularJS; JavaScript; MongoDB; Node.js; Redis; Ruby; SQL
2016,C++; C#; Java
2016,Android; C; C#; Java; SQL
2016,
2016,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; SQL; SQL Server"
2016,C; Clojure; Go; JavaScript; MongoDB; Node.js; PHP; Python; R; ReactJS; Ruby; SQL
2016,C#; MongoDB
2016,"Android; Cloud (AWS, GAE, Azure, etc.); Go; iOS; MongoDB; Python; Ruby"
2016,Android; C++; Java
2016,Android; C; JavaScript; Python
2016,
2016,JavaScript; Node.js
2016,AngularJS; Java; JavaScript; Node.js; Python
2016,C++; C#
2016,C#; JavaScript; SQL; SQL Server; Visual Basic
2016,C#; Scala; Spark
2016,C
2016,C; Java; SQL; SQL Server
2016,Java; Python; Scala; Spark; SQL
2016,
2016,"Android; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; Python; SQL; WordPress"
2016,AngularJS; Cordova; Hadoop; Java; JavaScript; MongoDB; Spark; SQL
2016,C#
2016,JavaScript; Python; Salesforce
2016,Android; AngularJS; Cassandra; Cordova; Java; JavaScript; Node.js; Scala; Spark; SQL
2016,Android; PHP
2016,AngularJS; JavaScript; Python
2016,C++; C#; iOS; LAMP; Python; Swift; Windows Phone; WordPress
2016,AngularJS; Java; JavaScript
2016,"Cloud (AWS, GAE, Azure, etc.); Hadoop; iOS; Java; JavaScript; LAMP; PHP; Python; R; Ruby; SQL; SQL Server; WordPress"
2016,Arduino / Raspberry Pi; Python
2016,Android; Arduino / Raspberry Pi; PHP; SQL; Swift
2016,Go; Python; SQL
2016,AngularJS; C; JavaScript; Node.js; Python
2016,Java; JavaScript; PHP; SQL
2016,Java; JavaScript; PHP; SQL
2016,AngularJS; C++; Cordova; Java; JavaScript; Node.js; Visual Basic
2016,C; C++; C#
2016,Java; SQL
2016,C; C++; C#; PHP; Scala; SQL
2016,C++; JavaScript; PHP; SQL
2016,AngularJS; JavaScript; PHP; SQL
2016,Android; C++; C#; PHP
2016,Android; Arduino / Raspberry Pi; C; C++; Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; SQL; Swift; WordPress
2016,
2016,Android; AngularJS; JavaScript; Node.js
2016,AngularJS; JavaScript; MongoDB; PHP; SQL
2016,C; C++; C#; Java; Matlab
2016,C; Java; JavaScript; PHP; SQL
2016,C; C++; Python; Visual Basic
2016,C++; Matlab; Python
2016,C; C++; Hadoop; Haskell
2016,Android; C++; Java; Objective-C
2016,JavaScript; Ruby; SQL
2016,C; C++
2016,AngularJS; C; C++; C#; Java; JavaScript; LAMP; MongoDB; Node.js; Objective-C; PHP; Python; SharePoint; SQL; SQL Server; Visual Basic
2016,C#; SQL
2016,PHP
2016,"Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; PHP; SQL; SQL Server"
2016,C#; JavaScript; PHP; Ruby; SQL
2016,C#; JavaScript; SQL
2016,LAMP; PHP; SQL; Windows Phone; WordPress
2016,Android; Java; JavaScript; SQL
2016,"Cloud (AWS, GAE, Azure, etc.)"
2016,Android; AngularJS; C++; C#; Java; JavaScript; MongoDB; Node.js; SQL
2016,C#; F#
2016,C; C++; C#; JavaScript; MongoDB; Node.js
2016,Java; JavaScript; SQL
2016,AngularJS; C; Java; JavaScript
2016,JavaScript; WordPress
2016,iOS; Swift
2016,
2016,
2016,C; Python
2016,AngularJS; Java; JavaScript; PHP; SQL
2016,Python
2016,C; Java; R; SQL
2016,JavaScript; PHP; SQL; WordPress
2016,JavaScript; LAMP; PHP; SQL
2016,Java
2016,Android; AngularJS; C#; iOS; Java; JavaScript; LAMP; Objective-C; PHP
2016,JavaScript; Node.js
2016,C#; PHP
2016,Android; Java; Matlab; R
2016,
2016,Android; Java; SQL
2016,"Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); Java; PHP; SQL; SQL Server; Windows Phone; WordPress"
2016,Arduino / Raspberry Pi; C; C++; Python; SQL
2016,C; C++; Java; Python
2016,C++; Python
2016,C; Visual Basic
2016,Android; AngularJS; C#; Cordova; iOS; JavaScript; LAMP; PHP; SQL Server; WordPress
2016,Hadoop; Java; JavaScript; Spark; SQL
2016,Android; Java; JavaScript
2016,
2016,Android
2016,C#; JavaScript; Node.js; PHP; SQL; SQL Server
2016,C#
2016,Arduino / Raspberry Pi; C; C#; Java; JavaScript
2016,
2016,Android; AngularJS; JavaScript; Python; SQL
2016,Android
2016,AngularJS; C#; SQL; SQL Server
2016,Android; Arduino / Raspberry Pi; C; C++; Java; JavaScript; PHP; SQL; WordPress
2016,AngularJS; JavaScript; LAMP; MongoDB; Node.js; PHP; Redis; Ruby; SQL; SQL Server; WordPress
2016,Java; Node.js; SQL
2016,JavaScript; PHP; SharePoint
2016,"CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; LAMP; MongoDB; Node.js; ReactJS; Redis; Visual Basic"
2016,
2016,C; C++; C#; Java; Scala
2016,Android; AngularJS; Java; JavaScript; PHP
2016,JavaScript; PHP; WordPress
2016,Android; C#; Java; SQL Server; Windows Phone
2016,C++; JavaScript; Python
2016,Android; C; C++; C#; Java; JavaScript; PHP; SQL; Windows Phone
2016,"Android; Cloud (AWS, GAE, Azure, etc.); Java"
2016,
2016,JavaScript; LAMP; PHP; R; SQL
2016,C#; Java; SQL; SQL Server
2016,Ruby
2016,
2016,Hadoop; Scala
2016,Arduino / Raspberry Pi; AngularJS; JavaScript; LAMP; PHP; Redis; SQL; WordPress
2016,C; iOS; Objective-C; Swift
2016,Android; Java
2016,Java
2016,Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; Cordova; iOS; Java; JavaScript; Node.js; Objective-C; Redis; SQL; SQL Server
2016,C; Java
2016,Android; C; C++; C#
2016,Android; C; C++; C#; iOS; Java; JavaScript; SQL; SQL Server; Visual Basic
2016,JavaScript; PHP; SQL; SQL Server
2016,
2016,Java; JavaScript; SQL
2016,SQL
2016,C; C++; Java; JavaScript; Matlab; R; SQL
2016,C#; JavaScript; Visual Basic
2016,C++
2016,C#; JavaScript; SQL; SQL Server
2016,C#; Go; JavaScript; PHP; SQL
2016,Go; LAMP; PHP; Python
2016,C++; C#; Windows Phone
2016,Arduino / Raspberry Pi; C#; JavaScript; Node.js; Redis; SQL; SQL Server; Visual Basic
2016,AngularJS; C++; JavaScript; LAMP; PHP; Python; SQL; WordPress
2016,C; C++; C#
2016,
2016,Python; SQL
2016,C#; JavaScript; Matlab; SQL; SQL Server
2016,Android; Arduino / Raspberry Pi; C#; Java; LAMP; PHP; Python; SQL; WordPress
2016,AngularJS; JavaScript
2016,C++; Java; PHP; SQL
2016,C; C++; Java; JavaScript; MongoDB; Python
2016,AngularJS; C#; Cordova; Java; JavaScript; Node.js; ReactJS
2016,JavaScript; PHP; Python; SQL
2016,Arduino / Raspberry Pi; AngularJS; LAMP; Perl
2016,C; C++; Python
2016,C; C#; iOS; JavaScript; Node.js; Objective-C; Swift
2016,Android; Java; JavaScript; LAMP; Objective-C; Ruby; SQL; Swift
2016,Java; JavaScript; R
2016,JavaScript; Python
2016,"Cloud (AWS, GAE, Azure, etc.); LAMP; PHP; Python; Spark"
2016,Java; JavaScript; PHP
2016,Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; iOS; Java; JavaScript; PHP; Python; Ruby; Swift; WordPress
2016,Android; Arduino / Raspberry Pi; C#; Java; JavaScript; LAMP; PHP; SQL; WordPress
2016,C++; JavaScript; PHP; SQL
2016,C#; Java; SQL; SQL Server
2016,Android; Java
2016,Visual Basic
2016,Python
2016,AngularJS; JavaScript
2016,AngularJS; C#; JavaScript; SharePoint; SQL Server
2016,C++; C#
2016,Android; Arduino / Raspberry Pi; Java; Python
2016,Swift
2016,JavaScript; Python
2016,Android; AngularJS; JavaScript
2016,C; C++; C#; Java; JavaScript; PHP; Python; SQL; Visual Basic
2016,C; C++; Matlab
2016,Arduino / Raspberry Pi; C; Java; Python; Scala; SQL
2016,C; C++; C#; Matlab
2016,C; C++; Java; JavaScript
2016,Java; SQL
2016,Arduino / Raspberry Pi; C#; SQL; Visual Basic
2016,C; C++; Perl; Python; R; SQL
2016,C#; Matlab; R
2016,AngularJS; JavaScript; PHP
2016,Android; Arduino / Raspberry Pi; JavaScript; PHP; Python; SQL
2016,JavaScript; Node.js; PHP; SQL; WordPress
2016,
2016,PHP; SQL
2016,Android; C; C#; Cordova; Clojure; iOS; Java; JavaScript; Objective-C; Python
2016,C++; C#; Java; JavaScript; Node.js; SQL Server
2016,Java; MongoDB
2016,Android; AngularJS; C; C++; Java; JavaScript; MongoDB; PHP; SQL
2016,Hadoop; Java
2016,iOS; Swift
2016,JavaScript; LAMP; MongoDB; Node.js; PHP; SQL
2016,Arduino / Raspberry Pi; AngularJS; C++; JavaScript; Python; SQL
2016,Android; AngularJS; C#; Cordova; iOS; JavaScript; Node.js; Windows Phone
2016,"AngularJS; Cloud (AWS, GAE, Azure, etc.); JavaScript; Ruby"
2016,JavaScript; Python; Rust
2016,
2016,Android; Hadoop; Java; PHP; WordPress
2016,C++; C#; Visual Basic
2016,C++
2016,Java; SQL
2016,PHP
2016,SQL; SQL Server
2016,
2016,
2016,C++; Matlab; Python
2016,C#; JavaScript; MongoDB; SQL; SQL Server
2016,
2016,C#; iOS; Java; JavaScript; Objective-C; Redis
2016,Android; C; C++; iOS; Java; Objective-C; Swift
2016,C; C++; JavaScript; Python
2016,AngularJS; Java; JavaScript; LAMP; PHP; WordPress
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; MongoDB; PHP; Scala; SQL; WordPress"
2016,
2016,
2016,C; C#; JavaScript; PHP; SQL
2016,
2016,
2016,Android; C; C++
2016,PHP; SQL
2016,Android; Java; JavaScript; SQL; WordPress
2016,Android; C; C++; C#; iOS; JavaScript; Objective-C; PHP; SharePoint; SQL; SQL Server; Visual Basic; WordPress
2016,AngularJS; Java; JavaScript; Node.js; Python
2016,C; C++; C#
2016,
2016,AngularJS; C#; JavaScript; SQL Server
2016,Android; Arduino / Raspberry Pi; C++; iOS; Java; JavaScript; Node.js; Objective-C; PHP; SQL; WordPress
2016,Java; SQL
2016,C; JavaScript; PHP; SQL
2016,AngularJS; C#; JavaScript; Node.js
2016,AngularJS; C++; JavaScript; MongoDB; Node.js; PHP
2016,C#; Java; JavaScript
2016,LAMP; PHP
2016,"AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Go; JavaScript; SQL"
2016,Android; Java
2016,AngularJS; JavaScript; Python
2016,AngularJS; Java; JavaScript; MongoDB; Node.js; SQL
2016,C; iOS; Objective-C; PHP; Swift
2016,C#; JavaScript; SQL Server
2016,R
2016,C; MongoDB; Scala
2016,Android; C++
2016,JavaScript; SQL; SQL Server
2016,
2016,Java; JavaScript
2016,CoffeeScript; JavaScript; LAMP; PHP; Ruby; WordPress
2016,Android; iOS; Java; JavaScript; Objective-C; PHP; SQL
2016,Android; Arduino / Raspberry Pi; C; C#; Cordova; iOS; JavaScript; Objective-C; SQL Server; Windows Phone
2016,Android; Arduino / Raspberry Pi; Java; SQL
2016,Arduino / Raspberry Pi; C; C++; Java; LAMP; Matlab
2016,Android; C#; Java; JavaScript; LAMP; PHP; Python; SQL
2016,Android; C#; Java; Scala
2016,MongoDB; Python; SQL
2016,
2016,Java; JavaScript
2016,
2016,AngularJS; JavaScript; Node.js; PHP; WordPress
2016,Android; AngularJS; Java; JavaScript; MongoDB; Node.js
2016,Arduino / Raspberry Pi; C++; JavaScript; LAMP; PHP; Python; SQL; WordPress
2016,C++; Haskell; Python; SQL
2016,AngularJS; JavaScript; PHP; SQL; SQL Server
2016,Android; Java
2016,Java; Node.js; PHP; Scala; SQL
2016,Android
2016,AngularJS; C#; JavaScript; MongoDB; Node.js; ReactJS; Ruby
2016,Android; AngularJS; C#; JavaScript; ReactJS; SQL; SQL Server
2016,
2016,JavaScript; LAMP; PHP; WordPress
2016,C++
2016,"Android; C++; Cloud (AWS, GAE, Azure, etc.); iOS; SQL"
2016,"C#; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; SQL Server; Swift"
2016,
2016,LAMP; PHP; SQL
2016,C; Java; JavaScript; PHP
2016,C
2016,Java; JavaScript; PHP
2016,AngularJS; Java; JavaScript; LAMP; PHP; SQL
2016,
2016,Hadoop; iOS; LAMP; Objective-C; PHP; ReactJS; Redis; Spark
2016,C; C++; Java; Matlab
2016,
2016,JavaScript; Node.js; PHP
2016,
2016,Go; Node.js; Python
2016,"C; C++; Cloud (AWS, GAE, Azure, etc.); Go; Java; JavaScript; MongoDB; Perl; PHP; Python; Scala"
2016,C; C++; Perl; PHP; R
2016,Cordova; iOS; LAMP; Objective-C; Python; Swift
2016,C#; Java; SharePoint
2016,C#; SQL
2016,AngularJS; Java; JavaScript; Node.js; Python
2016,Android; AngularJS; C; C++; C#; CoffeeScript; Clojure; Haskell; Java; JavaScript; Node.js; Python; Rust; Scala; SQL
2016,SQL; SQL Server; Visual Basic
2016,C; C#; Java
2016,AngularJS; JavaScript; LAMP; MongoDB; Node.js; PHP; SQL; WordPress
2016,C; C++; PHP; Python; SQL; WordPress
2016,Android; Java
2016,C; C++; Cassandra; Python
2016,AngularJS; C#; JavaScript
2016,Android; AngularJS; C; Java; JavaScript; Matlab; MongoDB; Node.js; SQL
2016,C#; SQL Server
2016,Android; Java; Python; SQL; WordPress
2016,
2016,Arduino / Raspberry Pi; C; iOS; LAMP; Matlab; Perl; PHP; SQL; Swift
2016,
2016,Java
2016,Android; Arduino / Raspberry Pi; C#; Java; JavaScript; MongoDB; Python; Ruby; SharePoint; SQL
2016,Android; iOS; Java; JavaScript; LAMP; Objective-C; PHP; Swift; WordPress
2016,C; MongoDB; Python; SQL
2016,C++; Matlab
2016,C; C++; iOS; LAMP; MongoDB; Objective-C; PHP; Python; SQL
2016,
2016,Android; Arduino / Raspberry Pi; C; C++; Java; Python; SQL
2016,C; Java; Python
2016,Android; Java
2016,Python
2016,JavaScript; PHP; SQL
2016,JavaScript; LAMP; PHP; SQL; WordPress
2016,"Android; Cloud (AWS, GAE, Azure, etc.); Java; Matlab; Python"
2016,C++; SQL
2016,Android; JavaScript
2016,
2016,Android; AngularJS; C; C++; C#; JavaScript; Node.js; PHP; SQL; Visual Basic
2016,AngularJS; Java; JavaScript
2016,AngularJS; iOS; JavaScript; ReactJS; Swift
2016,Dart; Java
2016,AngularJS; C#; JavaScript; Node.js; PHP
2016,Java; JavaScript
2016,iOS; Swift
2016,PHP; SQL
2016,C
2016,C#; CoffeeScript; JavaScript; SQL Server; Visual Basic; WordPress
2016,C; C++
2016,Java; JavaScript; PHP
2016,JavaScript; LAMP; PHP; SQL
2016,Java
2016,Android; Java; JavaScript; SQL
2016,Clojure; Python
2016,Arduino / Raspberry Pi; C++; Java; JavaScript; Node.js; PHP; Python; ReactJS
2016,AngularJS; C#; JavaScript; SQL; SQL Server
2016,C#; JavaScript; SQL
2016,Android; AngularJS; Java; LAMP; Node.js
2016,PHP; SQL
2016,
2016,AngularJS; C++; C#; Java; SQL; SQL Server
2016,Android; AngularJS; JavaScript; LAMP; Node.js; SQL; WordPress
2016,AngularJS; JavaScript; Node.js; Ruby
2016,
2016,AngularJS; JavaScript; MongoDB; Node.js; Salesforce
2016,JavaScript; Python; R
2016,JavaScript; PHP; SQL
2016,Java; JavaScript; SQL
2016,Android; Java; JavaScript; MongoDB; Node.js
2016,SQL
2016,AngularJS; JavaScript; PHP; SQL
2016,iOS; Objective-C; Swift
2016,Android; C++; Java; JavaScript; PHP; SQL; SQL Server
2016,C#; JavaScript; SQL; SQL Server
2016,
2016,Java; JavaScript
2016,Java
2016,Arduino / Raspberry Pi; C#; iOS; Python; Swift
2016,Android; Arduino / Raspberry Pi; AngularJS; C++; C#; Java; JavaScript; SQL; SQL Server
2016,C#; JavaScript; SQL; SQL Server; Visual Basic
2016,JavaScript; Python
2016,Android; Java; JavaScript; Python; SQL
2016,C; C++; C#
2016,JavaScript; PHP; SQL
2016,AngularJS; Java; JavaScript; SQL
2016,
2016,C#; Visual Basic
2016,AngularJS; JavaScript; Python
2016,"AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP"
2016,Arduino / Raspberry Pi; CoffeeScript; JavaScript; PHP; Python; WordPress
2016,C#; SQL Server
2016,AngularJS; JavaScript
2016,Java; Visual Basic
2016,Java; SQL
2016,C#
2016,JavaScript; Ruby; SQL
2016,"Android; AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; MongoDB; Python"
2016,C; C++; Python; SQL
2016,Java; JavaScript; SQL
2016,Arduino / Raspberry Pi; C; C++; JavaScript; Python
2016,"Cordova; Cloud (AWS, GAE, Azure, etc.); Dart; Java; JavaScript"
2016,C#; SQL
2016,
2016,Objective-C; Python
2016,
2016,C; Java; JavaScript; PHP
2016,AngularJS; Cordova; Java; JavaScript; Node.js; Redis; SQL
2016,"Cloud (AWS, GAE, Azure, etc.); Python"
2016,C++; JavaScript; R
2016,C; Java; Python
2016,C#; JavaScript; MongoDB
2016,
2016,Android; Java; Matlab; R
2016,Java; PHP; SQL; SQL Server; WordPress
2016,C#; SQL; SQL Server; Visual Basic
2016,JavaScript; LAMP; MongoDB; PHP; SQL
2016,AngularJS; C#; JavaScript; SQL Server
2016,AngularJS; Java; JavaScript; MongoDB
2016,Perl
2016,"Cloud (AWS, GAE, Azure, etc.); Perl"
2016,JavaScript; PHP; SQL
2016,JavaScript; Perl; Redis; SQL
2016,Matlab; WordPress
2016,C; JavaScript; Perl; SQL
2016,JavaScript; LAMP; MongoDB; PHP
2016,C#; SQL Server; Visual Basic
2016,Android; Arduino / Raspberry Pi; C++; Java; JavaScript; Matlab; PHP; Python; SQL; Swift; WordPress
2016,AngularJS; Java; JavaScript; SQL
