Year,HaveWorkedLanguage,HaveWorkedFramework,HaveWorkedDatabase,HaveWorkedPlatform
2017,,,,
2017,C; Haskell; Java; Python; Rust,,SQL Server; MySQL; SQLite,Mac OS
2017,C#; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,,,,
2017,C++,,SQL Server; MySQL,Windows Desktop; Linux Desktop
2017,,,,
2017,,,,
2017,JavaScript; PHP,Node.js; React,MongoDB; MySQL,WordPress
2017,Common Lisp; Java; JavaScript; PHP; Ruby,,MySQL,Mac OS; WordPress
2017,C#; JavaScript,Node.js; Xamarin; .NET Core,SQL Server,
2017,C++; C#; SQL,.NET Core,SQL Server; MySQL,Windows Desktop
2017,JavaScript; PHP; SQL; VBA,,MySQL,WordPress
2017,,,,
2017,C; C++; Python,,,
2017,,,,
2017,,,,
2017,,,,
2017,JavaScript; PHP; SQL,Node.js,Redis; MySQL,Amazon Web Services (AWS)
2017,C; Java; SQL,,,
2017,C; JavaScript; Python,Node.js,MySQL,
2017,C#; JavaScript,.NET Core,,WordPress
2017,C#; Java; JavaScript; Perl; PHP; SQL,Node.js; React; Cordova; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Mac OS; Salesforce; WordPress
2017,,,,
2017,,,,
2017,C#; Java; Python; SQL; Swift,Xamarin; .NET Core,MySQL; PostgreSQL; SQLite,Android; iOS
2017,Groovy; Java,,,Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,,SQL Server,
2017,Java,Firebase,,Android
2017,Ruby,,MySQL,
2017,,,,
2017,,,,
2017,Groovy; Java; JavaScript; SQL,,MySQL,Android
2017,C#; Java; JavaScript; Matlab; PHP; Python; Ruby; SQL,AngularJS; Node.js; Xamarin; .NET Core,MySQL; PostgreSQL,Android; Windows Desktop; Raspberry Pi
2017,CoffeeScript; JavaScript,React,MongoDB; Redis; PostgreSQL,Android; iOS; Raspberry Pi; Amazon Web Services (AWS)
2017,JavaScript; Python; Scala,AngularJS; Node.js; Cordova; Firebase,MongoDB; MySQL; PostgreSQL; Oracle,Android; iOS; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,Java,,Oracle,
2017,,,,
2017,JavaScript; Python; SQL; VBA,,Cassandra; MySQL; Oracle; SQLite,
2017,C#; Groovy; PHP; Python; Ruby; TypeScript,,,Android
2017,,,,
2017,JavaScript,,,
2017,C++; Python,,,Linux Desktop; Mainframe
2017,JavaScript,,,Mac OS; WordPress
2017,,,,
2017,,,,
2017,,Node.js; React; Cordova; Firebase,Cassandra; Redis; SQL Server; MySQL,Android; iOS; Mac OS; Amazon Web Services (AWS)
2017,C++; Java; JavaScript; Matlab,,,Windows Desktop; Linux Desktop; Arduino; Raspberry Pi
2017,Assembly; C; C#; Java; Lua; Python; SQL,AngularJS; Node.js; Cordova; Xamarin; .NET Core,SQL Server; SQLite,Raspberry Pi
2017,,,,
2017,JavaScript,AngularJS; Node.js; Firebase,Cassandra; MongoDB,Android; iOS
2017,C; C++; Java; JavaScript; PHP; VB.NET,AngularJS; Node.js; Firebase,SQL Server; MySQL; SQLite,Windows Desktop; WordPress
2017,,,,
2017,C; C++; JavaScript; Perl; Python,AngularJS; Node.js,,Raspberry Pi
2017,JavaScript; PHP; SQL,AngularJS; Node.js,MySQL,Windows Desktop; Linux Desktop
2017,,,,
2017,C#; JavaScript; SQL,,SQL Server,Microsoft Azure
2017,,,,
2017,Assembly; C; C++; Clojure; Java; JavaScript,,PostgreSQL; Oracle,iOS; Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS)
2017,,,,
2017,Java; PHP; SQL,,Redis; MySQL,
2017,C#; Java; JavaScript; SQL; TypeScript; Visual Basic 6,React; .NET Core,Redis; SQL Server; MySQL,Android; iOS; Windows Desktop; Amazon Web Services (AWS); Microsoft Azure
2017,Python,Node.js; Cordova,,Android; iOS; Mac OS; SharePoint
2017,C++; C#; SQL,,MongoDB; SQL Server; MySQL; SQLite,Windows Desktop
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS,SQL Server; MySQL,Windows Desktop; Microsoft Azure
2017,,,,
2017,C; C++; C#,React,,iOS; Windows Desktop
2017,,,,
2017,Groovy; Java; JavaScript; Lua; Python; Ruby; Scala; SQL; TypeScript,AngularJS,Cassandra; MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,Assembly; C; C++; JavaScript; SQL,Node.js; React,MongoDB; Redis; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript,.NET Core,,Windows Desktop
2017,C#; JavaScript; SQL; VB.NET; Visual Basic 6,Xamarin; .NET Core,SQL Server,Android; iOS; Windows Phone; Windows Desktop
2017,C++; Scala,,,Windows Desktop
2017,C#; F#; JavaScript,Node.js; React; .NET Core,Redis; SQL Server,Arduino; Serverless; Amazon Web Services (AWS)
2017,,,,
2017,C; C#; Java; JavaScript; Objective-C; SQL; Swift,AngularJS; Cordova; Xamarin; Firebase,MySQL; Oracle; SQLite,Android; iOS; Windows Phone; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,Java; JavaScript,Node.js; Firebase,SQLite,Android; Amazon Web Services (AWS)
2017,JavaScript,Node.js,MySQL,Amazon Web Services (AWS)
2017,Lua; Objective-C; PHP; SQL,,MySQL,iOS
2017,C++; Python,,,Windows Desktop; Linux Desktop
2017,C#; JavaScript,AngularJS,SQL Server,Microsoft Azure
2017,,,,
2017,C++; Java; Python,,MySQL,Linux Desktop
2017,JavaScript; PHP; SQL,,MySQL,WordPress
2017,,,,
2017,Assembly; C; C#; Go; Groovy; Java; JavaScript; Perl; PHP; Python; Ruby; SQL,AngularJS; .NET Core,Cassandra; MongoDB; SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; Linux Desktop; SharePoint; WordPress; Amazon Web Services (AWS)
2017,C; C#; PHP; Python; Ruby; Rust,,,Android; Windows Desktop; Linux Desktop
2017,C; Java; JavaScript; Python; Ruby; SQL,Node.js; React,MySQL; PostgreSQL,Android; iOS; Windows Desktop; Linux Desktop; Mac OS
2017,C; C++; C#; Python; SQL,,SQLite,Linux Desktop
2017,C; C++; JavaScript; Python; SQL,,MySQL; PostgreSQL; SQLite,Android; Linux Desktop; Arduino; Raspberry Pi
2017,,,,
2017,,,,
2017,Objective-C; Swift,,MySQL; PostgreSQL,iOS
2017,C#; JavaScript; SQL,AngularJS; Node.js; React,SQL Server; MySQL; PostgreSQL,
2017,JavaScript; Python; Ruby; SQL,Node.js; React,MySQL,Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,JavaScript,AngularJS; Node.js; Firebase,MongoDB,Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; R,.NET Core,SQL Server,Windows Desktop; Linux Desktop; Mac OS; Microsoft Azure
2017,Java; JavaScript; Matlab; Python; Ruby; SQL,AngularJS; Hadoop; Spark,Redis; PostgreSQL,Windows Desktop; Linux Desktop; SharePoint; Amazon Web Services (AWS); Microsoft Azure
2017,C#; Groovy; JavaScript; SQL; TypeScript,AngularJS; .NET Core,Oracle,
2017,Ruby; SQL,,MySQL; Oracle,Windows Desktop; Linux Desktop
2017,JavaScript,,MySQL,
2017,PHP; Python; SQL; VBA,,MySQL,WordPress
2017,C#; JavaScript; SQL,AngularJS,SQL Server,Windows Desktop; Microsoft Azure
2017,C; C++; Scala,Hadoop,,Linux Desktop
2017,C++; Java; Python; SQL,,MySQL,
2017,Java; JavaScript; PHP; SQL,Node.js,,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS)
2017,,,,
2017,Go; JavaScript; PHP; SQL,Node.js,MongoDB; Redis; PostgreSQL,iOS; Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS)
2017,C++; Java; JavaScript; Python,React; .NET Core,MongoDB; MySQL; SQLite,iOS; Raspberry Pi; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,JavaScript; PHP; Python; SQL,,MySQL,Mac OS; Arduino; Raspberry Pi; WordPress
2017,,,,
2017,Assembly; C; C++; Python,,,
2017,C#; JavaScript; SQL; VB.NET,,SQL Server,
2017,C#; JavaScript; SQL; VB.NET,.NET Core,SQL Server,
2017,C; C++; C#; Java; JavaScript,.NET Core,,Android; Windows Desktop; Linux Desktop
2017,C; C++; PHP; VBA,,MySQL,Windows Desktop
2017,,,,
2017,JavaScript,,,
2017,C#; JavaScript; PHP; SQL; TypeScript; VB.NET,AngularJS; .NET Core,SQL Server,Android; Windows Phone; Windows Desktop
2017,Java,,,Android
2017,C#; Java; JavaScript; PHP; Python; TypeScript,Node.js; React; Xamarin,MySQL; SQLite,Android; WordPress
2017,Assembly; Go; Java; JavaScript; PHP,Node.js; React,MongoDB; Redis; MySQL,Linux Desktop
2017,Java; JavaScript; SQL,,SQL Server,
2017,CoffeeScript; Go; Java; JavaScript; Python; Ruby; SQL; TypeScript,Node.js; React; Firebase,Redis; PostgreSQL; SQLite,Android; Linux Desktop; Raspberry Pi; WordPress
2017,Java,Firebase,MySQL; SQLite,Android
2017,Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,AngularJS,MySQL; SQLite,Android; WordPress
2017,,,,
2017,,,,
2017,,,,
2017,C#; TypeScript,,SQL Server,Windows Desktop; Amazon Web Services (AWS)
2017,,,,
2017,Java,,,
2017,,,,
2017,,,,
2017,Objective-C; Python; Swift,,,iOS
2017,,,,
2017,JavaScript; PHP; SQL; TypeScript,AngularJS; Node.js,MongoDB; MySQL,WordPress
2017,C++; C#; JavaScript; Python; SQL,.NET Core,SQL Server; MySQL,Windows Desktop
2017,JavaScript; PHP; SQL,,SQL Server; MySQL,WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; PHP; Python; R; SQL,AngularJS; Node.js; .NET Core,Redis; SQL Server; MySQL; PostgreSQL; Oracle,WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,,,,
2017,JavaScript; PHP; Python,,MongoDB; MySQL,Linux Desktop; WordPress
2017,Assembly; Clojure; Java; Ruby; SQL,Node.js; React,PostgreSQL,
2017,C++; C#; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,,MySQL; Oracle,Windows Desktop; Raspberry Pi; SharePoint; WordPress
2017,,,,
2017,Scala,,MongoDB,Raspberry Pi; Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript; SQL,,SQL Server,Windows Desktop; Microsoft Azure
2017,,,,
2017,,,,
2017,,,,
2017,C; C++,,,Linux Desktop; Raspberry Pi
2017,,,,
2017,C#; JavaScript; SQL,AngularJS; React; Cordova; Xamarin; Firebase; .NET Core,SQL Server; SQLite,Windows Desktop; Serverless; Microsoft Azure
2017,C#; JavaScript; SQL,,SQL Server; MySQL; SQLite,
2017,,,,
2017,,,,
2017,,,,
2017,Groovy; Java; JavaScript; Lua; Python; SQL; TypeScript; Visual Basic 6,Node.js; React,MySQL; PostgreSQL,Serverless; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP; SQL,AngularJS; React,SQL Server,Salesforce; Microsoft Azure
2017,,,,
2017,Java,Firebase,,Android; Windows Desktop
2017,Java; JavaScript,Node.js; React,MySQL; Oracle,Mac OS
2017,Java,,MySQL,Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,JavaScript; PHP,AngularJS; Spark; Firebase,MySQL,Linux Desktop
2017,C#; JavaScript; SQL; VBA,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,Python; R; SQL,,MySQL,Linux Desktop; Amazon Web Services (AWS)
2017,JavaScript; PHP,AngularJS; Node.js,SQL Server; MySQL,Windows Desktop
2017,Java; JavaScript; SQL,,SQL Server; MySQL,
2017,,,,
2017,,,,
2017,C++; Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,AngularJS; Node.js; Cordova; Firebase,MySQL,iOS; WordPress
2017,Groovy; Python; Ruby,,MySQL,
2017,Java; JavaScript; Objective-C,,MongoDB,Android; iOS
2017,,,,
2017,JavaScript; PHP; SQL,Node.js; React,MongoDB; SQL Server; MySQL,
2017,C; Haskell; Python,,,Windows Desktop; Linux Desktop
2017,Java; JavaScript; Objective-C; PHP; SQL; Visual Basic 6,Firebase,MySQL,iOS
2017,,,,
2017,Java,,PostgreSQL,Mac OS
2017,,,,
2017,Java; JavaScript; SQL,AngularJS; Node.js,MongoDB; Oracle,Android
2017,C#; Groovy; JavaScript,AngularJS; Node.js,MongoDB; SQL Server; MySQL,Mac OS
2017,JavaScript; PHP; SQL; Visual Basic 6,AngularJS; Node.js; .NET Core,MongoDB; MySQL; PostgreSQL,
2017,,,,
2017,,,,
2017,Java; Ruby,,,
2017,,,,
2017,C#; JavaScript; SQL,.NET Core,SQL Server,
2017,Assembly; Java; JavaScript; PHP; Python,Node.js; React; Firebase,Cassandra; MongoDB; MySQL; PostgreSQL; SQLite,Android; Amazon Web Services (AWS)
2017,JavaScript; PHP; Python; Swift,Firebase,MongoDB; Redis; MySQL; PostgreSQL,iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS)
2017,C++; JavaScript,Node.js; React; .NET Core,SQL Server; PostgreSQL,Windows Desktop; Amazon Web Services (AWS)
2017,C++; C#; SQL,AngularJS; .NET Core,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Windows Phone; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,Groovy; Java; JavaScript; PHP; SQL,AngularJS; Node.js,SQL Server; MySQL; PostgreSQL,
2017,Java; JavaScript; Python; Ruby; SQL,,PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS)
2017,Swift,Firebase,SQLite,iOS
2017,Java; Rust,,,Android
2017,R,,MySQL,Linux Desktop; Amazon Web Services (AWS)
2017,C; C++; C#; Java; JavaScript; Lua; Python; VB.NET; Visual Basic 6,.NET Core,,WordPress
2017,,,,
2017,,,,
2017,Java; JavaScript; SQL,Hadoop,Cassandra; MySQL; Oracle,Android; Windows Desktop; Linux Desktop; SharePoint; Amazon Web Services (AWS)
2017,Python; R; SQL,Hadoop; Node.js; Spark,,Linux Desktop; Mac OS
2017,,,,
2017,Python; SQL; Visual Basic 6,,Redis; MySQL,Windows Desktop; Linux Desktop; Raspberry Pi; WordPress
2017,,,,
2017,,,,
2017,JavaScript; PHP; SQL,Node.js; React,MySQL,Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; JavaScript,.NET Core,SQL Server,
2017,PHP,,SQL Server,WordPress
2017,JavaScript,,,Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,Java; JavaScript; Perl; SQL,Hadoop,MySQL,Amazon Web Services (AWS)
2017,,,,
2017,Python,.NET Core,MySQL; Oracle,Windows Desktop; WordPress
2017,TypeScript,AngularJS,,
2017,,,,
2017,JavaScript,AngularJS; Node.js,MongoDB,
2017,JavaScript; PHP; TypeScript,AngularJS,MySQL,
2017,JavaScript; PHP; SQL,,,WordPress
2017,C#,,SQL Server; MySQL,Microsoft Azure
2017,,,,
2017,Python; SQL,,,Linux Desktop
2017,C; JavaScript,Node.js; React,MongoDB; Redis; MySQL,Android; Linux Desktop; Salesforce; Mainframe; Amazon Web Services (AWS)
2017,,,,
2017,C#; Java; JavaScript; Matlab; SQL; Swift; TypeScript,AngularJS; Node.js; Firebase; .NET Core,MongoDB; SQL Server; Oracle,Android; iOS; Windows Desktop; WordPress
2017,,,,
2017,Java,,MySQL,Android
2017,C#; JavaScript; SQL,AngularJS; Cordova; .NET Core,SQL Server; MySQL,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Java,,SQL Server; MySQL,
2017,C#; Java; JavaScript; Python; Ruby; SQL,,SQL Server; MySQL; Oracle,Windows Desktop; Raspberry Pi
2017,CoffeeScript; JavaScript; Ruby; SQL,AngularJS,MongoDB; MySQL; PostgreSQL,Android; Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,C; C++; SQL,,SQL Server,Windows Desktop
2017,,,,
2017,C#,AngularJS; Node.js; .NET Core,SQL Server; Oracle,Android; Windows Desktop
2017,,,,
2017,C; C#; JavaScript; Swift,Node.js; React,MongoDB; Redis,Android; iOS
2017,Assembly; Java; JavaScript; PHP; SQL; VB.NET,,Cassandra,Amazon Web Services (AWS)
2017,,,,
2017,C++,,SQL Server; MySQL,
2017,Java; JavaScript; PHP; Python; SQL,Firebase,MySQL; SQLite,Android; WordPress; Amazon Web Services (AWS)
2017,Java; JavaScript,,,
2017,Java; JavaScript; SQL,AngularJS,MySQL; Oracle,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Assembly; C; C++; C#; Java; Matlab; PHP; SQL,Firebase,MySQL; SQLite,Android; Windows Desktop; Linux Desktop; Arduino
2017,C#; JavaScript,,,
2017,C; C++; Go; Groovy; Java; JavaScript; Lua; Python,Node.js,,Android; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi
2017,C; C++; Java,,,
2017,,,,
2017,C; C++; C#; Java; JavaScript; PHP; Python; SQL,AngularJS; Hadoop; Firebase; .NET Core,SQL Server; MySQL,Android; iOS; Windows Desktop; Mac OS; WordPress
2017,,,,
2017,JavaScript,,,
2017,JavaScript; PHP; Ruby; SQL,React,MySQL; PostgreSQL,WordPress
2017,,,,
2017,C; JavaScript; Python,,,Android; Linux Desktop
2017,Objective-C; Perl,,MongoDB; PostgreSQL,iOS
2017,Java,,,
2017,C; C++; Java; JavaScript; SQL,AngularJS; React,MongoDB; SQL Server; MySQL,Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript; PHP; SQL; VB.NET,AngularJS; Xamarin,SQL Server; MySQL; SQLite,Windows Phone; Windows Desktop; Microsoft Azure
2017,,,,
2017,Clojure; Groovy; Java; Python; Ruby; SQL,AngularJS; Hadoop; React,MongoDB; Redis; SQL Server; MySQL,Android; Windows Desktop; Linux Desktop; Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,JavaScript; PHP,Cordova,MySQL,Android; iOS; WordPress
2017,,,,
2017,Java; JavaScript; SQL,,MySQL,
2017,JavaScript; PHP; Python; SQL,AngularJS; Node.js,MySQL; Oracle,Linux Desktop
2017,C#; Python; SQL,AngularJS; Xamarin; .NET Core,MySQL,Windows Desktop
2017,,,,
2017,Java; JavaScript; Python; SQL,Node.js; React,Oracle,Mac OS; SharePoint
2017,,,,
2017,Java; JavaScript; Python; SQL,AngularJS; React; Cordova,Redis; MySQL; Oracle; SQLite,Mac OS; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,,,,
2017,C; C++; C#; JavaScript; R,,,Android; iOS; Windows Desktop
2017,,,,
2017,C#; SQL,.NET Core,SQL Server; MySQL; PostgreSQL,
2017,C; Swift,,,iOS
2017,,,,
2017,C; C++; Java; JavaScript; SQL,,Oracle,
2017,,,,
2017,,,,
2017,,,,
2017,JavaScript; PHP,,,
2017,,,,
2017,C#; Java; Scala; SQL,.NET Core,MySQL; PostgreSQL,Windows Desktop; Arduino; Amazon Web Services (AWS); Microsoft Azure
2017,Java,Firebase,MySQL; SQLite,
2017,Assembly; C,,SQL Server; MySQL,Android; iOS; Windows Phone; Windows Desktop; Linux Desktop
2017,C#; Java; PHP; SQL; VB.NET,,SQL Server; MySQL; Oracle; SQLite,Android; Windows Desktop
2017,,,,
2017,Java; JavaScript,AngularJS; Node.js,MongoDB,iOS; Mac OS
2017,C++; JavaScript; PHP,,,
2017,Python; Ruby; SQL; Visual Basic 6,,MongoDB; MySQL; Oracle,Linux Desktop; Arduino; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,C; C#; Go; Java; Perl; Python,Cordova; Xamarin; .NET Core,PostgreSQL; SQLite,Linux Desktop
2017,Erlang; Java; Ruby; SQL,Xamarin; Firebase,MongoDB; MySQL; PostgreSQL; SQLite,Android
2017,C#; JavaScript; PHP; SQL,.NET Core,MySQL,Windows Desktop; SharePoint; WordPress
2017,C; Java; JavaScript; Objective-C; Swift,Node.js,MongoDB; Redis; SQLite,Android; iOS; Mac OS
2017,,,,
2017,,,,
2017,,,,
2017,Java; JavaScript; PHP; Python; SQL,,MySQL,Android; iOS
2017,Java; JavaScript; PHP; SQL,AngularJS; Node.js,MySQL; Oracle,WordPress; Amazon Web Services (AWS)
2017,,,,
2017,C; C++,,SQLite,Android; Linux Desktop
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL; TypeScript; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,C#; Java; JavaScript; SQL,.NET Core,SQL Server; Oracle,Amazon Web Services (AWS)
2017,C; C++; JavaScript; SQL; TypeScript,AngularJS; Node.js; .NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop; Mainframe
2017,Java; Objective-C; Swift,,MySQL,Windows Desktop; Mac OS
2017,JavaScript,Node.js,,
2017,C; C#; Java; JavaScript; SQL; VB.NET,.NET Core,,
2017,Java; JavaScript; Python,,Cassandra; SQLite,Windows Desktop; Linux Desktop; WordPress
2017,Java,,SQLite,Android
2017,JavaScript; Ruby; TypeScript,Node.js; React; Cordova; Firebase,MongoDB,
2017,,,,
2017,,,,
2017,C++; Java; JavaScript; PHP; SQL,,MySQL; SQLite,Android
2017,,,,
2017,,,,
2017,Perl,,MySQL,Linux Desktop
2017,Go; Java; JavaScript; Python,Node.js; React,,Linux Desktop; Raspberry Pi
2017,Java; JavaScript; R; SQL,AngularJS; Node.js,MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi
2017,,,,
2017,,,,
2017,Assembly; C; C++; Java; JavaScript; Julia; Matlab; Python; Scala; SQL,Node.js,MongoDB; MySQL,Linux Desktop; Raspberry Pi
2017,,,,
2017,Assembly; C; Java; JavaScript; Python; R; Scala,React,MySQL,Android
2017,,,,
2017,,,,
2017,Java; PHP; SQL,,SQL Server; MySQL,Android
2017,C#,,SQL Server,Windows Desktop
2017,JavaScript; Perl; VB.NET; VBA,.NET Core,SQL Server; MySQL,Raspberry Pi
2017,PHP,,MySQL,Windows Desktop
2017,C#; Java; JavaScript; SQL; VB.NET; Visual Basic 6,.NET Core,SQL Server,Android
2017,C#,.NET Core,MySQL; SQLite,Windows Phone; Windows Desktop
2017,JavaScript; PHP; TypeScript,AngularJS; Node.js; Firebase,MySQL,WordPress
2017,Java; Perl; SQL,,SQL Server; MySQL; Oracle,
2017,,,,
2017,,,,
2017,JavaScript; Python,Node.js; React,MySQL; PostgreSQL,
2017,C#; Java; JavaScript; Objective-C; PHP; SQL; TypeScript,AngularJS; Node.js; Cordova; Xamarin; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,C++; C#; F#; Java; JavaScript; PHP; SQL,,SQL Server; MySQL,Android; Windows Desktop; Amazon Web Services (AWS)
2017,C++; C#; Java; PHP; Python; SQL; VB.NET,.NET Core,MySQL; SQLite,
2017,,,,
2017,C; C++; C#; Java,.NET Core,SQLite,Android; Windows Desktop
2017,Java; JavaScript; Perl,AngularJS; Hadoop,MySQL; PostgreSQL,Mainframe
2017,,,,
2017,C#; CoffeeScript; Java; JavaScript; Matlab; PHP; Python; SQL; VB.NET; Visual Basic 6,Node.js; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Windows Desktop; Linux Desktop
2017,CoffeeScript; Java; SQL,AngularJS,,
2017,,,,
2017,Java; JavaScript; PHP; Python; SQL; TypeScript,Node.js,MySQL; PostgreSQL,Android; Linux Desktop; Arduino
2017,,,,
2017,C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; WordPress; Amazon Web Services (AWS)
2017,,,,
2017,C++; CoffeeScript; Java; JavaScript; Matlab; Python; R; SQL,AngularJS; Hadoop; Spark; .NET Core,MongoDB,Android; Windows Desktop; WordPress
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL,,SQL Server,Microsoft Azure
2017,,,,
2017,,,,
2017,Java; Python; SQL,,MySQL,
2017,Java; JavaScript; Python; SQL,,PostgreSQL; Oracle,Mac OS
2017,Java,,Oracle,Linux Desktop
2017,,,,
2017,PHP; Ruby,,Redis; MySQL,Linux Desktop
2017,JavaScript; Python; SQL,,Redis; MySQL; PostgreSQL; SQLite,Mac OS
2017,C; C++; Python; SQL,,MySQL; SQLite,
2017,,,,
2017,JavaScript; PHP; SQL; TypeScript,AngularJS; Node.js,MongoDB; SQL Server; MySQL,Mac OS; WordPress
2017,Java,,,Android
2017,Java; JavaScript,Hadoop; Node.js; Spark,MongoDB; PostgreSQL,Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,C; JavaScript; PHP; Python,,Redis; PostgreSQL,Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,,,,
2017,C++; C#; Java; JavaScript; PHP; VB.NET,.NET Core,,Android; Windows Desktop
2017,C; C++; Java; Python; SQL,,MySQL,Android
2017,C; C++; Python; Scala,,Cassandra,Linux Desktop
2017,,,,
2017,C#; JavaScript; PHP; SQL,Node.js,SQL Server; MySQL,SharePoint; WordPress
2017,Java,,MySQL,
2017,C; C++; Objective-C; Python,,PostgreSQL,Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,Microsoft Azure
2017,CoffeeScript; JavaScript; R; Ruby; SQL,,Redis; PostgreSQL,Mac OS
2017,Objective-C; Swift,,,iOS
2017,,,,
2017,C#; JavaScript; Python; Ruby; SQL,Node.js,,
2017,,,,
2017,,,,
2017,,,,
2017,C#; Go; Python; SQL,.NET Core,SQL Server,
2017,C#; F#; Go; Java; JavaScript; R; TypeScript,Node.js; React; Xamarin; .NET Core,MongoDB; Redis; SQL Server; MySQL; PostgreSQL; SQLite,Windows Desktop; Raspberry Pi; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,CoffeeScript; JavaScript; PHP; Python,AngularJS; Node.js,Redis; MySQL,Linux Desktop; Mac OS; Raspberry Pi; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,C; C++; Haskell; Java; JavaScript; Python,AngularJS; Node.js; Cordova,MongoDB,Android
2017,,,,
2017,C#; CoffeeScript; Java; JavaScript; PHP; Python; SQL; TypeScript,Node.js; React,SQL Server; MySQL; SQLite,Android; Raspberry Pi; WordPress
2017,C++; JavaScript; PHP; Python,,MySQL,
2017,C; Java; JavaScript,Node.js,MySQL; SQLite,Android; Arduino; WordPress
2017,Java; JavaScript; PHP; Python; SQL,,Redis; SQL Server; MySQL; PostgreSQL,Mac OS; WordPress; Amazon Web Services (AWS)
2017,,,,
2017,Lua; Python,,,Windows Desktop
2017,,,,
2017,,,,
2017,,,,
2017,JavaScript; Ruby; SQL,,Redis; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,,,,
2017,C#; Visual Basic 6,,SQL Server,
2017,,,,
2017,C#; JavaScript,AngularJS; .NET Core,SQL Server,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; PHP; SQL; TypeScript,AngularJS; Node.js,MongoDB; MySQL,
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Microsoft Azure
2017,C#; JavaScript; Lua; PHP; SQL,Xamarin; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; Windows Desktop
2017,,,,
2017,C; C++; PHP; Python,,,Linux Desktop; Arduino; Raspberry Pi
2017,Java; JavaScript; Objective-C; PHP; Swift,AngularJS,MongoDB; Redis; MySQL; SQLite,Android; iOS; WordPress
2017,C; C++; Java,,,Android; Windows Desktop; Raspberry Pi
