Year,HaveWorkedLanguage,HaveWorkedFramework,HaveWorkedDatabase,HaveWorkedPlatform
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Assembly; C; C++; C#; Go; Haskell; Java; Matlab; Python; Scala,Spark,SQL Server; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi
2017,,,,
2017,C++; C#; Java; R,.NET Core,MongoDB; SQLite,Android
2017,C#; SQL,.NET Core,SQL Server,Windows Phone; Windows Desktop
2017,,,,
2017,,,,
2017,,,,
2017,Java; JavaScript; PHP; Swift,,MySQL,Android; iOS
2017,C#; JavaScript; SQL; VB.NET; VBA,,SQL Server,SharePoint
2017,,,,
2017,Java,,,
2017,C; C++; Python,,,Linux Desktop; Arduino; Raspberry Pi; WordPress
2017,,,,
2017,Assembly; Python,Node.js,MongoDB; MySQL; SQLite,Linux Desktop; Mac OS
2017,C++; PHP; Python; SQL,,MySQL,Windows Desktop; Linux Desktop
2017,Python; SQL,Hadoop; Spark,MySQL; Oracle,Salesforce; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL,Windows Desktop
2017,,,,
2017,C; Python,,MySQL,Raspberry Pi
2017,JavaScript; PHP; SQL; TypeScript,Node.js,MySQL,
2017,,,,
2017,,,,
2017,C#,,MongoDB; SQL Server,Windows Desktop
2017,C#; JavaScript; SQL; TypeScript,Xamarin; .NET Core,,Android; iOS; Microsoft Azure
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,
2017,Java; JavaScript; PHP; SQL,,Redis; MySQL,
2017,Go; Objective-C; Swift,,,iOS
2017,C#; SQL; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,C#; JavaScript; SQL; TypeScript,,Oracle,
2017,,,,
2017,JavaScript; PHP; SQL,Node.js,MongoDB; MySQL,Android; WordPress
2017,,,,
2017,,,,
2017,C; C++; JavaScript; PHP,Node.js; React; Firebase,MongoDB,Android; Windows Desktop; Mac OS
2017,C#; JavaScript; SQL,Node.js; .NET Core,MongoDB; MySQL; Oracle,Windows Desktop
2017,C; C++; C#; CoffeeScript; F#; Java; JavaScript; Objective-C; Perl; PHP; Python; Ruby; Scala; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6,AngularJS; Node.js; React; Cordova; Xamarin; Firebase; .NET Core,MongoDB; Redis; SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; iOS; Windows Phone; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi; SharePoint; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,,,,
2017,C; C++; Java; JavaScript; Python; SQL,,SQLite,Windows Desktop; Linux Desktop
2017,C#; SQL,,SQL Server; Oracle,
2017,JavaScript; PHP,AngularJS; React,MySQL,Android
2017,,,,
2017,C#; JavaScript; SQL,,SQL Server,Windows Desktop; Microsoft Azure
2017,C#; SQL,,SQL Server; Oracle; SQLite,
2017,,,,
2017,C; C++; Java; JavaScript; Python; SQL,,Redis; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; F#; JavaScript; SQL; VB.NET,,SQL Server,
2017,Java,,MySQL,Mac OS
2017,C++; Python,,,Linux Desktop
2017,JavaScript; Python; TypeScript,AngularJS; Node.js; Firebase,MongoDB; MySQL; SQLite,Linux Desktop
2017,C#; JavaScript; SQL,.NET Core,SQL Server; Oracle,Windows Desktop
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,.NET Core,Redis; SQL Server,Windows Desktop; Microsoft Azure
2017,Java; JavaScript; SQL; TypeScript,AngularJS; Node.js,MongoDB; PostgreSQL,
2017,,,,
2017,,,,
2017,Java; JavaScript; Python,React,,Android; Windows Desktop; Linux Desktop
2017,,,,
2017,Java; JavaScript,Firebase,,
2017,Groovy; Java,,Cassandra,Windows Desktop; Linux Desktop
2017,C; C++; C#; Java; Lua; SQL,.NET Core,SQL Server; Oracle,Windows Desktop; Arduino
2017,JavaScript; Python,AngularJS,MongoDB; PostgreSQL; SQLite,
2017,C++; SQL,,Oracle,Windows Desktop
2017,Objective-C; Swift,,SQLite,iOS; Mac OS
2017,C,,SQL Server,Windows Desktop; Arduino
2017,C; C++; C#; SQL,,SQL Server,Windows Desktop; Linux Desktop
2017,,,,
2017,,,,
2017,Matlab; Python,,,Linux Desktop
2017,,,,
2017,C; C++; C#; Java; JavaScript; Objective-C; Python; SQL,,MySQL; Oracle; SQLite,Windows Desktop; Linux Desktop; Raspberry Pi
2017,,,,
2017,,,,
2017,Python,,,Windows Desktop; Linux Desktop; Raspberry Pi
2017,Assembly; C++; Java,,,Android; Raspberry Pi; Amazon Web Services (AWS)
2017,,,,
2017,Java; SQL,AngularJS,SQL Server; MySQL; Oracle,Windows Desktop; Linux Desktop
2017,,,,
2017,C#; Java; JavaScript; Perl; Python; SQL,,MySQL,
2017,,,,
2017,Groovy; Haskell; PHP,Node.js,Redis; MySQL; Oracle,
2017,C++; Python,,,Windows Desktop; Linux Desktop; Mac OS
2017,C#,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,JavaScript; PHP; SQL,,MySQL,WordPress; Amazon Web Services (AWS)
2017,C#,AngularJS,MongoDB; SQL Server; PostgreSQL,Windows Desktop; Microsoft Azure
2017,Go; JavaScript; Python,,PostgreSQL,
2017,Java; JavaScript; SQL; TypeScript,AngularJS; Node.js,SQL Server,Windows Desktop
2017,C++; C#; PHP; SQL,Xamarin,SQL Server; SQLite,Android; Windows Phone; Windows Desktop
2017,C; Java; Python; Scala; SQL; VBA,Hadoop,SQL Server; MySQL; PostgreSQL,Windows Desktop; Linux Desktop
2017,Assembly; C; C#; Smalltalk,.NET Core,,Windows Desktop; Linux Desktop; Raspberry Pi
2017,,,,
2017,Objective-C,,,iOS; WordPress
2017,C#; Java; JavaScript; SQL; Swift; TypeScript,Node.js; .NET Core,MongoDB; SQL Server; MySQL,Android; iOS; Windows Desktop; Linux Desktop
2017,,,,
2017,JavaScript; Python; Ruby; SQL,,Redis; PostgreSQL; SQLite,Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,,,,
2017,C#; F#; Java; JavaScript; Ruby; SQL,.NET Core,SQL Server,
2017,,,,
2017,C#; JavaScript; SQL,AngularJS; .NET Core,SQL Server,SharePoint
2017,Java; JavaScript,Node.js,PostgreSQL,Arduino
2017,JavaScript; PHP; SQL,,MySQL; PostgreSQL,WordPress; Amazon Web Services (AWS)
2017,Groovy; Java; JavaScript; SQL,AngularJS,MySQL; Oracle,
2017,C; Matlab; Python,,SQLite,Linux Desktop; Arduino; Raspberry Pi
2017,PHP,,MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,Java,AngularJS; Cordova,MySQL; PostgreSQL; Oracle,
2017,,,,
2017,JavaScript; Python,,Redis; SQL Server; PostgreSQL; SQLite,Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,,SQL Server,Microsoft Azure
2017,C#; JavaScript,,SQL Server,WordPress; Microsoft Azure
2017,Java; JavaScript; TypeScript,AngularJS; Node.js,PostgreSQL,
2017,JavaScript; PHP,,MySQL; PostgreSQL,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Clojure; Java; JavaScript,AngularJS,SQL Server; Oracle,Android
2017,,,,
2017,C; Python,,,Linux Desktop
2017,JavaScript; PHP; SQL; TypeScript,AngularJS,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Java; PHP; SQL,,,Arduino
2017,C++; C#,,,
2017,JavaScript; PHP; SQL,Node.js; React,Cassandra; MongoDB; Redis; MySQL,Android; WordPress
2017,C#; JavaScript; SQL,.NET Core,SQL Server; MySQL; SQLite,Windows Desktop; Raspberry Pi
2017,C#; JavaScript; SQL,,SQL Server,
2017,,,,
2017,,,,
2017,Java; JavaScript; VB.NET,.NET Core,Oracle,
2017,C#; F#; JavaScript; SQL,,SQL Server,SharePoint
2017,,,,
2017,C#; JavaScript,Node.js,Redis; SQL Server; MySQL,Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,.NET Core,SQL Server; MySQL; Oracle,Windows Desktop
2017,JavaScript; PHP,AngularJS; Node.js; Cordova; Xamarin,MySQL; PostgreSQL,Android; iOS; Linux Desktop; Mac OS
2017,C#; SQL; VB.NET,,SQL Server,Windows Desktop
2017,Java,,MongoDB; SQL Server; MySQL,
2017,C#; CoffeeScript; Java; JavaScript; SQL; TypeScript,AngularJS,SQL Server,Windows Desktop; Amazon Web Services (AWS)
2017,Matlab; Python,,,
2017,C++; C#; Go; JavaScript,React; .NET Core,SQL Server,Linux Desktop; Amazon Web Services (AWS)
2017,CoffeeScript; Groovy; Java; JavaScript; Python; Ruby; SQL; TypeScript,AngularJS; Node.js,MongoDB; PostgreSQL; SQLite,
2017,C#; JavaScript; SQL; TypeScript; VB.NET,.NET Core,SQL Server; MySQL,Windows Desktop
2017,,,,
2017,,,,
2017,CoffeeScript; JavaScript; Ruby; VBA,AngularJS; Node.js,MongoDB; Redis; MySQL; PostgreSQL; SQLite,Android; Linux Desktop; Amazon Web Services (AWS)
2017,C; JavaScript; Python,,PostgreSQL; SQLite,Android
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL,.NET Core,SQL Server; MySQL; Oracle,Windows Desktop
2017,,,,
2017,C#; JavaScript; Lua; PHP; Python; SQL,Node.js; Cordova; Xamarin; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Phone; Linux Desktop; Mac OS; Raspberry Pi; SharePoint; WordPress
2017,C#; JavaScript; SQL,AngularJS; Node.js; Spark; .NET Core,MongoDB; SQL Server,
2017,C#; Java; JavaScript; SQL,AngularJS; React; .NET Core,SQL Server; Oracle,Linux Desktop; Microsoft Azure
2017,C; C++; JavaScript; Python,,,Linux Desktop
2017,Java; JavaScript; PHP,,,Android
2017,C; C++; Perl; SQL,,,Windows Desktop; Linux Desktop
2017,,,,
2017,,,,
2017,JavaScript; TypeScript,AngularJS,,Arduino
2017,Java; Objective-C; Swift,,SQLite,Android; iOS; Mac OS
2017,C#; JavaScript; SQL; VB.NET,,SQL Server,Microsoft Azure
2017,C++; Java; Python,,PostgreSQL; SQLite,Android; Linux Desktop; Raspberry Pi
2017,C#; SQL,,SQL Server,Windows Desktop
2017,C#; F#; Haskell; Java; JavaScript; Ruby,,MongoDB; SQL Server,Windows Desktop
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL; TypeScript; VBA; Visual Basic 6,AngularJS; Node.js; Cordova; Xamarin; .NET Core,Cassandra; SQL Server; MySQL; Oracle,Android; iOS; Windows Desktop; Linux Desktop; Raspberry Pi; Microsoft Azure
2017,C#; JavaScript; SQL,Node.js; Xamarin; .NET Core,SQL Server; SQLite,iOS; Microsoft Azure
2017,,,,
2017,JavaScript; PHP; SQL,,Redis; MySQL; SQLite,Android; Linux Desktop; Raspberry Pi; WordPress
2017,Java; JavaScript,Node.js,MySQL,Android; Salesforce
2017,Java,,MySQL; SQLite,Android
2017,Haskell; JavaScript; TypeScript,AngularJS; Node.js; React,MongoDB,Android; Linux Desktop
2017,JavaScript; SQL,AngularJS; Cordova; Firebase,MySQL; SQLite,Android; iOS
2017,,,,
2017,,,,
2017,C#; Java; JavaScript; Scala,Node.js; React; .NET Core,MongoDB; SQL Server,Microsoft Azure
2017,Erlang; Python; TypeScript,React,PostgreSQL,Linux Desktop; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; SQL,,MySQL,Android; Windows Desktop
2017,JavaScript; PHP,,Redis; MySQL,Linux Desktop
2017,,,,
2017,,,,
2017,Java; JavaScript; SQL,Node.js; React,MySQL; PostgreSQL; Oracle,
2017,Groovy; Java; JavaScript; Python; Scala; SQL,Hadoop,SQL Server; PostgreSQL; Oracle,Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL,,Redis; MySQL; PostgreSQL,Linux Desktop
2017,C#; JavaScript; SQL; VB.NET,AngularJS; Node.js; .NET Core,SQL Server,
2017,C#; PHP; SQL,,SQL Server; MySQL,Arduino; Raspberry Pi; Microsoft Azure
2017,C#; Java; JavaScript,React; Xamarin; Firebase,SQL Server; MySQL; Oracle; SQLite,Android; Windows Desktop; Mac OS
2017,C#; JavaScript; SQL,.NET Core,SQL Server,
2017,,,,
2017,C#; JavaScript; PHP; SQL; TypeScript,AngularJS; Node.js; React; .NET Core,MongoDB; SQL Server; MySQL; SQLite,Android; WordPress
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server; Oracle,Windows Desktop; Microsoft Azure
2017,C; JavaScript; Lua,Node.js; Cordova,PostgreSQL,Android; Arduino
2017,JavaScript; PHP; Python; SQL,,MySQL; SQLite,Linux Desktop
2017,C; Java; JavaScript; PHP; SQL,,MySQL; SQLite,Android
2017,,,,
2017,C#; Elixir; F#,.NET Core,Redis; SQL Server; PostgreSQL,Mac OS; Microsoft Azure
2017,PHP; Python,AngularJS; Cordova,MySQL; PostgreSQL,WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; JavaScript; Python,,,Android; Windows Phone; Windows Desktop; Microsoft Azure
2017,Groovy; Java,,PostgreSQL,Amazon Web Services (AWS)
2017,,,,
2017,C#; F#; Python; SQL,AngularJS; Hadoop; Spark,Redis; MySQL,Android; Microsoft Azure
2017,F#; JavaScript,,SQL Server,Microsoft Azure
2017,C#; JavaScript,,SQL Server,Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,F#; JavaScript,AngularJS,,Microsoft Azure
2017,C#; JavaScript; SQL,AngularJS,SQL Server; MySQL; Oracle; SQLite,Windows Desktop; Amazon Web Services (AWS)
2017,C#; JavaScript,AngularJS; Node.js,MongoDB,Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js,SQL Server; MySQL,Windows Desktop; Linux Desktop
2017,C#; JavaScript; SQL; VB.NET,AngularJS,SQL Server,
2017,,,,
2017,JavaScript; PHP,,MySQL,
2017,Java; JavaScript; TypeScript,AngularJS; Node.js,MongoDB; SQL Server; MySQL,Android; iOS; Windows Desktop; Mac OS
2017,SQL,,Oracle,
2017,,,,
2017,C#; JavaScript; SQL,AngularJS,SQL Server,Mainframe
2017,C#; JavaScript; PHP; Python; SQL,,MySQL,Android
2017,C++; C#; Python,.NET Core,SQLite,Windows Desktop
2017,,,,
2017,,,,
2017,C#,,Redis; SQL Server,Windows Desktop; Microsoft Azure
2017,JavaScript; PHP,,SQL Server,
2017,,,MySQL,Windows Desktop
2017,C#; SQL,Xamarin,SQL Server; MySQL; Oracle; SQLite,
2017,C#; JavaScript; SQL; TypeScript; VB.NET,,SQL Server,Microsoft Azure
2017,C; JavaScript,AngularJS; Node.js; .NET Core,MongoDB; MySQL,Windows Desktop
2017,C; Java; Ruby; SQL,,MySQL; PostgreSQL,
2017,C#; SQL,Xamarin; .NET Core,SQL Server; Oracle; SQLite,iOS; Windows Desktop
2017,Java; PHP; SQL,,MySQL; Oracle,WordPress
2017,JavaScript,,,
2017,C; C++; Java; JavaScript; PHP; SQL,,,WordPress
2017,C#; JavaScript; PHP; SQL,Cordova,SQL Server; MySQL,WordPress; Amazon Web Services (AWS)
2017,Objective-C; Swift,,,
2017,JavaScript; Objective-C; PHP,Node.js,MongoDB; Redis; MySQL,iOS; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Windows Desktop; Mac OS
2017,Objective-C; Swift,,SQL Server; SQLite,iOS
2017,Java; JavaScript,,SQL Server,Windows Desktop
2017,,,,
2017,,,,
2017,C#,,,Windows Desktop
2017,C#; JavaScript,.NET Core,MySQL,Windows Desktop
2017,Java; JavaScript; PHP,,Redis; MySQL,WordPress; Amazon Web Services (AWS)
2017,C#; F#; JavaScript; SQL,AngularJS; Node.js; .NET Core,SQL Server; MySQL,Windows Desktop; Serverless; Microsoft Azure
2017,C#; JavaScript; TypeScript,AngularJS,SQL Server,
2017,,,,
2017,,,,
2017,,,,
2017,Java; SQL,,SQLite,Android
2017,C#; JavaScript; TypeScript,Node.js; .NET Core,MongoDB; Redis; SQL Server,Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,C; Java,,,
2017,C#; JavaScript; SQL; Swift,React,SQL Server; MySQL,iOS; Windows Desktop; SharePoint
2017,,,,
2017,Java; JavaScript; SQL; VB.NET,Node.js; React; Cordova; .NET Core,MySQL; SQLite,Android; Mac OS
2017,,,,
2017,C++; SQL,,SQLite,Android; Windows Desktop; Linux Desktop
2017,C++; Matlab,,,Windows Desktop; Linux Desktop
2017,,,,
2017,JavaScript; Python,AngularJS; Cordova,SQLite,Android; Windows Desktop
2017,C#; JavaScript; SQL,,SQL Server,
2017,C#; JavaScript; PHP; Python; SQL; TypeScript,Node.js,SQL Server; MySQL,Amazon Web Services (AWS)
2017,C++; Dart; Go; Python,,Redis; PostgreSQL; SQLite,Linux Desktop; Raspberry Pi
2017,C; C++; C#; JavaScript; Perl; PHP; SQL,React,SQL Server; MySQL; PostgreSQL; SQLite,
2017,,,,
2017,C++; C#; F#; Go; Java; JavaScript,,Redis; SQL Server; MySQL,Windows Desktop; Linux Desktop
2017,C; C++; C#; Groovy; Java,React,SQLite,Android
2017,,,,
2017,C#; SQL,,SQL Server,Windows Desktop
2017,C++,,,Linux Desktop
2017,C#; SQL,,SQL Server,
2017,,,,
2017,C#; VB.NET,,SQL Server,Microsoft Azure
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,Java; SQL,,Oracle,Android; Windows Desktop
2017,,,,
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL,AngularJS; Node.js; Cordova,Redis; SQL Server; SQLite,Android; iOS; SharePoint; Microsoft Azure
2017,Ruby,,PostgreSQL,
2017,,,,
2017,,,,
2017,Java; JavaScript,AngularJS,PostgreSQL,Android
2017,,,,
2017,Python,,MySQL,Linux Desktop
2017,C; Matlab; R; Smalltalk; SQL,,,Arduino
2017,,,,
2017,JavaScript,React,,
2017,Elixir; Erlang; Go; Java; JavaScript; Ruby; Rust,AngularJS; Node.js,PostgreSQL; SQLite,Linux Desktop; Raspberry Pi; Amazon Web Services (AWS)
2017,C++; C#; Java; JavaScript; PHP; SQL; VB.NET,Node.js; .NET Core,SQL Server; Oracle,Android; Windows Desktop; WordPress
2017,C#; JavaScript; SQL; TypeScript,AngularJS,,
2017,C#; JavaScript; TypeScript,AngularJS; Node.js; Cordova,MongoDB; SQL Server,Android; Microsoft Azure
2017,C; C++; C#; F#; Go; Java; Python; SQL; Swift,Node.js; .NET Core,SQL Server,Mac OS
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; WordPress
2017,C#; JavaScript,React,SQL Server,Microsoft Azure
2017,C#; JavaScript; SQL,AngularJS,SQL Server; Oracle,
2017,C#; Java; JavaScript; SQL; TypeScript,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; MySQL,Windows Desktop; Microsoft Azure
2017,,,,
2017,PHP; Python; Scala; SQL; TypeScript,Spark,Redis; PostgreSQL,
2017,Assembly; C; Erlang; Go; Groovy; Java; JavaScript; Lua; Perl; PHP; Python; Ruby; Rust; SQL,AngularJS; React; Cordova,Cassandra; Redis; MySQL; PostgreSQL; SQLite,Android; iOS; Amazon Web Services (AWS)
2017,,,,
2017,,,,
2017,JavaScript,React; .NET Core,,
2017,,,,
2017,C; JavaScript; Python; Ruby,,,Arduino
2017,C; C++; C#; JavaScript; Lua; Objective-C,.NET Core,,Windows Desktop; Mac OS
2017,,,,
2017,C#; Java,.NET Core,,Windows Desktop; Linux Desktop
2017,C#; JavaScript; SQL,,Redis; SQL Server; Oracle,Windows Desktop
2017,C#; SQL; Visual Basic 6,.NET Core,SQL Server; Oracle; SQLite,Windows Desktop
2017,C#; Java; JavaScript; PHP; SQL; Visual Basic 6,Cordova; .NET Core,SQL Server; MySQL; SQLite,Windows Desktop; Raspberry Pi
2017,C++; C#; Java; JavaScript; R; TypeScript,AngularJS; Node.js; .NET Core,SQL Server; MySQL; SQLite,Windows Desktop; Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,Java; JavaScript; PHP; Python; SQL,,PostgreSQL,Android; Amazon Web Services (AWS)
2017,C#; JavaScript; VB.NET,Node.js; .NET Core,SQL Server,Microsoft Azure
2017,Java; PHP; SQL,AngularJS; Cordova,SQL Server; MySQL,Android; iOS
2017,,,,
2017,,,,
2017,Java; Scala,,Oracle,
2017,,,,
2017,C#; JavaScript,Xamarin; .NET Core,Redis; SQL Server,Microsoft Azure
2017,JavaScript; Python,AngularJS; Node.js,Redis; MySQL; PostgreSQL; SQLite,Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C; Java; R,,MySQL,Linux Desktop; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server; Oracle,Microsoft Azure
2017,C#,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,C#; JavaScript; TypeScript,AngularJS; .NET Core,SQL Server,
2017,C#; JavaScript; SQL; TypeScript,Node.js; .NET Core,Redis; SQL Server; PostgreSQL,Amazon Web Services (AWS); Microsoft Azure
2017,C#; JavaScript; SQL; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,C#; JavaScript; SQL,,SQL Server,
2017,,,,
2017,,,,
2017,,,,
2017,JavaScript; PHP,,MySQL,
2017,JavaScript; Swift,,,iOS
2017,JavaScript; PHP,,MySQL; PostgreSQL; SQLite,Linux Desktop; Amazon Web Services (AWS)
2017,,,,
2017,JavaScript; SQL; VB.NET,AngularJS,SQL Server,Microsoft Azure
2017,C#; Go; JavaScript; SQL; TypeScript; VB.NET,AngularJS; Node.js; .NET Core,MongoDB; SQL Server; MySQL,Windows Phone; Windows Desktop; Linux Desktop; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,,,,
2017,JavaScript; PHP,,,
2017,C++,,,Windows Desktop; Linux Desktop
2017,,,,
2017,C#; JavaScript; SQL,Node.js; React,SQL Server,SharePoint; Microsoft Azure
2017,,,,
2017,C; C++; Java; Python,,MySQL,Android; Mainframe
2017,Python; SQL,Hadoop; Spark,MongoDB; PostgreSQL,Amazon Web Services (AWS)
2017,,,,
2017,C++; Objective-C; Python,,PostgreSQL; SQLite,Android; iOS; Amazon Web Services (AWS)
2017,Assembly; C; C++; C#; Erlang; JavaScript; Objective-C; Python; Ruby; Swift,.NET Core,,Android; iOS; Mac OS; Arduino; WordPress
2017,C#; JavaScript; SQL,AngularJS,SQL Server,Windows Desktop; Microsoft Azure
2017,JavaScript; Objective-C; PHP; SQL; Swift; TypeScript,AngularJS; Node.js,MySQL,iOS; Amazon Web Services (AWS)
2017,,,,
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,
2017,,,,
2017,C; Python,,,
2017,C#; Visual Basic 6,,,
2017,C#; SQL; VB.NET,Xamarin,SQL Server; SQLite,Android; iOS
2017,C#; SQL; VB.NET,,SQL Server,WordPress; Microsoft Azure
2017,C#; JavaScript; Objective-C; Swift,Node.js,Redis,iOS
2017,JavaScript; Python; Ruby; SQL,,MongoDB; Redis; MySQL; PostgreSQL,Linux Desktop; Raspberry Pi; Amazon Web Services (AWS)
2017,C++; C#; Java; Objective-C,,MySQL,Android; iOS; Windows Phone; Windows Desktop
2017,C#; JavaScript; SQL,AngularJS,SQL Server,
2017,Java; JavaScript; Ruby,AngularJS; Node.js,MongoDB; MySQL,Windows Desktop; Linux Desktop; WordPress
2017,C; C++; C#; SQL,,,Mainframe
2017,C#; JavaScript; SQL; TypeScript,AngularJS,SQL Server,
2017,,,,
2017,,,,
2017,,,,
2017,C#; Java; JavaScript; Objective-C; PHP; SQL,AngularJS; Cordova; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; Amazon Web Services (AWS)
2017,C,,MySQL,Android; Arduino; Amazon Web Services (AWS)
2017,C#; SQL,.NET Core,SQL Server,Windows Desktop
2017,PHP,,,Linux Desktop
2017,C#; JavaScript; SQL; VB.NET,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; MySQL; Oracle; SQLite,Windows Desktop
2017,C#; JavaScript; Python; SQL; TypeScript,AngularJS; Node.js; React,MongoDB; SQL Server; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; React; Cordova; .NET Core,MongoDB; SQL Server; SQLite,Android; iOS; Windows Phone; Windows Desktop; Mac OS
2017,SQL; VB.NET,,SQL Server,Windows Desktop
2017,C; C++; C#; CoffeeScript; Java; JavaScript; Lua; Objective-C; Perl; PHP; Python; Ruby; Swift; TypeScript,AngularJS; Node.js; React; Cordova; Xamarin,MongoDB; MySQL; SQLite,Android; iOS; Windows Phone; Windows Desktop; Mac OS; Arduino; Raspberry Pi
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL; TypeScript; VBA,,SQL Server,Microsoft Azure
2017,Java; JavaScript; SQL,AngularJS; Node.js,MySQL; Oracle,Android
2017,,,,
2017,JavaScript; Objective-C; Swift,,,iOS
2017,,,,
2017,,,,
2017,Assembly; C; C++; C#; Matlab; Perl; R; VB.NET,Node.js,MongoDB; SQLite,Linux Desktop; Arduino
2017,Groovy; Java; JavaScript; SQL; TypeScript,AngularJS; Node.js,MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,,,,
2017,C; C++; Objective-C; Swift,Firebase,,iOS; Mac OS
2017,Assembly; C; Java; JavaScript; Matlab; Objective-C; PHP; Python; SQL,,MySQL,Android; iOS; Amazon Web Services (AWS)
2017,Java; JavaScript; Python; SQL,,MySQL; Oracle,Linux Desktop
2017,,,,
2017,JavaScript; PHP,Node.js,MongoDB; MySQL,WordPress
2017,,,,
2017,,,,
2017,C#; JavaScript; Matlab; SQL,AngularJS; Node.js,SQL Server,Windows Desktop
2017,,,,
2017,,,,
2017,,,,
2017,C#; JavaScript; SQL; VB.NET,AngularJS; Node.js; React,SQL Server,Windows Desktop; Microsoft Azure
2017,Python; SQL,,MySQL,Linux Desktop
2017,,,,
2017,C#; PHP; SQL,AngularJS; .NET Core,MongoDB; SQL Server,Android; iOS; Mac OS; Arduino; Raspberry Pi; Microsoft Azure
2017,,,,
2017,C#; JavaScript; SQL,AngularJS,SQL Server,
2017,,,,
2017,Java,,,Windows Desktop; Mac OS
2017,,,,
2017,JavaScript; Objective-C; Swift,Node.js; Firebase,MongoDB; MySQL; PostgreSQL; SQLite,iOS; Mac OS
2017,,,,
2017,C#; JavaScript; SQL; VB.NET,.NET Core,SQL Server,
2017,,,,
2017,,,,
2017,Assembly; C; Java; JavaScript; Perl; PHP; SQL,Hadoop,SQL Server; MySQL; Oracle,Android; Linux Desktop
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; React; Cordova; .NET Core,MongoDB; SQL Server,
2017,JavaScript; PHP,,,WordPress
2017,C,,,Mainframe
2017,C#; SQL,,SQL Server,Windows Desktop; Arduino; Raspberry Pi
2017,C++; Java; JavaScript; Ruby; SQL,AngularJS,MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,JavaScript; PHP; Smalltalk,,MySQL,Linux Desktop
2017,C++; Dart; Go; JavaScript; Python; SQL,,Redis; PostgreSQL,Android; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; JavaScript,AngularJS; Cordova; .NET Core,SQL Server,Microsoft Azure
