Year,HaveWorkedLanguage,HaveWorkedFramework,HaveWorkedDatabase,HaveWorkedPlatform
2017,F#; JavaScript; PHP; Python; Ruby; SQL; TypeScript,AngularJS; Node.js; Cordova,MongoDB; Redis; MySQL; PostgreSQL; SQLite,Android; iOS; Windows Desktop; Mac OS; WordPress; Microsoft Azure
2017,C#; JavaScript; SQL,Xamarin; .NET Core,SQL Server,Android; iOS
2017,JavaScript; PHP; Python,AngularJS,MySQL; PostgreSQL,WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,C++; Java; JavaScript,AngularJS; Node.js; Cordova,SQL Server; MySQL; Oracle,Windows Desktop; Linux Desktop
2017,JavaScript; Python; TypeScript; Visual Basic 6,Node.js; React,MongoDB,Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi
2017,C++; C#; Python; SQL,.NET Core,SQL Server; SQLite,Windows Desktop
2017,C#; CoffeeScript; Java; JavaScript; Ruby; Swift,React; Firebase; .NET Core,PostgreSQL; SQLite,Android; iOS; Windows Desktop; Arduino
2017,C; JavaScript,Node.js,MongoDB,Android; Windows Desktop
2017,C#; JavaScript; SQL; VBA,.NET Core,SQL Server,Windows Desktop; SharePoint; Amazon Web Services (AWS)
2017,Assembly; C; C#; Common Lisp; Java; JavaScript; PHP; SQL,Cordova; .NET Core,SQL Server; MySQL,Windows Desktop
2017,JavaScript; TypeScript,Node.js,MongoDB,Linux Desktop; Amazon Web Services (AWS)
2017,Assembly; C#; JavaScript; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,JavaScript; PHP; SQL,Node.js,Redis; MySQL,Linux Desktop; WordPress
2017,JavaScript; Python; SQL,AngularJS; Node.js; React,MongoDB; PostgreSQL,Linux Desktop; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; SQL; TypeScript,AngularJS,MongoDB; SQL Server; Oracle,Windows Desktop; SharePoint; WordPress
2017,JavaScript; SQL,Node.js,MySQL,Linux Desktop; Raspberry Pi
2017,C#; Java; JavaScript; Perl; PHP; Python; SQL,.NET Core,MySQL; PostgreSQL; Oracle,Linux Desktop; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP,Node.js,MySQL,Windows Desktop
2017,JavaScript; PHP,AngularJS; Node.js,MongoDB; MySQL; SQLite,Android; iOS; WordPress
2017,JavaScript; PHP,Cordova,MySQL; SQLite,iOS; Mac OS
2017,JavaScript; PHP; TypeScript,Node.js,MySQL; SQLite,WordPress
2017,Smalltalk,.NET Core,SQL Server; MySQL; SQLite,SharePoint; Microsoft Azure
2017,Assembly; C; C++; C#; F#; JavaScript; Python; Ruby; Rust,Node.js; Xamarin,MongoDB,Windows Desktop; Linux Desktop
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; SharePoint
2017,Java; JavaScript,Node.js; React; Cordova,MongoDB,Android; iOS; Amazon Web Services (AWS)
2017,Go; JavaScript; PHP; Python; TypeScript,AngularJS; Node.js,MongoDB; Redis; MySQL,Amazon Web Services (AWS)
2017,C; C#; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js; .NET Core,MongoDB; MySQL; PostgreSQL,Windows Desktop; WordPress; Microsoft Azure
2017,C#; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; Microsoft Azure
2017,Assembly; C; C++; C#; Java; JavaScript; Python,Node.js; .NET Core,MySQL; SQLite,Android; Windows Desktop
2017,C#; Java; JavaScript; Julia; SQL,.NET Core,MySQL,Mac OS; Amazon Web Services (AWS)
2017,Java; JavaScript,AngularJS,MySQL,Linux Desktop
2017,C++; JavaScript; Python,Node.js,MySQL; PostgreSQL,Linux Desktop; WordPress; Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL,React,MySQL,Amazon Web Services (AWS)
2017,Go; JavaScript; Python; SQL,Node.js; React,Redis; MySQL; SQLite,Serverless
2017,JavaScript; Python,AngularJS,SQLite,Linux Desktop
2017,JavaScript; PHP; Python; SQL,AngularJS; Node.js; React,MongoDB; Redis; MySQL; PostgreSQL,Mac OS
2017,C++; C#; Matlab; SQL,Hadoop; Node.js; Xamarin; .NET Core,SQL Server; MySQL; SQLite,Windows Phone; Windows Desktop; Linux Desktop; WordPress
2017,C#; JavaScript; SQL,Node.js; .NET Core,SQL Server,Windows Phone; Windows Desktop
2017,C#; Groovy; JavaScript,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,C#; Python; Rust,.NET Core,MongoDB; Redis; SQL Server,Linux Desktop; Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL,AngularJS,MySQL,Windows Phone; Mac OS
2017,Assembly; C; C++; C#; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js,MongoDB; MySQL; Oracle; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS)
2017,C++; C#; Java; JavaScript; Matlab; SQL,AngularJS,MySQL,Windows Desktop
2017,C; C++; Java; JavaScript; PHP; Python; TypeScript,AngularJS; Node.js,MongoDB; MySQL; SQLite,Android
2017,Go; JavaScript; PHP; Python; SQL,Firebase,Redis; MySQL; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,Java; JavaScript,AngularJS,SQLite,Android
2017,C#; CoffeeScript; JavaScript; SQL; TypeScript,Node.js; Cordova; Xamarin; .NET Core,Redis; SQL Server; SQLite,Microsoft Azure
2017,C#; JavaScript,AngularJS,SQL Server,Windows Desktop
2017,Assembly; C++; Java; JavaScript; PHP; VB.NET; Visual Basic 6,AngularJS; Node.js,SQL Server; MySQL; Oracle,Android; Windows Desktop; WordPress
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; Cordova; Firebase,Redis; SQL Server,Microsoft Azure
2017,C#; Java; PHP,.NET Core,MongoDB; MySQL; SQLite,Android; Amazon Web Services (AWS)
2017,Java; Objective-C,Node.js,PostgreSQL; Oracle; SQLite,Android; iOS
2017,JavaScript; PHP; Python; SQL,Node.js,MySQL,Linux Desktop; Arduino; Raspberry Pi
2017,Assembly; C; C++; C#; Java; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop
2017,Java; Ruby; Scala; SQL,Hadoop,MySQL; SQLite,Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,JavaScript; SQL; Swift,Node.js,PostgreSQL,iOS; Arduino
2017,C#; Groovy; Java; JavaScript; Lua; Objective-C; PHP; Python; SQL; Swift,.NET Core,Redis; MySQL; PostgreSQL,Windows Desktop; Mac OS; Raspberry Pi; Salesforce; Amazon Web Services (AWS)
2017,Java; JavaScript; SQL,AngularJS; Node.js; Firebase,MongoDB; SQLite,Android; Linux Desktop; Amazon Web Services (AWS); Microsoft Azure
2017,C++; C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL; Oracle,Windows Desktop
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,Cassandra; Redis; SQL Server; MySQL,Windows Desktop; Amazon Web Services (AWS)
2017,C; C++; C#; Java,.NET Core,MySQL,Windows Desktop; Arduino
2017,C#; Java; JavaScript; SQL,.NET Core,SQL Server; MySQL; Oracle,Windows Desktop; Salesforce
2017,Go; JavaScript; Python; Ruby,AngularJS; Node.js,MongoDB; MySQL; PostgreSQL,Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,PHP,AngularJS,MongoDB; MySQL,Amazon Web Services (AWS)
2017,C#; JavaScript; SQL; TypeScript,AngularJS; React; Cordova; Xamarin,SQL Server; SQLite,Android; iOS; Windows Phone
2017,Go; JavaScript; PHP; SQL,AngularJS; Node.js,MongoDB; MySQL,Windows Phone; Linux Desktop; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; SQL; Visual Basic 6,AngularJS,SQL Server; MySQL,Android
2017,Matlab; Swift,Firebase,SQLite,iOS; Mac OS
2017,JavaScript; SQL,Node.js,MongoDB; MySQL,Serverless; Amazon Web Services (AWS)
2017,C#; Java; SQL,.NET Core,SQL Server,Microsoft Azure
2017,C#; TypeScript,.NET Core,SQL Server,Microsoft Azure
2017,Java; R; Scala,Spark,MongoDB,Windows Desktop; Linux Desktop; Amazon Web Services (AWS)
2017,JavaScript; PHP,Node.js,MongoDB; MySQL; SQLite,Amazon Web Services (AWS)
2017,C#; TypeScript,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,C#; Java; JavaScript,AngularJS; .NET Core,MySQL; Oracle,Android; Windows Desktop
2017,Haskell; JavaScript; Python,Node.js; React,Cassandra,Amazon Web Services (AWS)
2017,Java; JavaScript; Python; SQL,AngularJS; Cordova,Cassandra; SQL Server; MySQL,Android; Arduino; Raspberry Pi; WordPress
2017,C#; SQL,.NET Core,SQL Server,Windows Desktop
2017,C; JavaScript; SQL,Node.js; React,MySQL,Linux Desktop
2017,C#; JavaScript; Python; SQL,AngularJS; Hadoop,SQL Server; PostgreSQL; SQLite,Windows Desktop; Microsoft Azure
2017,C#; F#; Python; SQL; Swift,AngularJS,SQL Server,iOS
2017,Java; JavaScript,AngularJS; Node.js,MongoDB; Oracle,Amazon Web Services (AWS); Microsoft Azure
2017,JavaScript,Node.js; React,Redis,Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; SQL,Node.js,MySQL,Android
2017,Java; JavaScript; Matlab; Python; R; SQL,Hadoop,PostgreSQL,Android; Amazon Web Services (AWS)
2017,C#; Java; Objective-C; SQL; Swift; VB.NET,Xamarin,SQL Server,Android; iOS
2017,C++; Java; PHP; SQL,AngularJS; Node.js,MySQL,Android; Salesforce
2017,C#; JavaScript; SQL,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; Oracle,Windows Phone; Windows Desktop; Linux Desktop
2017,Elixir; JavaScript; PHP; SQL,Node.js,MySQL,Android; iOS; Windows Desktop; Amazon Web Services (AWS)
2017,C; C#; Go; Python; Ruby; SQL,.NET Core,MySQL,Linux Desktop; Amazon Web Services (AWS)
2017,JavaScript; PHP; Python; SQL,Node.js,MongoDB; MySQL; PostgreSQL,Raspberry Pi; WordPress
2017,C; Java; PHP; Python; SQL; Visual Basic 6,React,Redis; SQL Server; MySQL; SQLite,Android; Linux Desktop; Raspberry Pi; Amazon Web Services (AWS)
2017,JavaScript,AngularJS; Node.js; React,PostgreSQL; SQLite,Mainframe
2017,JavaScript; PHP; Python; Scala; SQL,AngularJS,MySQL,Amazon Web Services (AWS)
2017,C#; JavaScript,AngularJS,SQL Server,Windows Desktop; SharePoint
2017,JavaScript; PHP; SQL,Node.js,SQL Server; MySQL,Windows Desktop; Linux Desktop; Mac OS
2017,C#; JavaScript; Python; SQL; TypeScript,AngularJS,Redis; SQL Server; Oracle; SQLite,Windows Phone; Windows Desktop; Microsoft Azure
2017,C++; C#; JavaScript; Python,.NET Core,SQL Server,Arduino; Microsoft Azure
2017,Assembly; C#; JavaScript; SQL; VB.NET; Visual Basic 6,Xamarin; .NET Core,SQL Server,Windows Phone; Windows Desktop
2017,Python; SQL,AngularJS,MongoDB; SQL Server; MySQL; SQLite,Linux Desktop; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,JavaScript; Python,AngularJS,Redis; PostgreSQL,Serverless; Amazon Web Services (AWS)
2017,C; C++; Java; PHP; SQL,Node.js,MongoDB; Redis; MySQL,Mac OS
2017,C#; JavaScript,.NET Core,SQL Server,Windows Desktop; Mainframe
2017,C++; Java; JavaScript; PHP; Python; Rust; SQL; TypeScript,AngularJS,MySQL,Linux Desktop
2017,C; Java; SQL,Firebase,MySQL,Android
2017,C#; Java; JavaScript; SQL,AngularJS; Cordova,SQL Server; MySQL; PostgreSQL; SQLite,Android; Arduino
2017,JavaScript; PHP; SQL,AngularJS; Node.js,PostgreSQL,WordPress
2017,JavaScript; PHP; SQL,Node.js; React,MySQL,Mac OS; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; Python,Node.js,Cassandra; MongoDB; Redis,Windows Desktop; Linux Desktop; Mac OS; Microsoft Azure
2017,JavaScript; PHP; SQL; VB.NET; VBA,AngularJS; .NET Core,SQL Server; MySQL,Linux Desktop; Raspberry Pi
2017,Go; Groovy; Java; JavaScript; Scala,Node.js,MongoDB; Redis,Amazon Web Services (AWS)
2017,C++; C#,Xamarin,MySQL,Windows Desktop
2017,PHP,Node.js,MySQL,WordPress
2017,JavaScript; SQL,Node.js,SQL Server,Microsoft Azure
2017,C++; C#; Java; Objective-C; SQL; VBA,.NET Core,SQL Server; Oracle,Windows Desktop; Mac OS
2017,JavaScript; Ruby,React,Redis; PostgreSQL,Amazon Web Services (AWS)
2017,C++; Java; JavaScript; Perl; PHP; Python; SQL,Node.js,MySQL,Windows Desktop; WordPress
2017,C#; Java; JavaScript; Objective-C; PHP; SQL; TypeScript,AngularJS; .NET Core,SQL Server,iOS; Windows Desktop; Mac OS; SharePoint; Microsoft Azure
2017,C#; JavaScript; Python; SQL; VBA,AngularJS,SQL Server; PostgreSQL; SQLite,Android; Linux Desktop; WordPress
2017,CoffeeScript; Haskell; Java; JavaScript; Objective-C,AngularJS; Node.js; Firebase,MongoDB; SQL Server; MySQL,Android; iOS
2017,Java; Swift,Xamarin; Firebase,SQL Server; MySQL,Android; iOS; Mac OS; WordPress; Microsoft Azure
2017,Assembly; C; C#; Java; JavaScript; Matlab; Objective-C; PHP; Python; SQL,Node.js,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; Windows Desktop; Linux Desktop; WordPress
2017,Java; JavaScript; Matlab; PHP; Python; SQL; VBA; Visual Basic 6,AngularJS; Node.js; React,MongoDB; MySQL; PostgreSQL; Oracle; SQLite,Android; Windows Desktop; WordPress
2017,Assembly; C; C#; JavaScript; Python; SQL,React; .NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop; Mac OS
2017,C#; JavaScript,AngularJS,MySQL,Serverless
2017,C++; Java; JavaScript; PHP; Python; Scala; SQL,Node.js; Cordova,MySQL; PostgreSQL,Android; Windows Desktop; Linux Desktop; Mac OS; Arduino; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,JavaScript; PHP,AngularJS,MySQL; SQLite,Linux Desktop; WordPress
2017,Clojure,AngularJS; Node.js,Cassandra; Redis,Salesforce; Amazon Web Services (AWS)
2017,C#; Objective-C; Swift,.NET Core,SQL Server; MySQL,iOS; Amazon Web Services (AWS)
2017,JavaScript; Objective-C; Perl; Swift,Node.js,Redis; MySQL,Android; iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,AngularJS; .NET Core,SQL Server; MySQL,Microsoft Azure
2017,C; C++; C#; Python,.NET Core,PostgreSQL,Windows Desktop
2017,Java; JavaScript; PHP; Python; SQL,Node.js; React,MySQL; SQLite,Android; iOS; Salesforce
2017,C#; Java; JavaScript; PHP; SQL; TypeScript,AngularJS; .NET Core,MySQL,Android; Windows Desktop
2017,JavaScript; Ruby,Node.js; React,MySQL,Amazon Web Services (AWS)
2017,Go; JavaScript; PHP; SQL,AngularJS; Node.js; Cordova; Firebase,MongoDB; MySQL,Android; iOS; Mac OS
2017,Python; R; Ruby; Scala; SQL,React,Redis; MySQL; SQLite,Linux Desktop
2017,C++; C#; JavaScript; Objective-C; PHP; Python; SQL; Swift,Node.js; React; .NET Core,MongoDB; MySQL,Android; iOS; Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS)
2017,Java; JavaScript; Objective-C; Python; SQL; Swift,Cordova,MySQL; Oracle; SQLite,Android; iOS
2017,JavaScript,Node.js; Firebase,MongoDB,Linux Desktop; Raspberry Pi; Serverless
2017,C#,.NET Core,SQL Server; Oracle,Windows Desktop
2017,JavaScript; Python; TypeScript,Node.js; React; Firebase,MongoDB,Amazon Web Services (AWS)
2017,Java; JavaScript; SQL,AngularJS,MySQL,Windows Desktop
2017,C; Java; JavaScript; Julia; PHP; Python; SQL,Hadoop; Node.js,MongoDB; Redis; MySQL; SQLite,Linux Desktop; Amazon Web Services (AWS)
2017,C++; JavaScript; PHP; Python; Ruby; SQL,AngularJS; .NET Core,MongoDB; Redis; SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; Windows Desktop; Linux Desktop; Serverless
2017,Assembly; C++; C#; PHP; Python; Smalltalk; SQL,Firebase,SQL Server; MySQL; SQLite,Windows Desktop; Linux Desktop; WordPress
2017,C#; JavaScript; SQL,Xamarin; .NET Core,SQL Server,Windows Desktop
2017,JavaScript; PHP; SQL,React,MySQL,Android; iOS; Windows Desktop; Amazon Web Services (AWS)
2017,Assembly; C#; Java; JavaScript; SQL,Node.js; React; Firebase; .NET Core,MySQL,Android
2017,C#; Java,.NET Core,SQL Server,Windows Desktop
2017,Java; JavaScript; Python; Scala; SQL,Node.js; React; Spark,PostgreSQL,Amazon Web Services (AWS)
2017,C#; Java; JavaScript; SQL,AngularJS; Node.js,MongoDB; Redis; SQL Server; Oracle,Windows Desktop
2017,Smalltalk,Hadoop,SQL Server; MySQL; PostgreSQL; Oracle,Windows Desktop
2017,C; C++; CoffeeScript; JavaScript; PHP; Python; Scala; SQL; TypeScript,Node.js; React; Cordova,MongoDB; Redis; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; WordPress; Amazon Web Services (AWS)
2017,C++; JavaScript; Objective-C; Python; Swift,Node.js; React,PostgreSQL; SQLite,iOS; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js; Cordova,MongoDB; SQL Server; MySQL,Android; Windows Desktop; Mac OS; Arduino; Raspberry Pi
2017,C; CoffeeScript; Go; Java; JavaScript; Lua; Python; Scala; SQL,Spark,Redis; MySQL; SQLite,Linux Desktop; Amazon Web Services (AWS)
2017,Java; Python; SQL,Firebase,MongoDB; MySQL; PostgreSQL; SQLite,Android; Windows Phone
2017,Java; JavaScript; PHP; SQL; TypeScript,AngularJS,MongoDB; Redis; SQL Server; MySQL; Oracle; SQLite,Android; Windows Desktop; Linux Desktop; Raspberry Pi
2017,C; C++; C#; Java; JavaScript; Matlab; PHP; Python; Ruby; SQL; VB.NET; VBA; Visual Basic 6,AngularJS; .NET Core,SQL Server; MySQL,Android; iOS
2017,Java; JavaScript; PHP; SQL,AngularJS; Hadoop; Node.js,MongoDB; MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,Clojure; JavaScript; PHP; SQL,AngularJS; Cordova,MySQL,Android; Arduino; WordPress
2017,Java; JavaScript; Objective-C; PHP; SQL; Swift; TypeScript,AngularJS; Node.js; Cordova,MongoDB; Redis; SQL Server; MySQL,Android; iOS; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; Ruby; SQL; TypeScript; VBA,AngularJS,SQL Server,Windows Desktop; Microsoft Azure
2017,JavaScript; Ruby,AngularJS,Redis; PostgreSQL,Amazon Web Services (AWS)
2017,C; C++; C#; Java; JavaScript; Lua; Objective-C; Python; SQL; TypeScript,Node.js; .NET Core,SQLite,Android; Windows Desktop; Linux Desktop; Mac OS; WordPress
2017,C++; C#; Go; JavaScript; Python; SQL; TypeScript,AngularJS; Node.js; .NET Core,SQL Server; MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Microsoft Azure
2017,C#; JavaScript; Matlab; Python; VB.NET,.NET Core,SQLite,Windows Desktop; Raspberry Pi
2017,C#,.NET Core,SQL Server; Oracle,Linux Desktop
2017,JavaScript; PHP; SQL; TypeScript; VB.NET,AngularJS; Cordova,MySQL,Android; Windows Desktop; WordPress
2017,JavaScript; Python,Node.js,MongoDB,Amazon Web Services (AWS)
2017,C; C++; C#; Java; Python; Swift,.NET Core,MongoDB; MySQL; SQLite,iOS
2017,C; C#; Java; PHP; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop
2017,C++; C#; Common Lisp; Java; PHP; Python; SQL; VB.NET; Visual Basic 6,.NET Core,SQL Server; MySQL; SQLite,Android; Windows Desktop
2017,C; C++; Common Lisp; JavaScript,Node.js,MySQL; PostgreSQL; SQLite,Mac OS
2017,JavaScript; Ruby,Node.js,MongoDB; PostgreSQL,Linux Desktop; Raspberry Pi; WordPress
2017,JavaScript; PHP; Python; SQL,AngularJS; Node.js,MongoDB; Redis; MySQL,Linux Desktop; Mac OS; Raspberry Pi
2017,C#; JavaScript; SQL,Node.js; React,MongoDB; SQL Server,Raspberry Pi
2017,C; Java; JavaScript; Lua; Matlab; Perl; PHP; Python; Rust; TypeScript,AngularJS,MySQL,Raspberry Pi; WordPress
2017,JavaScript; PHP; SQL; TypeScript,AngularJS,MySQL,Mac OS; WordPress; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; Matlab; Python; Swift,Node.js,MongoDB,Mac OS; Raspberry Pi; WordPress
2017,C; C++; Go; JavaScript; Perl; Ruby,AngularJS,PostgreSQL,Windows Desktop; Linux Desktop
2017,C#; JavaScript; SQL,React; .NET Core,SQL Server,Microsoft Azure
2017,JavaScript; PHP,Node.js; React,MySQL; SQLite,WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP; SQL,AngularJS; Cordova; .NET Core,SQL Server; MySQL; SQLite,Android; iOS; SharePoint; WordPress; Amazon Web Services (AWS)
2017,Dart; Groovy; Java; JavaScript,React; Cordova,SQL Server,Mainframe
2017,Java; Scala; Swift; TypeScript,React,PostgreSQL,Android; iOS
2017,C#; Go; Java; JavaScript; SQL,Node.js; React,PostgreSQL,Android
2017,C++; JavaScript; Python,Node.js,Redis; PostgreSQL,Mac OS
2017,JavaScript,Node.js,MySQL,Amazon Web Services (AWS)
2017,Groovy; Java; JavaScript,AngularJS,MongoDB; Redis; MySQL; PostgreSQL,Android; Amazon Web Services (AWS)
2017,Assembly; C; C++; Java; JavaScript; Perl; Python; SQL,Node.js,MySQL; PostgreSQL; Oracle,Linux Desktop; Arduino; Raspberry Pi
2017,TypeScript,Node.js; Spark,MySQL,Raspberry Pi
2017,C; C++; C#; Java; JavaScript; Lua; Objective-C; PHP; Python,AngularJS; Node.js,MongoDB; MySQL; PostgreSQL; SQLite,Android; Windows Phone; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi
2017,C++; JavaScript; Python,AngularJS,MongoDB; SQLite,Android; Linux Desktop; Raspberry Pi
2017,JavaScript; PHP; Python; TypeScript,Node.js; React,Redis; MySQL; PostgreSQL; SQLite,Android; iOS; WordPress
2017,C#; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,.NET Core,SQL Server; MySQL; Oracle; SQLite,Windows Desktop
2017,Java; Python; SQL; Swift,Firebase,PostgreSQL; SQLite,Android; iOS; Raspberry Pi
2017,Java; JavaScript; Python,AngularJS; Node.js,MongoDB; MySQL,Amazon Web Services (AWS)
2017,C++; Go; JavaScript; Lua; Matlab; Objective-C; Python; Swift,AngularJS; Node.js,MongoDB; SQLite,iOS; Mac OS; Raspberry Pi; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP; SQL; VB.NET; VBA,Firebase,MongoDB; SQL Server; PostgreSQL; SQLite,Windows Desktop
2017,CoffeeScript; JavaScript; Ruby; SQL,Node.js; React,Redis; MySQL; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,JavaScript; PHP; TypeScript,AngularJS; Node.js,SQL Server,Windows Desktop; Microsoft Azure
2017,Java; JavaScript; PHP; VBA,AngularJS,MySQL,Android; Windows Desktop; Mainframe; Amazon Web Services (AWS)
2017,Java; JavaScript; PHP; Python; SQL; TypeScript,AngularJS; Node.js; React,Redis; PostgreSQL,Android; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,.NET Core,Redis; SQL Server,Windows Desktop; Microsoft Azure
2017,Common Lisp; Groovy; Java; JavaScript; Objective-C; PHP; Python; Ruby; Scala; SQL,Hadoop; Spark,MongoDB; MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,Erlang; F#; Go; Groovy; PHP; Smalltalk; VB.NET; VBA; Visual Basic 6,AngularJS; Hadoop; Node.js; React; Spark; Firebase,Cassandra; MongoDB; Redis; SQL Server; MySQL; PostgreSQL; Oracle,Android; iOS; Linux Desktop; Mac OS; Arduino; Serverless; Salesforce; SharePoint; WordPress; Amazon Web Services (AWS)
2017,Assembly; C#; JavaScript; PHP; Python; SQL,Xamarin; .NET Core,SQL Server; Oracle,Android; Windows Desktop; Linux Desktop; Raspberry Pi
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; SQLite,Android; iOS; Serverless; Salesforce; Microsoft Azure
2017,C; C++; Java; JavaScript; PHP; SQL,Node.js,MongoDB; MySQL; PostgreSQL; Oracle,Windows Desktop; Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS)
2017,Assembly; C; Java; JavaScript; Python,AngularJS,MongoDB; PostgreSQL; SQLite,Mac OS
2017,C#; JavaScript; Objective-C; Perl; PHP; Python; SQL,Node.js; Xamarin; .NET Core,MongoDB; Redis; SQL Server; MySQL; Oracle; SQLite,Android; iOS; Windows Phone; Windows Desktop; Mac OS; Arduino; Raspberry Pi; Serverless; Amazon Web Services (AWS); Microsoft Azure
2017,Java; JavaScript; TypeScript,AngularJS; Node.js,PostgreSQL,Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,JavaScript; Python; Scala; SQL,Node.js,MySQL,Amazon Web Services (AWS)
2017,C#; JavaScript; Objective-C; PHP; Swift,Node.js; Xamarin,SQL Server,Android; iOS; Microsoft Azure
2017,Assembly; C; C++; Java; Matlab; Objective-C; PHP; SQL,AngularJS,MySQL; SQLite,iOS; Mac OS; Arduino; Raspberry Pi
2017,C; C#; Java; JavaScript; SQL; Swift,AngularJS; .NET Core,MySQL; PostgreSQL,Android; iOS
2017,C#; JavaScript; R; SQL; VB.NET,AngularJS; .NET Core,SQL Server; MySQL; SQLite,Windows Desktop; Linux Desktop
2017,C++; C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,C; C++; Java; JavaScript; PHP; Python; Ruby; SQL; Visual Basic 6,AngularJS; Node.js; React; .NET Core,SQL Server; MySQL; Oracle,iOS; Linux Desktop; SharePoint; WordPress
2017,C++; C#; Java; Python,.NET Core,SQL Server,Windows Desktop
2017,JavaScript; PHP,AngularJS,MySQL,Windows Desktop
2017,JavaScript; Ruby,AngularJS; Node.js; React; Cordova,MongoDB; Redis; MySQL; PostgreSQL,iOS; Amazon Web Services (AWS)
2017,Java; JavaScript; PHP; Python; SQL; Swift,AngularJS; Node.js; React,MongoDB; MySQL; PostgreSQL; SQLite,Android; iOS; Mac OS; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure
2017,C#; JavaScript,AngularJS; Cordova; Xamarin,Cassandra; Redis; SQL Server; Oracle,Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,AngularJS,SQL Server,SharePoint
2017,C#; Java; JavaScript; PHP,.NET Core,MongoDB; MySQL,Linux Desktop; Arduino
2017,Java; JavaScript; PHP,Node.js; React,MongoDB; MySQL,Mac OS; Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL; TypeScript,AngularJS; Node.js; Firebase,MongoDB; Redis; MySQL,Amazon Web Services (AWS)
2017,C#; JavaScript; SQL; VB.NET,AngularJS; Node.js; Cordova; .NET Core,SQL Server,Microsoft Azure
2017,JavaScript; Ruby; SQL,AngularJS,Redis; MySQL; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,C; C++; Java; JavaScript; Objective-C; SQL; Swift,Firebase,MySQL; PostgreSQL; SQLite,Android; iOS
2017,C#; JavaScript; SQL,AngularJS; Xamarin; .NET Core,SQL Server; SQLite,Windows Desktop; SharePoint; Microsoft Azure
2017,C#; Java; JavaScript; SQL,.NET Core,SQL Server; SQLite,Android
