Year,HaveWorkedLanguage,HaveWorkedFramework,HaveWorkedDatabase,HaveWorkedPlatform
2017,JavaScript; Objective-C; PHP; Swift,Node.js; Cordova,MongoDB; Redis; MySQL,Android; iOS; Arduino; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,C; C#; Clojure; Go; Haskell; Java; JavaScript; Objective-C; Swift; TypeScript,AngularJS; Node.js,Cassandra; MySQL; PostgreSQL; Oracle; SQLite,Android; iOS; Mac OS
2017,C#; Java; PHP; SQL,Xamarin,SQL Server,Android; Amazon Web Services (AWS)
2017,C; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js; React; Firebase,MongoDB; MySQL; SQLite,Android; Arduino; Raspberry Pi; Serverless; Amazon Web Services (AWS)
2017,C#; JavaScript; Lua; PHP; SQL,.NET Core,SQL Server; MySQL,Android; WordPress
2017,C; C++; C#; Java; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,AngularJS; Hadoop; Node.js; .NET Core,Redis; MySQL,Windows Desktop; Linux Desktop; Raspberry Pi; WordPress
2017,JavaScript; PHP,Node.js,MySQL,Windows Desktop; Raspberry Pi
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,C#; JavaScript; SQL,AngularJS; .NET Core,SQL Server,Windows Desktop
2017,Erlang; SQL; VB.NET; VBA,.NET Core,SQL Server,SharePoint
2017,CoffeeScript; JavaScript; PHP; SQL,Node.js,MySQL,iOS; Windows Desktop; Mac OS
2017,C; C++; C#; Java; PHP; Python; Ruby; SQL,AngularJS; Node.js,SQL Server; MySQL,Android; Linux Desktop; Arduino; Raspberry Pi
2017,C#; Java; JavaScript; SQL; TypeScript,Node.js; React,SQL Server; MySQL; PostgreSQL; SQLite,Windows Desktop; Amazon Web Services (AWS); Microsoft Azure
2017,Assembly; C; C++; C#; Java; JavaScript; Lua; PHP; Python; SQL,.NET Core,SQL Server; MySQL; PostgreSQL; Oracle,Android; Windows Desktop; Arduino; Raspberry Pi
2017,C++; C#; CoffeeScript; Java; JavaScript; Matlab; SQL; TypeScript,AngularJS; Cordova; Firebase,SQL Server; SQLite,Android; Windows Phone; Windows Desktop
2017,C; C++; C#; Java; Perl,.NET Core,MongoDB,Windows Desktop; Linux Desktop
2017,CoffeeScript; JavaScript; Ruby; SQL,Node.js,MySQL; PostgreSQL; SQLite,WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; PHP; Ruby; SQL; TypeScript; VB.NET,AngularJS; Node.js; Cordova; Xamarin; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL,Windows Desktop; Raspberry Pi; Amazon Web Services (AWS)
2017,C; C++; C#; Groovy; Java; JavaScript; Lua,Node.js,MongoDB; SQL Server; MySQL; Oracle; SQLite,Windows Desktop; Linux Desktop
2017,C++; JavaScript,AngularJS; Node.js,MySQL,Mac OS
2017,Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js,MySQL; Oracle,Linux Desktop; Raspberry Pi
2017,C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL,Windows Desktop
2017,C#; JavaScript; SQL,AngularJS,SQL Server,Windows Desktop; Microsoft Azure
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop
2017,Java; JavaScript; PHP,AngularJS; Node.js; React,MongoDB; MySQL; SQLite,Android; Windows Desktop; Linux Desktop; Mac OS
2017,Assembly; C; C++; CoffeeScript; JavaScript; PHP; Python; SQL; VB.NET; VBA,AngularJS; .NET Core,PostgreSQL,Android; Windows Desktop; Linux Desktop
2017,Java; Objective-C; Swift,Firebase,SQLite,Android; iOS; Amazon Web Services (AWS)
2017,Java; JavaScript,AngularJS; Node.js,MySQL; Oracle,iOS; Windows Phone; Windows Desktop; Linux Desktop; Mac OS
2017,C++; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js,MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop; Raspberry Pi
2017,C#; JavaScript; SQL,.NET Core,MongoDB; SQL Server; MySQL,Microsoft Azure
2017,C#; JavaScript; PHP; Python; SQL,AngularJS; Node.js,SQL Server; MySQL,Linux Desktop; Arduino; Raspberry Pi; WordPress
2017,C; C++; C#; JavaScript; SQL,AngularJS; Node.js; .NET Core,SQL Server; MySQL; SQLite,Android; Raspberry Pi; Amazon Web Services (AWS)
2017,JavaScript; PHP; TypeScript,AngularJS; Node.js,MongoDB; MySQL; PostgreSQL,Raspberry Pi; WordPress
2017,JavaScript; PHP; SQL,Node.js,MongoDB; MySQL,Linux Desktop; WordPress
2017,C#,.NET Core,SQL Server; Oracle,Serverless
2017,Assembly; C++; C#; Java; JavaScript; Lua; PHP; Python; VB.NET; Visual Basic 6,Node.js; .NET Core,MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop
2017,C#; JavaScript; Scala; TypeScript,Node.js; React; .NET Core,SQL Server,Microsoft Azure
2017,C#; Java; Python,Node.js,MongoDB; MySQL; SQLite,Android; Windows Desktop
2017,C#; Java; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server; MySQL; PostgreSQL; Oracle,Windows Desktop; Microsoft Azure
2017,F#; JavaScript; PHP; Python; R; Ruby; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop; Microsoft Azure
2017,C#; JavaScript; TypeScript,AngularJS; .NET Core,MongoDB; MySQL,Linux Desktop
2017,Go; Java; JavaScript; Objective-C; PHP; Python; Ruby; SQL,AngularJS; Node.js; Cordova,MongoDB; MySQL; PostgreSQL,Android; iOS; SharePoint; Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL,AngularJS; Node.js; Cordova,SQL Server; MySQL; SQLite,Linux Desktop; Mac OS; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,C#; SQL; TypeScript,AngularJS,SQL Server,Windows Phone; Windows Desktop; Microsoft Azure
2017,C#; JavaScript; SQL,AngularJS; React; .NET Core,MongoDB; SQL Server,Microsoft Azure
2017,JavaScript; PHP; Ruby; SQL,AngularJS; Node.js; Cordova; Firebase,MongoDB; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Mac OS; WordPress; Amazon Web Services (AWS)
2017,JavaScript; Python; Ruby,AngularJS; Node.js; React,MySQL,Mac OS
2017,JavaScript; Swift; TypeScript,AngularJS; Node.js,SQL Server,Windows Desktop; Mac OS; WordPress
2017,C#; JavaScript; SQL; VB.NET,.NET Core,SQL Server,Windows Desktop
2017,Assembly; C; C++; PHP; Python; Ruby; SQL,.NET Core,SQL Server; MySQL; SQLite,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi; WordPress; Microsoft Azure
2017,JavaScript; Objective-C; Python; Ruby; Swift; TypeScript,Node.js; Xamarin,MongoDB; MySQL; PostgreSQL; SQLite,iOS; Linux Desktop; Mac OS; WordPress
2017,C#,.NET Core,SQL Server; MySQL; SQLite,Windows Desktop
2017,C#; Java; Python; SQL,Hadoop,PostgreSQL,Windows Desktop; Linux Desktop; Raspberry Pi
2017,JavaScript; PHP; Python; SQL,Firebase,MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Linux Desktop
2017,JavaScript; PHP; SQL,Node.js,MySQL,Android
2017,C++; Java; JavaScript,Cordova; Firebase,SQL Server; SQLite,Android
2017,C#; JavaScript; SQL; TypeScript,AngularJS; .NET Core,SQL Server,Microsoft Azure
2017,Java; JavaScript; SQL,AngularJS; Firebase,MySQL; Oracle; SQLite,Android; Linux Desktop
2017,C++; C#; JavaScript; Lua; PHP; Python; SQL,.NET Core,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Windows Desktop; WordPress
2017,Java; JavaScript; Ruby,AngularJS,MySQL,WordPress
2017,C#; PHP; Python; SQL; VB.NET,AngularJS; .NET Core,SQL Server; MySQL,Android; Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure
2017,JavaScript; Ruby; SQL,React; Cordova,MySQL; SQLite,Android; iOS; Mac OS; WordPress; Amazon Web Services (AWS)
2017,C++; C#; JavaScript; SQL; VB.NET,AngularJS; .NET Core,SQL Server; Oracle,SharePoint; Amazon Web Services (AWS)
2017,C++; C#; JavaScript; SQL,Node.js; .NET Core,MongoDB; SQL Server,Amazon Web Services (AWS)
2017,JavaScript; Perl; Python,AngularJS; Node.js; React,MySQL,Raspberry Pi
2017,C#; JavaScript; SQL,AngularJS; Xamarin,Redis; SQL Server,Microsoft Azure
2017,JavaScript; PHP; Python; SQL,AngularJS,MongoDB; MySQL,Raspberry Pi; WordPress
2017,C++; Java; Python; SQL,AngularJS,SQLite,Linux Desktop; Arduino; Raspberry Pi
2017,Assembly; C; C++; C#; Go; Java; JavaScript; Lua; PHP; Python; SQL,Xamarin; Firebase; .NET Core,MySQL,Android; Windows Desktop; Linux Desktop; Arduino; Microsoft Azure
2017,JavaScript; Ruby,Cordova,MongoDB; Redis; PostgreSQL,Amazon Web Services (AWS)
2017,Java; JavaScript; SQL; TypeScript,AngularJS; Node.js; Firebase,MongoDB; Redis; MySQL,Amazon Web Services (AWS)
2017,CoffeeScript; JavaScript; PHP; Ruby; SQL; Swift,Node.js; React,MongoDB; MySQL; PostgreSQL,iOS; Raspberry Pi; Amazon Web Services (AWS)
2017,Java; JavaScript; Python,AngularJS; Node.js; Xamarin,MongoDB,Android; iOS; Mac OS; Arduino; Raspberry Pi; Amazon Web Services (AWS)
2017,JavaScript; Matlab; Python; SQL,Node.js,MongoDB; Redis; MySQL,Linux Desktop; Mac OS; Serverless; Amazon Web Services (AWS)
2017,JavaScript; PHP,AngularJS; Cordova,MySQL,Android
2017,C#; JavaScript; SQL,AngularJS,SQL Server,Salesforce; Microsoft Azure
2017,Assembly; C; C++; Common Lisp; JavaScript; Python; SQL,Node.js,SQLite,Linux Desktop; Arduino; Raspberry Pi
2017,Java; JavaScript; Python; SQL,AngularJS; Node.js,SQL Server; Oracle,Windows Desktop; Linux Desktop
2017,CoffeeScript; Groovy; Java; JavaScript; PHP; Ruby; SQL,AngularJS; Node.js; React; Cordova,Redis; MySQL; PostgreSQL; SQLite,Android; Linux Desktop; Mac OS; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; JavaScript; PHP; SQL,Cordova,MySQL,Arduino
2017,C#; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL,Windows Desktop; Mac OS
2017,JavaScript; Ruby,Node.js; React,MongoDB; Redis; MySQL,Amazon Web Services (AWS)
2017,Java; JavaScript; Ruby; SQL; TypeScript,AngularJS; Node.js,Redis; PostgreSQL,Mac OS; Amazon Web Services (AWS)
2017,C; C++; C#; CoffeeScript; Go; Swift; VB.NET; VBA,Hadoop; Cordova,SQL Server; Oracle; SQLite,Android; Windows Desktop; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,C#; SQL,.NET Core,MySQL,Windows Desktop
2017,C++; Lua; Python; SQL,Spark,MySQL; SQLite,Linux Desktop; Raspberry Pi
2017,Assembly; C; C++; Groovy; Java; JavaScript; Matlab; PHP; SQL; VBA,React,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,iOS; Windows Desktop; Linux Desktop; Mac OS; Arduino; Raspberry Pi
2017,C#; Java; SQL,.NET Core,MySQL; Oracle,Amazon Web Services (AWS)
2017,C#; Go; JavaScript; SQL,.NET Core,SQL Server; PostgreSQL; Oracle,Windows Desktop
2017,JavaScript; Python; SQL,Node.js,SQL Server; SQLite,Android; Windows Desktop; Linux Desktop
2017,C#; JavaScript,Node.js; .NET Core,SQL Server,Windows Desktop
2017,C#; F#; Haskell; Java; PHP; Python; SQL,AngularJS; Xamarin; .NET Core,SQL Server; MySQL; SQLite,WordPress; Microsoft Azure
2017,C#; F#; JavaScript,.NET Core,SQL Server; Oracle,Microsoft Azure
2017,C#; JavaScript,AngularJS,SQL Server,Windows Desktop; Salesforce
2017,C++; C#; JavaScript; Matlab; Objective-C; Swift,AngularJS; .NET Core,MongoDB; PostgreSQL,iOS; Windows Desktop; Linux Desktop
2017,Java; JavaScript; Python; SQL,AngularJS; Node.js; Cordova,Oracle; SQLite,Linux Desktop
2017,Assembly; C; C++; C#; Java; JavaScript; PHP; Ruby; SQL; VB.NET; Visual Basic 6,React; .NET Core,SQL Server,Windows Desktop
2017,Java; JavaScript; SQL,Node.js,Redis; SQL Server; MySQL; PostgreSQL,Amazon Web Services (AWS)
2017,Python; Swift,Firebase,MySQL; PostgreSQL,iOS; Amazon Web Services (AWS); Microsoft Azure
2017,C++; C#; SQL,Xamarin; .NET Core,SQL Server; SQLite,Android; Windows Desktop; Linux Desktop
2017,Java; Python; Swift,Node.js; Firebase,MongoDB; PostgreSQL,Android; iOS; Mac OS; Amazon Web Services (AWS)
2017,C#,.NET Core,Redis; SQL Server,SharePoint; Amazon Web Services (AWS)
2017,C; Java; JavaScript; PHP; Python; SQL; VBA,AngularJS; .NET Core,SQL Server; MySQL; Oracle,Android; Windows Desktop; Linux Desktop; Raspberry Pi; WordPress
2017,C; C++; C#; Java; Objective-C; Python; SQL; VB.NET,Node.js; .NET Core,SQL Server; SQLite,Android; Windows Desktop; Linux Desktop; Microsoft Azure
2017,Java,Firebase,SQLite,Android; iOS
2017,Java; JavaScript; Ruby; SQL,AngularJS; Node.js,SQL Server; MySQL,Android; Windows Desktop; Linux Desktop; Serverless; Amazon Web Services (AWS)
2017,C#; SQL,.NET Core,SQL Server,Salesforce
2017,Java; JavaScript; PHP; SQL; TypeScript,AngularJS,MySQL; Oracle,WordPress
2017,C; C#; Java; JavaScript; Objective-C; Python,Node.js,SQLite,Windows Desktop; Raspberry Pi
2017,C; C++; C#; Java; JavaScript; Python; SQL,AngularJS; Node.js; React; Spark; Xamarin; .NET Core,SQL Server; MySQL,Windows Desktop; Linux Desktop; Mac OS
2017,Java; Lua; Python,Node.js; Spark,MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,Xamarin; .NET Core,MongoDB; SQL Server,Android; iOS
2017,C; C++; JavaScript; PHP; Python; SQL,Hadoop,MongoDB; MySQL; SQLite,Windows Desktop; Linux Desktop; Raspberry Pi; WordPress
2017,C#; PHP; Python; SQL,AngularJS; Node.js,Redis; PostgreSQL,WordPress; Amazon Web Services (AWS)
2017,Java; PHP; SQL; Swift,Firebase,MySQL,iOS; Mac OS
2017,Assembly; C++; C#,Xamarin; .NET Core,SQLite,Windows Phone; Windows Desktop
2017,JavaScript,AngularJS; Node.js,MongoDB,Windows Desktop
2017,C++; C#; JavaScript; PHP; SQL,.NET Core,SQL Server,Windows Desktop
2017,Java; JavaScript; PHP,AngularJS; Node.js; Spark; Cordova,MySQL,Android; Mac OS
2017,C#; JavaScript; Objective-C; SQL; Swift,AngularJS; Node.js,SQL Server,iOS; Mac OS; Microsoft Azure
2017,C; C++; Haskell; Java; JavaScript; Perl; PHP; Python; SQL,AngularJS; Hadoop; Node.js,SQL Server; MySQL; PostgreSQL; Oracle,Android; Linux Desktop; Raspberry Pi; Salesforce; SharePoint
2017,Java; JavaScript; SQL,AngularJS,SQL Server; MySQL,Android; Windows Desktop
2017,C++; Python,.NET Core,SQLite,Windows Desktop; Linux Desktop
2017,C#; Java; JavaScript; SQL; TypeScript,Node.js,MongoDB; SQL Server,Android; Microsoft Azure
2017,PHP,Node.js; Spark; Cordova,MySQL,Mac OS
2017,Java; JavaScript; SQL,AngularJS,SQL Server; MySQL,Mac OS
2017,Python,AngularJS,PostgreSQL; SQLite,Arduino
2017,Assembly; C; C++; Java; JavaScript; PHP; Python; SQL,AngularJS; Node.js,MySQL; Oracle; SQLite,Android; Linux Desktop; Arduino; Raspberry Pi
2017,JavaScript,AngularJS; Node.js,MySQL,Android; iOS; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure
2017,C#; Java,Firebase,MySQL,Android
2017,JavaScript; PHP; SQL,AngularJS,MySQL,WordPress; Amazon Web Services (AWS)
2017,Java; JavaScript; Swift,AngularJS; Node.js,MongoDB; Redis,Android; iOS; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,C++; Java; JavaScript; PHP; Python,AngularJS; Node.js; React; Firebase,SQL Server; MySQL,Android; iOS; Windows Desktop; Mac OS
2017,Groovy; Java; JavaScript; SQL,AngularJS; Node.js,SQL Server; MySQL; PostgreSQL,Linux Desktop; Mac OS; WordPress
2017,C#; Elixir; F#; Haskell; JavaScript; SQL; TypeScript,AngularJS,SQL Server,Microsoft Azure
2017,C#; Elixir; F#; JavaScript; TypeScript,React,MongoDB; SQL Server; PostgreSQL,Linux Desktop; Serverless; Amazon Web Services (AWS); Microsoft Azure
2017,Python; R; Scala,Spark,PostgreSQL; SQLite,iOS; Windows Desktop; Linux Desktop; Mac OS
2017,C#; Java; JavaScript; SQL; TypeScript; VBA,.NET Core,Oracle,Android; Windows Desktop
2017,C#; JavaScript; SQL,.NET Core,SQL Server; MySQL,Windows Desktop
2017,C#; Python; SQL; VBA; Visual Basic 6,.NET Core,SQL Server,Windows Desktop; Microsoft Azure
2017,C; C++; Java; JavaScript; Python; Scala; SQL; TypeScript,AngularJS; Node.js; React; Cordova,MongoDB; MySQL; PostgreSQL; Oracle,Arduino; Raspberry Pi; Amazon Web Services (AWS)
2017,JavaScript,Node.js,MySQL,WordPress
2017,C#; JavaScript; PHP; SQL,AngularJS; Node.js; React; .NET Core,SQL Server; MySQL; PostgreSQL,Salesforce; SharePoint; WordPress; Microsoft Azure
2017,Go; Julia; PHP; Ruby,AngularJS; Node.js,MySQL; PostgreSQL; SQLite,iOS; Windows Desktop; Linux Desktop; SharePoint; WordPress; Amazon Web Services (AWS)
2017,C#; JavaScript; SQL,.NET Core,Oracle,Windows Desktop
2017,C#; JavaScript; PHP; Python,AngularJS; Xamarin,MySQL,Android; iOS; Windows Desktop; WordPress
2017,Assembly; C; C++; Java; Lua; Python; Visual Basic 6,.NET Core,MySQL,Android; Windows Desktop; Raspberry Pi
2017,CoffeeScript; Groovy; Java; JavaScript; Python; Ruby; SQL,AngularJS; Node.js; Firebase,MySQL; SQLite,Android; Linux Desktop; Raspberry Pi; WordPress; Amazon Web Services (AWS)
2017,Groovy; Java; JavaScript; Objective-C; SQL; Swift,AngularJS,MySQL; PostgreSQL,Android; iOS; Mac OS; Amazon Web Services (AWS)
2017,CoffeeScript; Haskell; JavaScript; Ruby,Firebase,PostgreSQL,Amazon Web Services (AWS)
2017,C#; JavaScript; Smalltalk,.NET Core,SQL Server,Amazon Web Services (AWS)
2017,C#; Java; JavaScript; PHP; SQL,.NET Core,SQL Server; MySQL; SQLite,Android; Salesforce; WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; Java; Scala; SQL; TypeScript,AngularJS; Spark; .NET Core,Oracle,Windows Desktop; Microsoft Azure
2017,C#; Java; JavaScript; SQL,.NET Core,SQL Server,Android; iOS; Salesforce
2017,C; C++; C#; CoffeeScript; Clojure; Java; JavaScript; Objective-C; SQL; Swift; TypeScript,AngularJS; Node.js; React; Spark; Cordova; Xamarin; .NET Core,MongoDB; Redis; SQL Server; MySQL; SQLite,Android; iOS; Windows Phone; Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Microsoft Azure
2017,Java; JavaScript; Python; TypeScript,AngularJS,MongoDB; MySQL; PostgreSQL,Android; Windows Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; Java; JavaScript,AngularJS; Node.js; Cordova; Xamarin; .NET Core,SQL Server; SQLite,Android; iOS; Windows Phone; Windows Desktop
2017,C#; JavaScript; PHP; Python; Ruby; TypeScript,AngularJS; Node.js; Xamarin,MongoDB; SQL Server; MySQL; PostgreSQL,Raspberry Pi; WordPress; Microsoft Azure
2017,C++; C#; Java; JavaScript; PHP; VB.NET; VBA; Visual Basic 6,AngularJS; Node.js; .NET Core,SQLite,Android; Windows Phone; Windows Desktop; Arduino
2017,JavaScript,AngularJS; Node.js; Cordova,SQL Server; SQLite,iOS; WordPress
2017,Java; JavaScript; PHP; SQL,Node.js,MySQL,Raspberry Pi; WordPress
2017,Go; Java; PHP; Python; SQL,React,Redis; MySQL,WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; Haskell; Java,Hadoop; Spark; .NET Core,Cassandra; SQL Server; PostgreSQL,Amazon Web Services (AWS); Microsoft Azure
2017,Java,Hadoop,Cassandra,Amazon Web Services (AWS)
2017,JavaScript; PHP,AngularJS,Redis; MySQL,WordPress; Amazon Web Services (AWS)
2017,Java; Scala,Hadoop; Spark,Cassandra; MySQL,Mac OS; Amazon Web Services (AWS)
2017,C#,.NET Core,SQL Server,Microsoft Azure
2017,Assembly; C; C++; C#; Java; PHP; Python; SQL,Node.js; .NET Core,MongoDB; SQL Server; MySQL; Oracle; SQLite,Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; WordPress
2017,C#; JavaScript; SQL,.NET Core,SQL Server,SharePoint
2017,C++; C#; Java; JavaScript; PHP; Python,Hadoop; Spark; Firebase; .NET Core,MongoDB; SQL Server; MySQL; SQLite,Android; Windows Phone; Windows Desktop; Linux Desktop; WordPress; Amazon Web Services (AWS)
2017,JavaScript; Ruby; SQL,AngularJS; Node.js; React; Firebase,MongoDB; SQL Server; PostgreSQL,Amazon Web Services (AWS)
2017,C#; Java; SQL,.NET Core,SQL Server,Windows Desktop
2017,C++,Firebase,SQLite,Windows Desktop
2017,C++; C#; CoffeeScript; Go; JavaScript; PHP; Python,AngularJS; Node.js; React,MongoDB; SQL Server; MySQL; PostgreSQL,Android; iOS; Amazon Web Services (AWS)
2017,C#; Java; JavaScript; SQL; VB.NET; VBA,.NET Core,SQL Server,Android; Raspberry Pi; Amazon Web Services (AWS)
2017,Dart; Objective-C; Python; Swift,AngularJS,PostgreSQL; SQLite,iOS; Mac OS
2017,C#; JavaScript; Python; SQL; TypeScript,AngularJS,Redis; SQL Server,Microsoft Azure
2017,C#; JavaScript; TypeScript,AngularJS; Node.js; Cordova; .NET Core,MongoDB; SQLite,WordPress
2017,C#; TypeScript,AngularJS,Redis; MySQL,Amazon Web Services (AWS)
2017,C; Elixir; Erlang; PHP; Python; TypeScript,Node.js; React,MySQL; SQLite,Android; Linux Desktop; Arduino; Raspberry Pi; Serverless; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,C#; Java; JavaScript,React; .NET Core,SQL Server; Oracle,Amazon Web Services (AWS)
2017,C++; C#; Java; PHP; Python; Ruby; SQL; Visual Basic 6,.NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Windows Desktop; Linux Desktop
2017,C#; Groovy; SQL; VB.NET; VBA,AngularJS; Node.js,SQL Server,Raspberry Pi
2017,C++; C#; JavaScript,AngularJS; Node.js; Xamarin; .NET Core,SQL Server; MySQL,Android; iOS; Windows Phone; Windows Desktop
2017,Go; JavaScript; Python; TypeScript,AngularJS; Node.js; React; Cordova,MongoDB; Redis; SQLite,Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; Amazon Web Services (AWS)
2017,CoffeeScript; JavaScript; R; Ruby; SQL,React,SQLite,Mac OS; SharePoint
2017,Java; JavaScript; SQL,AngularJS; Node.js,Oracle,Serverless
2017,Java; JavaScript; Objective-C; Python; Ruby; Swift,AngularJS,MySQL,Android
2017,Assembly; C; Java; JavaScript; PHP; Python; SQL,Node.js,MongoDB; MySQL; PostgreSQL,Android; iOS; Windows Desktop; Linux Desktop; Mac OS; Raspberry Pi; WordPress; Amazon Web Services (AWS); Microsoft Azure
2017,JavaScript; PHP,AngularJS; Node.js,MongoDB; Redis,Mac OS; WordPress; Amazon Web Services (AWS)
2017,C; C#; Python; TypeScript,React; .NET Core,MongoDB; PostgreSQL,Arduino; Raspberry Pi; Microsoft Azure
2017,C#; Java; JavaScript; SQL,AngularJS; .NET Core,SQL Server; MySQL; PostgreSQL; SQLite,Android; Windows Desktop; Microsoft Azure
2017,CoffeeScript; Java; Ruby,AngularJS; Hadoop; React,Cassandra; Redis; MySQL; PostgreSQL,Raspberry Pi; Salesforce; WordPress; Amazon Web Services (AWS)
2017,Python,Hadoop,Oracle,Windows Desktop
2017,C#; JavaScript; SQL; TypeScript,AngularJS; Node.js; Cordova; Firebase; .NET Core,SQL Server,Android; iOS; Windows Phone; Windows Desktop; Amazon Web Services (AWS)
2017,C++; Java; PHP; Python; R; SQL,Hadoop; Node.js; Spark,MongoDB; MySQL; PostgreSQL,Windows Desktop; Linux Desktop; Mac OS; Amazon Web Services (AWS)
2017,C#; Java,.NET Core,SQL Server; MySQL,Windows Desktop; Microsoft Azure
2017,Swift,Firebase,MySQL,iOS; Windows Desktop; Mac OS; Arduino
2017,C; C++; C#; JavaScript; Objective-C; Swift,Node.js,SQL Server; MySQL,iOS; Mac OS; Arduino; Raspberry Pi; Salesforce
2017,Groovy; Java; JavaScript; SQL,AngularJS; Node.js,SQL Server; PostgreSQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS)
2017,JavaScript; PHP; SQL; Visual Basic 6,AngularJS; Node.js; Cordova,SQL Server; MySQL; SQLite,iOS; Amazon Web Services (AWS)
2017,C++; C#; Java; JavaScript,AngularJS,SQL Server; PostgreSQL,Arduino
2017,C#; JavaScript; PHP; Python,Xamarin; .NET Core,SQL Server; MySQL; Oracle; SQLite,Android; Windows Phone; Windows Desktop; Arduino
2017,C#; Java; JavaScript; SQL; VB.NET,AngularJS; .NET Core,MongoDB; SQL Server; MySQL; PostgreSQL; Oracle; SQLite,Android; Windows Desktop
2017,Assembly; Java,AngularJS; Hadoop,MySQL; Oracle; SQLite,Android
2017,C#; JavaScript; Python,AngularJS; Node.js,MongoDB; SQL Server; PostgreSQL,Microsoft Azure
2017,C#; JavaScript; PHP; SQL,AngularJS; .NET Core,SQL Server; MySQL,Microsoft Azure
2017,Java; Python,Firebase,MySQL; SQLite,Android
2017,C#; JavaScript; SQL; VBA,.NET Core,SQL Server,Windows Desktop
2017,C#; JavaScript; PHP; SQL,AngularJS,SQL Server; MySQL,Windows Desktop
2017,Assembly; C; C++; C#; Matlab; Python,Cordova; Xamarin; .NET Core,MongoDB,Windows Desktop; Linux Desktop; Arduino
2017,C; Java; PHP,Node.js,SQL Server,Windows Desktop
2017,JavaScript; PHP; SQL,AngularJS; Node.js; React,MongoDB; MySQL,Amazon Web Services (AWS)
2017,Assembly; C; C++; C#; Java; JavaScript,Node.js; Cordova; Xamarin; .NET Core,SQL Server; MySQL; SQLite,Android; Windows Desktop
2017,CoffeeScript; JavaScript; PHP; SQL,Node.js; React,MySQL,Amazon Web Services (AWS)
2017,PHP,AngularJS,SQLite,Android; Linux Desktop; Amazon Web Services (AWS)
2017,Java; SQL,Firebase,MySQL,Android
2017,C++; Go; JavaScript; SQL,Node.js,Redis; MySQL,Mac OS; Serverless; Amazon Web Services (AWS)
2017,C#; SQL,.NET Core,SQLite,Windows Desktop
2017,C#; JavaScript; SQL,Xamarin; .NET Core,SQL Server; SQLite,Android; iOS; Windows Desktop; Microsoft Azure
2017,C#; JavaScript; SQL; VB.NET; Visual Basic 6,Node.js; Xamarin; .NET Core,SQL Server; MySQL; SQLite,Windows Desktop; WordPress; Amazon Web Services (AWS)
2017,C; C++; C#; Java; JavaScript; PHP; Python; R; SQL; TypeScript,AngularJS; Node.js,MongoDB; MySQL,Android; iOS; Arduino
2017,C#; Objective-C,.NET Core,SQL Server; MySQL,iOS
2017,C#,AngularJS,SQL Server; PostgreSQL; SQLite,Windows Desktop
2017,JavaScript,Node.js; React,MongoDB,Amazon Web Services (AWS); Microsoft Azure
2017,Groovy; Haskell; Java; JavaScript; Objective-C,Node.js,SQLite,Android; iOS
2017,C#; JavaScript; SQL,AngularJS; .NET Core,SQL Server; MySQL,Windows Desktop
