Year,Current Lang & Tech
2015,"Java, JavaScript, PHP"
2015,Java
2015,"C#, Java, JavaScript, PHP"
2015,"C#, SQL, SQL Server"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), PHP, Python, SQL, Windows Phone"
2015,"JavaScript, LAMP, MongoDB, Node.js, PHP, Python"
2015,C#
2015,"Arduino / Raspberry Pi, Java, SQL, SQL Server"
2015,"Android, Java, JavaScript, SQL"
2015,"C#, SQL Server"
2015,"Android, JavaScript, Node.js, PHP"
2015,Java
2015,"JavaScript, PHP"
2015,"Java, JavaScript, Matlab, Perl, PHP, SQL, Wordpress"
2015,
2015,"JavaScript, Node.js, PHP, Wordpress"
2015,"Android, Java, JavaScript, PHP, Python, SQL, SQL Server"
2015,"Java, Python"
2015,"C++, C#, JavaScript, Matlab, PHP, SQL, Wordpress"
2015,"JavaScript, Python"
2015,"Android, AngularJS, C, C++, Go, Java, JavaScript, Python"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, MongoDB, Python, SQL"
2015,"AngularJS, C++, C#, Java, JavaScript, PHP, SQL"
2015,"AngularJS, C, C++, C++11, C#, JavaScript, Node.js, SQL Server"
2015,"C, C++, C#, SQL"
2015,"Android, C, C#, JavaScript, Matlab, PHP, SQL Server"
2015,"C, C++, C#, Cloud (AWS, GAE, Azure, etc.), F#, Hadoop, Java, JavaScript, MongoDB, PHP, R, Sharepoint, SQL, SQL Server, Windows Phone"
2015,"Android, C++, Java, Python"
2015,"C, PHP"
2015,"C#, JavaScript, Redis, SQL, SQL Server, Swift"
2015,"AngularJS, iOS, JavaScript, Objective-C, PHP, SQL, Swift, Wordpress"
2015,"Arduino / Raspberry Pi, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, PHP, Python, Redis, Wordpress"
2015,"Java, PHP, Python, SQL"
2015,"Python, SQL"
2015,"Java, MongoDB"
2015,"C#, JavaScript"
2015,Java
2015,"AngularJS, CoffeeScript, JavaScript, Node.js, Redis, Ruby"
2015,"JavaScript, PHP, SQL"
2015,Ruby
2015,C#
2015,"Arduino / Raspberry Pi, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server, Visual Basic"
2015,"Android, Arduino / Raspberry Pi, AngularJS, CoffeeScript, Java, JavaScript, MongoDB, Node.js, Perl, Redis, Ruby, SQL, Visual Basic"
2015,
2015,"PHP, Python"
2015,"Android, AngularJS, C#, Java, JavaScript, PHP, Sharepoint, SQL, Visual Basic, Wordpress"
2015,"C#, Java, JavaScript, Node.js, Objective-C, PHP, SQL"
2015,"iOS, JavaScript, MongoDB, Node.js, Objective-C, PHP, SQL, SQL Server, Visual Basic"
2015,"AngularJS, Java, JavaScript, MongoDB, SQL"
2015,"C, C++, Matlab, Python"
2015,"JavaScript, PHP, SQL"
2015,"JavaScript, PHP, Python, SQL"
2015,PHP
2015,"C#, JavaScript, PHP, Python"
2015,"PHP, Python"
2015,"C#, JavaScript, SQL Server, JQuery"
2015,"C#, Go, JavaScript, SQL Server"
2015,"CoffeeScript, Cloud (AWS, GAE, Azure, etc.), Java, Ruby"
2015,Java
2015,"Android, AngularJS, C#, JavaScript"
2015,"C, C++, iOS, Node.js, Objective-C, Python, Redis, elasticsearch"
2015,"JavaScript, LAMP, MongoDB, PHP, SQL"
2015,"Java, JavaScript, LAMP, SQL"
2015,"Python, Ruby"
2015,"Android, Java"
2015,"C, C++, Java, JavaScript, Sharepoint, SQL, SQL Server"
2015,"Android, Arduino / Raspberry Pi, AngularJS, iOS, Java, JavaScript, Objective-C, PHP, Python, Ruby, SQL, Wordpress"
2015,"Arduino / Raspberry Pi, Java, JavaScript, PHP, Python, SQL, Wordpress"
2015,"Clojure, Cloud (AWS, GAE, Azure, etc.), Java, Ruby"
2015,"JavaScript, LAMP, PHP, Python, SQL, Visual Basic"
2015,"Android, Python, SQL"
2015,"C, C++, JavaScript, Objective-C, PHP, SQL, SQL Server, Visual Basic, Wordpress"
2015,
2015,Java
2015,"Arduino / Raspberry Pi, C++, iOS, Java, PHP, SQL, Swift"
2015,"CoffeeScript, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js, Python, SQL, Emberw"
2015,"JavaScript, Python"
2015,"C, C++, C#, Java, JavaScript, PHP, Python, SQL, Wordpress"
2015,"Android, C, C#, Clojure, Java, SQL Server"
2015,"iOS, Objective-C, Python, Swift"
2015,"C, Ruby"
2015,"C, Java, JavaScript, Node.js, Python, SQL"
2015,"Java, JavaScript, Python, Django"
2015,"LAMP, PHP"
2015,"C, C++, C++11, C#, Ruby"
2015,PHP
2015,none
2015,"SQL Server, Visual Basic"
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"C++, C#, JavaScript, PHP, Sharepoint, SQL, SQL Server, Visual Basic"
2015,"Sharepoint, SQL, SQL Server, Wordpress"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), Hadoop, JavaScript, SQL, SQL Server"
2015,"Android, Java, JavaScript, PHP, Ruby, Scala, SQL, SQL Server"
2015,"Hadoop, Python, SQL, SQL Server"
2015,"Hadoop, Java, SQL, SQL Server, Hive, Impala"
2015,
2015,"SQL, SQL Server"
2015,"C#, SQL"
2015,"JavaScript, Node.js, PHP, SQL"
2015,"JavaScript, SQL, SQL Server"
2015,"SQL, SQL Server"
2015,"SQL, SQL Server, Tcl"
2015,"R, SQL"
2015,"Java, SQL"
2015,"SQL, SQL Server, SAS"
2015,"JavaScript, Python"
2015,"Cassandra, Hadoop, Java, SQL"
2015,"C#, SQL, SQL Server"
2015,"JavaScript, Python, SQL, SAS"
2015,"Android, Arduino / Raspberry Pi, JavaScript, Node.js, Python, SQL, SQL Server, Visual Basic"
2015,SQL
2015,"SQL, SQL Server, Visual Basic"
2015,R
2015,"Android, C, C++, C#, iOS, Java, JavaScript, SQL, Visual Basic, Windows Phone"
2015,"Hadoop, Python, Scala, Spark, SQL"
2015,"C++, iOS, JavaScript, Objective-C, PHP, SQL, Visual Basic"
2015,"LAMP, PHP, SQL, SQL Server, Visual Basic, Wordpress"
2015,"SQL, SQL Server, Visual Basic"
2015,"C#, Python, SQL, SQL Server, Visual Basic"
2015,"C#, JavaScript, Visual Basic"
2015,"C, C++, Java, Matlab, Python, SQL"
2015,"Cloud (AWS, GAE, Azure, etc.), Sharepoint, SQL, SQL Server"
2015,"SQL, SQL Server"
2015,"C#, Java, R, SQL Server, Visual Basic"
2015,"SQL, SQL Server"
2015,"Python, R, SQL Server, SPSS"
2015,"C#, Java, MongoDB, SQL, SQL Server, Visual Basic"
2015,"SQL, SQL Server, Visual Basic"
2015,"Perl, SQL, PostgreSQL"
2015,SQL
2015,"Python, Ruby"
2015,"C#, LAMP, PHP, SQL, SQL Server"
2015,"Perl, SQL"
2015,"Matlab, Python, SQL, SQL Server, Visual Basic"
2015,"AngularJS, Clojure, JavaScript, q"
2015,"C#, F#, Java, Python, Sharepoint, SQL, SQL Server"
2015,"C, C#, Java, Matlab, Python, SQL, SQL Server, Visual Basic"
2015,"Android, C++, C#, F#, Java, JavaScript, Python, SQL, Visual Basic, Windows Phone"
2015,"Android, Arduino / Raspberry Pi, C++, Java, Python, SQL"
2015,"AngularJS, C, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, Node.js, Redis, SQL, SQL Server"
2015,"C#, SQL, SQL Server, Visual Basic"
2015,"Arduino / Raspberry Pi, C++, Python, SQL, SAS, VBA"
2015,"Cassandra, Java, MongoDB, Redis, Spark, SQL Server, Swift"
2015,"C#, SQL, SQL Server, SSIS"
2015,"C#, JavaScript, Sharepoint, SQL, SQL Server, Visual Basic, XML, MDX"
2015,"C#, SQL, SQL Server"
2015,"Salesforce, SQL, SQL Server, Visual Basic"
2015,"SQL, SQL Server"
2015,"Sharepoint, SQL, SQL Server, SSIS, SSRS"
2015,"SQL, Visual Basic"
2015,"C#, SQL, SQL Server"
2015,"SQL, Visual Basic"
2015,"C#, SQL Server"
2015,"Android, JavaScript, Sharepoint, SQL, SQL Server, Visual Basic"
2015,"C++, SQL, Visual Basic"
2015,"JavaScript, Salesforce, SQL, SQL Server, Visual Basic"
2015,"Java, JavaScript, SQL"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, C++11, C#, Cassandra, CoffeeScript, Cordova, Clojure, Cloud (AWS, GAE, Azure, etc.), Dart, F#, Go, Hadoop, Haskell, iOS, Java, JavaScript, LAMP, Matlab, MongoDB, Node.js, Objective-C, Perl, PHP, Python, R, Redis, Ruby, Rust, Salesforce, Scala, Sharepoint, Spark, SQL, SQL Server, Swift, Visual Basic, Windows Phone, Wordpress"
2015,"C#, JavaScript, Sharepoint, SQL, SQL Server, Visual Basic"
2015,"JavaScript, PHP, SQL, SQL Server"
2015,C#
2015,"Python, SQL Server"
2015,"Java, SQL, SQL Server, Desktop shell"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"C#, JavaScript, SQL Server"
2015,"JavaScript, SQL, SQL Server"
2015,Erlang
2015,"C#, JavaScript, SQL Server"
2015,SQL Server
2015,"JavaScript, LAMP, Perl, SQL"
2015,"Arduino / Raspberry Pi, Hadoop, JavaScript, Python, R, SQL, SQL Server, XQuery"
2015,"C++, C#, SQL, SQL Server, Visual Basic"
2015,"C#, F#, SQL, SQL Server"
2015,"Arduino / Raspberry Pi, C#, Java, JavaScript, LAMP, PHP, SQL, SQL Server, Visual Basic"
2015,"C#, JavaScript, PHP, SQL, SQL Server, Wordpress"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), Hadoop, JavaScript, SQL, SQL Server, Visual Basic, Hive"
2015,"JavaScript, PHP, SQL, SQL Server"
2015,
2015,"JavaScript, SQL, Visual Basic, Wordpress, PowerShell"
2015,"JavaScript, Python, SQL, SQL Server, Visual Basic"
2015,"iOS, SQL, Wordpress"
2015,"C#, LAMP, PHP, SQL, SQL Server, Wordpress"
2015,"SQL, SQL Server"
2015,"SQL, Visual Basic"
2015,"Python, SQL"
2015,R
2015,"JavaScript, MongoDB, Python, R, SQL"
2015,"AngularJS, JavaScript, SQL"
2015,"JavaScript, Python, R, Redis, Scala, Spark"
2015,"SQL, SQL Server, Visual Basic"
2015,"C#, SQL, Visual Basic"
2015,"Java, SQL, SQL Server, Visual Basic, Wordpress"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, C#, F#, Hadoop, iOS, Java, JavaScript, Node.js, Objective-C, PHP, Python, SQL, SQL Server, Visual Basic"
2015,"Android, C++, Java, JavaScript, Visual Basic"
2015,"Arduino / Raspberry Pi, AngularJS, C++, Cordova, Go, Java, JavaScript, PHP, Python, SQL, Wordpress"
2015,"Arduino / Raspberry Pi, JavaScript, PHP, SQL, SQL Server"
2015,"Java, Python, SQL"
2015,"C++, C#, SQL, SQL Server, Visual Basic"
2015,"AngularJS, C#, F#, JavaScript, MongoDB, Node.js, Python, Redis, SQL, SQL Server"
2015,"Hadoop, LAMP, MongoDB, Python, Redis, SQL"
2015,"C, Java, Python, SQL"
2015,"SQL Server, Visual Basic, Qlikview"
2015,"Android, Arduino / Raspberry Pi, C++, C++11, Hadoop, Haskell, Java, LAMP, Perl, Python, R, SQL, SQL Server"
2015,"AngularJS, C#, F#, Java, JavaScript, SQL, SQL Server"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), SQL, SQL Server"
2015,"Hadoop, Java, JavaScript, SQL"
2015,"JavaScript, VBA, M"
2015,"SQL, SQL Server"
2015,"PHP, SQL, SQL Server, Visual Basic"
2015,SQL
2015,"C#, Python, SQL, SQL Server"
2015,"Python, Spark, SQL"
2015,"Java, SQL, SQL Server, Visual Basic, Qlikview"
2015,"Python, Spark, SQL"
2015,"C#, Perl, Sharepoint, Visual Basic"
2015,"C#, SQL, SQL Server, Visual Basic"
2015,"C#, SQL, SQL Server, Visual Basic"
2015,"Cloud (AWS, GAE, Azure, etc.), Perl, SQL"
2015,"SQL, SQL Server, Kapow"
2015,"Android, C++, Python, Secdb/Slang (proprietary)"
2015,SQL
2015,SQL
2015,"SQL, SQL Server"
2015,"SQL, SQL Server, MDX"
2015,"C++, C++11, C#"
2015,"JavaScript, PHP, SQL, SQL Server, Visual Basic"
2015,"C, Java, JavaScript, Python, Visual Basic"
2015,"C#, SQL, SQL Server"
2015,"SQL, SQL Server"
2015,"Hadoop, Java, SQL"
2015,"PHP, SQL, SQL Server, Visual Basic"
2015,"Android, Arduino / Raspberry Pi, C, C++, C#, Java, Perl"
2015,"C#, SQL, SQL Server, mdx, olap, ssas, ssis"
2015,"C#, PHP"
2015,"Python, Visual Basic"
2015,"C#, R, SQL, SQL Server, Visual Basic"
2015,"AngularJS, C#, CoffeeScript, Node.js, PHP, Python, SQL"
2015,"C, C++, SQL"
2015,Java
2015,"Java, JavaScript, PHP, SQL, Visual Basic"
2015,"C#, SQL, SQL Server"
2015,
2015,"C#, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, MongoDB, PHP, SQL, google-bigquery"
2015,"C#, JavaScript, Python, Ruby, SQL"
2015,"Java, Python, SQL"
2015,Objective-C
2015,"SQL, SQL Server"
2015,"SQL, SQL Server"
2015,"C#, SQL, Visual Basic"
2015,"Perl, R, SQL"
2015,SQL
2015,"Clojure, iOS, Java, JavaScript, Objective-C, R, Swift"
2015,"Android, Java, SQL"
2015,Android
2015,"Android, C, Cordova, iOS, Java, Objective-C, PHP, Swift"
2015,Java
2015,
2015,Java
2015,Datastage
2015,"C#, SQL, SQL Server"
2015,"Java, JavaScript, MongoDB, PHP, Python, SQL, Wordpress"
2015,SQL Server
2015,"C#, SQL, SQL Server"
2015,"Java, Python"
2015,"Sharepoint, SQL, SQL Server, Visual Basic"
2015,"Android, Hadoop, Java, Python, R, Ruby, SQL, Wordpress"
2015,"C, C++, JavaScript, Python, R"
2015,"C++11, Matlab, Python, R, SQL"
2015,"C++, Java, R"
2015,"Cloud (AWS, GAE, Azure, etc.), Hadoop, Java"
2015,"Matlab, Perl, Visual Basic, Fortran"
2015,"C, Perl, SQL, ksh"
2015,"C, C++, Python"
2015,"Sharepoint, SQL Server"
2015,"MongoDB, R, SQL"
2015,R
2015,"C, PHP, R, SQL"
2015,"Hadoop, Java, Python, R, Scala, Spark"
2015,"Python, R, Visual Basic"
2015,"Python, R"
2015,"MongoDB, Python, Wordpress"
2015,"Cloud (AWS, GAE, Azure, etc.), Hadoop, Python, R"
2015,R
2015,"JavaScript, R, SQL"
2015,"Arduino / Raspberry Pi, Python, R"
2015,"Cassandra, Hadoop, Java, MongoDB, Redis, Scala, Spark, SQL"
2015,"Clojure, Python"
2015,"C, Java, JavaScript, MongoDB, Perl, PHP, SQL"
2015,"Matlab, Python, Visual Basic"
2015,"R, Visual Basic"
2015,"CoffeeScript, Cloud (AWS, GAE, Azure, etc.), iOS, JavaScript, MongoDB, Node.js, Objective-C, Python, Ruby, SQL"
2015,Python
2015,"Python, R, SQL"
2015,"Cloud (AWS, GAE, Azure, etc.), R, SQL, Wordpress"
2015,R
2015,"C#, Java, JavaScript, Node.js, PHP"
2015,"SQL, SQL Server"
2015,"Python, SQL"
2015,"C, C++, C++11, Matlab, Python"
2015,"Android, C++, Java"
2015,"C++, Matlab"
2015,"C++, C++11, Python"
2015,"C++11, Matlab, Python, R"
2015,"C, C++, Java, Matlab"
2015,"Java, Python, R"
2015,"R, Visual Basic"
2015,"Python, IDL"
2015,"JavaScript, Python"
2015,SQL
2015,"Python, R, SQL"
2015,"Android, Cloud (AWS, GAE, Azure, etc.), LAMP, Matlab, MongoDB, Node.js, R, SQL, SQL Server"
2015,R
2015,"C#, Matlab, R"
2015,"Matlab, Python, R"
2015,"Android, Arduino / Raspberry Pi, C, C++, C#, Java, Perl, Python, SQL, Windows Phone"
2015,"C, Python, R"
2015,"C++, C++11"
2015,"Android, Clojure, Haskell, Java, Scala"
2015,"Java, R, SQL"
2015,"Java, Matlab, Python"
2015,"C++, C++11"
2015,"C++, C++11, Java, JavaScript, SQL"
2015,Hadoop
2015,"SQL, Visual Basic"
2015,SQL
2015,R
2015,Python
2015,"Hadoop, R, LISP"
2015,"Arduino / Raspberry Pi, C, C++, Java, Python"
2015,"C#, R"
2015,"Arduino / Raspberry Pi, Python, Wordpress"
2015,"JavaScript, Python, R"
2015,C
2015,"Cloud (AWS, GAE, Azure, etc.), Python, R, SQL, SQL Server"
2015,"Python, R"
2015,"Haskell, R, Ruby"
2015,"C++, Python, R"
2015,"JavaScript, Python"
2015,"Perl, Python, R"
2015,"Python, fortran"
2015,"Java, Python"
2015,"R, SQL"
2015,"R, SQL"
2015,"Android, C, C++, Haskell, Java, JavaScript, Matlab, PHP, Python, R, SQL"
2015,"R, SQL, SQL Server"
2015,"C, C++"
2015,"Python, Visual Basic"
2015,R
2015,"C#, Java, JavaScript, Ruby, SQL, SQL Server"
2015,"JavaScript, PHP"
2015,"R, SQL, SQL Server"
2015,"C#, boo"
2015,R
2015,"Android, Java, JavaScript, PHP, SQL"
2015,"R, SQL, SQL Server"
2015,"R, SQL, SQL Server, Visual Basic"
2015,R
2015,"C, Haskell, JavaScript, MongoDB, Node.js, Python, R, SQL"
2015,Python
2015,"R, Visual Basic"
2015,"Haskell, Matlab"
2015,"R, SQL"
2015,"Java, SQL, Visual Basic"
2015,"SQL, Visual Basic"
2015,"JavaScript, Node.js, Python, R, SQL, Visual Basic"
2015,"Node.js, Perl, Python, R, SQL, PostgreSQL, DB2, Greenplum"
2015,"C++, C++11, Python"
2015,"C++, JavaScript, Python, R, Redis, SQL"
2015,"C++, JavaScript, Python, SQL"
2015,"Python, R"
2015,"C++, Matlab"
2015,"C, Perl, R, SQL"
2015,"JavaScript, PHP, Python, SQL"
2015,"Arduino / Raspberry Pi, C, JavaScript, Python"
2015,"Arduino / Raspberry Pi, C++, Java, Python, R"
2015,R
2015,"Python, R, SQL, SQL Server"
2015,"Python, R"
2015,Python
2015,"Cassandra, Clojure, Cloud (AWS, GAE, Azure, etc.), Hadoop, Haskell, R, Scala, Spark"
2015,"R, SQL"
2015,"C++, Hadoop, Python, SQL"
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"Matlab, Python, R"
2015,"C, C++, Cloud (AWS, GAE, Azure, etc.), Matlab, Python, R"
2015,"C++, Python, SAS"
2015,"C, C++, Perl"
2015,"Python, R, SQL"
2015,"C++, Python"
2015,"Hadoop, Java, Scala, Spark"
2015,"Python, R"
2015,"Python, SQL, SAS"
2015,"Python, R"
2015,"Android, Arduino / Raspberry Pi, Java, JavaScript, LAMP, Perl, PHP, Python, R, SQL, postgresql"
2015,"JavaScript, Python, SQL"
2015,R
2015,"LAMP, Perl, PHP, Python, SQL"
2015,"Java, JavaScript, Node.js, Python, Visual Basic"
2015,"Arduino / Raspberry Pi, C++, LAMP, Python, SQL"
2015,"Ruby, FAME"
2015,"Python, R"
2015,Java
2015,R
2015,"AngularJS, Hadoop, Java, JavaScript, Matlab, Python, R, Ruby, SQL, Wordpress"
2015,"JavaScript, Python, SQL"
2015,Python
2015,"R, SQL, SQL Server, VBA"
2015,"Matlab, Perl, Python"
2015,"R, SQL, Visual Basic"
2015,"C, C++, Python, SQL"
2015,R
2015,"C, C#, JavaScript, LAMP, Perl, PHP, Python, Ruby, SQL, Visual Basic"
2015,"C++, Matlab, Python, R"
2015,"C, C++, Matlab, Python, R"
2015,
2015,"Python, R"
2015,"C#, Matlab"
2015,"C++, C#, Java, Matlab, Perl, Python, R, SQL, SQL Server"
2015,"R, SQL, SQL Server, Wordpress"
2015,"C#, LAMP, SQL, SQL Server, Wordpress"
2015,"C++, Java, Python, Scala"
2015,"Cloud (AWS, GAE, Azure, etc.), Node.js, R, SQL Server, Bash scripts"
2015,"C, Java, SQL"
2015,"Matlab, Python, R"
2015,"Python, R"
2015,"JavaScript, Python"
2015,"CoffeeScript, Java, JavaScript, PHP, Python, Ruby, SQL, Wordpress"
2015,"Python, R, SQL, SQL Server"
2015,"R, SQL, Visual Basic"
2015,C++11
2015,"C, C++, C++11, JavaScript"
2015,"Python, R"
2015,"C, Matlab, R"
2015,R
2015,"JavaScript, Matlab, Python"
2015,"C++, Cloud (AWS, GAE, Azure, etc.), Go, Matlab, Python, SQL"
2015,Python
2015,"Hadoop, Python, R, SQL, SQL Server, Visual Basic"
2015,Python
2015,"C++11, Java, Python"
2015,Python
2015,"Python, SQL"
2015,"Python, R, SQL"
2015,"Hadoop, Python"
2015,"JavaScript, Perl, PHP, Python, SQL"
2015,"C++, Python"
2015,"Matlab, Python, tcl, bash"
2015,"Python, R, SQL"
2015,"Android, Java, R, SQL"
2015,"Android, C#, Java, R"
2015,"Java, SQL Server"
2015,Python
2015,"Python, R, SQL Server"
2015,"C++, Hadoop, Java, JavaScript, LAMP, Matlab, Python, Redis, Spark, SQL"
2015,"LAMP, Python, SQL, SQL Server"
2015,"JavaScript, Python"
2015,"C++, Cassandra, Cloud (AWS, GAE, Azure, etc.), Hadoop, Java, Perl, SQL"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), Hadoop, JavaScript, PHP, Redis, SQL"
2015,"Hadoop, Java, Python, SQL, PIG"
2015,"Python, Elasticsearch"
2015,"JavaScript, PHP, Wordpress"
2015,"SQL, SQL Server"
2015,"C++, Go, Python"
2015,"C++11, Java, PHP, Python, R, Wordpress"
2015,"Hadoop, Python, SQL, pig"
2015,"JavaScript, Python, Scala, Spark, SQL"
2015,"CoffeeScript, JavaScript, Python, R, Ruby, SQL, SQL Server, Backbone.js"
2015,
2015,R
2015,"Hadoop, Java, Python, Scala, Spark"
2015,"AngularJS, C, JavaScript, MongoDB, Python, SQL"
2015,"C++, Python, R"
2015,"Java, SQL"
2015,neither
2015,R
2015,R
2015,"Java, Matlab"
2015,R
2015,"Java, Visual Basic, MCNP"
2015,R
2015,"C++, C++11"
2015,"C, C++, Java, Perl, Python, R, SQL, Delphi Pascal"
2015,R
2015,"C#, Matlab, Python, Scilab (like Matlab)"
2015,"C, R"
2015,"C, Scilab"
2015,R
2015,"C++, C++11, Python"
2015,"C, C++, Hadoop, Java, Matlab, Python"
2015,"Java, Python"
2015,"Python, SQL"
2015,R
2015,R
2015,"JavaScript, MongoDB, Python"
2015,"C, C++, Matlab, Python, Fortran90/95; IDL"
2015,R
2015,"Python, BASH, IDL"
2015,"Android, Java, Python, R"
2015,"JavaScript, Python, R, SQL"
2015,"C++, Python"
2015,R
2015,"C++, JavaScript, PHP, SQL"
2015,"Matlab, R, Visual Basic, Fortran"
2015,"Android, Java, JavaScript, Python, SQL"
2015,"C, Python, Fortran"
2015,"Java, Matlab, Python"
2015,Python
2015,"Python, FORTRAN"
2015,"Android, Arduino / Raspberry Pi, iOS, Java, JavaScript, Python, R"
2015,"JavaScript, Node.js, Python, SQL"
2015,"C, Python, SQL"
2015,"Android, Java, JavaScript, LAMP, PHP, WAMP"
2015,"C#, Python, R, Sharepoint, SQL, SQL Server, Visual Basic"
2015,"R, SQL, SQL Server"
2015,"Matlab, Python"
2015,"AngularJS, C#, Java, JavaScript, Python, R, Sharepoint, SQL, IBM SPSS DataCollection 6"
2015,R
2015,"MongoDB, Python, R, SQL"
2015,"Perl, Python, Bash"
2015,"C#, Java, SQL, Visual Basic"
2015,"Python, R, SQL Server"
2015,R
2015,Python
2015,Python
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, Cloud (AWS, GAE, Azure, etc.), Go, Java, JavaScript, Matlab, Node.js, Perl, PHP, Python, R, Ruby, Scala, SQL, SQL Server, Wordpress"
2015,R
2015,"C, C++, Java, Matlab, Python, R"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"C, R"
2015,"Hadoop, PHP, Python, R, SQL"
2015,"R, SQL, SQL Server, Visual Basic"
2015,"JavaScript, R, SQL, SAS"
2015,Java
2015,"JavaScript, Python, R, SQL"
2015,"R, SQL"
2015,"Python, R, SQL"
2015,"Hadoop, Java, Matlab, Python, R, SQL"
2015,"C++, Matlab, MongoDB, Python"
2015,"Python, SQL"
2015,"C++, Java"
2015,SQL Server
2015,"Java, MongoDB, Python"
2015,R
2015,C
2015,"Java, Python, R, SQL, SQL Server"
2015,"Android, C, C++, SQL, SQL Server, ETL"
2015,"Hadoop, Java, R, SQL Server, amazon redshift,mahout"
2015,"Python, Ruby, Scala"
2015,"C#, JavaScript, MongoDB, PHP, SQL"
2015,"MongoDB, Python, Redis, SQL"
2015,"AngularJS, C++, C#, Java, JavaScript, Matlab, Node.js, Objective-C, Perl, Python, R, Redis, Scala, SQL, SQL Server"
2015,"Android, C, C++, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, LAMP, Matlab, Perl, PHP, Python, R, SQL, Octave"
2015,"Cloud (AWS, GAE, Azure, etc.), Hadoop, Java, Scala, Spark"
2015,"C#, JavaScript, MongoDB, Python, SQL"
2015,"Python, SQL, Swift"
2015,Python
2015,"Java, Matlab, Python"
2015,"Android, C++, Cordova, iOS, Java, JavaScript, LAMP, Matlab, Objective-C, Python, R, SQL"
2015,"JavaScript, PHP, Python, R"
2015,Python
2015,"R, SQL, SQL Server, Wordpress, sas"
2015,"C, C++, SQL"
2015,"C, C++, Cloud (AWS, GAE, Azure, etc.), Hadoop, Python, R"
2015,"C#, Java, R, SQL, SQL Server, Wordpress"
2015,"C++, Python"
2015,"C#, Matlab, Python, R, Spark"
2015,"C, C++, Matlab, Python"
2015,"C, C++, C++11, Go, Java, JavaScript, Node.js, Python, R, Spark"
2015,"Python, Shell script is always there, and I miss Lisp from your list"
2015,"C++, Hadoop, Matlab, Python"
2015,"C#, JavaScript, Python, SQL"
2015,R
2015,"Matlab, Python"
2015,"MongoDB, Python, R"
2015,"Android, Arduino / Raspberry Pi, C++, Matlab, Python, R, SQL, SQL Server"
2015,"Java, Perl, Python, R"
2015,"Java, Python"
2015,"Haskell, Salesforce"
2015,"Arduino / Raspberry Pi, Perl, Python"
2015,"C, C++, C++11, Java, JavaScript, LAMP, MongoDB, Python, Windows Phone, asm"
2015,"C, C++, Java, Python, SQL"
2015,"Arduino / Raspberry Pi, Python"
2015,R
2015,"C#, JavaScript, Python, R, SQL"
2015,"C++, R"
2015,"C, C++, Cloud (AWS, GAE, Azure, etc.), Hadoop, Java, JavaScript, LAMP, MongoDB, Node.js, Objective-C, Perl, Python, R, Ruby, Spark, SQL"
2015,"Python, SQL, FORTRAN"
2015,
2015,"R, SQL"
2015,"R, SQL"
2015,"Java, Perl, Python, R, SQL, SQL Server"
2015,"Python, R, SQL"
2015,"Python, R"
2015,Python
2015,"Matlab, Python"
2015,"Matlab, Python, R"
2015,R
2015,"C#, JavaScript"
2015,
2015,"SQL, SAS"
2015,Python
2015,"Android, Java, PHP, SQL"
2015,R
2015,"Java, Matlab, Python"
2015,"C, Python"
2015,R
2015,"JavaScript, PHP, R, SQL"
2015,"Python, Ruby"
2015,"C++, C++11, Python"
2015,"C, Haskell"
2015,"Java, XSLT"
2015,"AngularJS, JavaScript, Python, Wordpress"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, C++11, Haskell, JavaScript, MongoDB, Node.js, Python"
2015,"AngularJS, JavaScript, Python, R, SQL, Swift, Typescript"
2015,"Android, Arduino / Raspberry Pi, Hadoop, Java, JavaScript, LAMP, Python, R, SQL"
2015,"LAMP, PHP, SQL, Drupal"
2015,"C, C++, Java, MongoDB, Node.js, Python, R, SQL, Wordpress"
2015,R
2015,"Hadoop, SQL"
2015,"Matlab, Python, Salesforce"
2015,"Android, C, C++, Java, Matlab, PHP, Python, SQL, Visual Basic"
2015,"C, Matlab, Julia"
2015,C++11
2015,R
2015,"C, C++, Java, Matlab"
2015,"Matlab, Python"
2015,"Matlab, Fortran"
2015,"C++, Matlab, Python, Visual Basic"
2015,"C, JavaScript"
2015,R
2015,Python
2015,Python
