Year,Current Lang & Tech
2015,"AngularJS, C#, Java, JavaScript, Python, SQL, SQL Server"
2015,"Cordova, JavaScript, LAMP, PHP"
2015,"C#, Cordova, JavaScript"
2015,"AngularJS, JavaScript, MongoDB, PHP, SQL"
2015,"JavaScript, PHP, SQL"
2015,"Android, Java, MongoDB, SQL"
2015,"JavaScript, LAMP, PHP"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js, Perl, Redis"
2015,"C#, JavaScript, SQL, SQL Server"
2015,"Arduino / Raspberry Pi, Cordova, JavaScript, LAMP, Node.js, PHP, SQL, SQL Server, Wordpress"
2015,"iOS, JavaScript, PHP, Salesforce, SQL, SQL Server, Wordpress"
2015,"C#, JavaScript, SQL, SQL Server"
2015,"JavaScript, LAMP, PHP, MySQL"
2015,"C#, JavaScript, SQL Server"
2015,"JavaScript, LAMP, PHP, SQL, Visual Basic"
2015,"C++, C#, JavaScript, SQL Server"
2015,"C#, JavaScript, SQL, ColdFusion"
2015,"C#, JavaScript, SQL, SQL Server"
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"AngularJS, JavaScript, PHP"
2015,"Android, Arduino / Raspberry Pi, AngularJS, CoffeeScript, Java, JavaScript, LAMP, MongoDB, Node.js, Perl, PHP, Redis, SQL, Wordpress"
2015,"JavaScript, PHP, Wordpress"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"AngularJS, Cordova, JavaScript, Objective-C, PHP, SQL, ActionScript, and more!"
2015,"AngularJS, CoffeeScript, Go, JavaScript, Node.js, Python, Ruby"
2015,"JavaScript, PHP, Wordpress"
2015,"CoffeeScript, JavaScript, Ruby, SQL"
2015,"C#, JavaScript, PHP, SQL, SQL Server, Visual Basic, Wordpress"
2015,"JavaScript, PHP, Wordpress"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Node.js, PHP, SQL, Wordpress"
2015,"Java, JavaScript, SQL, SQL Server"
2015,"JavaScript, PHP, Python, SQL, Django"
2015,"JavaScript, PHP, SQL, Wordpress"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"JavaScript, PHP, Wordpress"
2015,"C, JavaScript, LAMP, PHP, Wordpress"
2015,"Java, JavaScript, SQL"
2015,"Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Node.js, PHP, SQL"
2015,"Cordova, JavaScript, LAMP, PHP, SQL"
2015,"C#, JavaScript, LAMP, PHP, SQL, Wordpress"
2015,"CoffeeScript, Clojure, JavaScript, Python, Elixir"
2015,"AngularJS, JavaScript, PHP, Wordpress"
2015,"Android, C#, Java, JavaScript, SQL, SQL Server"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL Server"
2015,"C#, JavaScript, SQL Server, XAML"
2015,"JavaScript, LAMP, PHP, SQL, Wordpress"
2015,"CoffeeScript, JavaScript, Node.js, Ruby"
2015,"Cloud (AWS, GAE, Azure, etc.), LAMP, PHP, SQL, Wordpress"
2015,"Arduino / Raspberry Pi, C++11, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, SQL"
2015,"JavaScript, PHP"
2015,"Android, Hadoop, iOS, Java, JavaScript, Node.js, Objective-C, PHP, Ruby, Scala, SQL, Swift, Visual Basic, Wordpress"
2015,"JavaScript, PHP, SQL, Wordpress"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL"
2015,"AngularJS, C#, JavaScript, Node.js, Redis, SQL, SQL Server, Visual Basic, Windows Phone"
2015,"AngularJS, Dart, JavaScript, LAMP, MongoDB, Node.js, PHP, Wordpress"
2015,"JavaScript, Perl, PHP"
2015,"JavaScript, PHP"
2015,"Android, AngularJS, iOS, JavaScript, LAMP, MongoDB, Node.js, PHP, SQL, SQL Server, Wordpress"
2015,"JavaScript, PHP, SQL"
2015,"C#, JavaScript, SQL Server, Visual Basic"
2015,"C#, JavaScript, SQL Server"
2015,"AngularJS, JavaScript, LAMP, PHP, SQL"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, C++11, C#, Cordova, Dart, Haskell, Java, JavaScript, LAMP, Matlab, MongoDB, Node.js, PHP, Python, R, Redis, Ruby, Scala, Spark, SQL, SQL Server"
2015,"AngularJS, JavaScript, LAMP, MongoDB, Node.js, PHP, SQL"
2015,"JavaScript, PHP, SQL"
2015,"Android, AngularJS, C, C++, Java, JavaScript, Scala, SQL"
2015,"C#, Go, JavaScript, MongoDB, Node.js, Ruby"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"C#, JavaScript, LAMP, PHP, SQL"
2015,"C#, JavaScript, SQL Server, Visual Basic"
2015,"AngularJS, C#, JavaScript, SQL Server"
2015,"C, JavaScript, Python, Ruby, SQL"
2015,"JavaScript, PHP"
2015,"Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Perl, PHP, Python, SQL, Wordpress"
2015,"AngularJS, JavaScript, Node.js"
2015,"JavaScript, LAMP, Node.js, PHP, SQL"
2015,"Java, JavaScript, SQL Server, Lua"
2015,"JavaScript, PHP, SQL"
2015,"C#, JavaScript, SQL, SQL Server, ASP.NET, Knockout.js"
2015,"Android, C, Cloud (AWS, GAE, Azure, etc.), Java, Perl, Python"
2015,"Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Perl, PHP, Python, SQL"
2015,"JavaScript, Node.js, Python"
2015,"JavaScript, PHP, Ruby, SQL"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, Node.js, Couchbase"
2015,"JavaScript, LAMP, Node.js, PHP, SQL"
2015,"AngularJS, C#, JavaScript, Node.js"
2015,"Java, JavaScript, PHP, Python, SQL"
2015,"C#, JavaScript, SQL Server"
2015,"AngularJS, JavaScript, MongoDB, Node.js"
2015,"Arduino / Raspberry Pi, AngularJS, JavaScript, Matlab, MongoDB, Node.js, Python"
2015,"AngularJS, JavaScript, MongoDB, Node.js, PHP"
2015,"JavaScript, LAMP, PHP, Ruby, SQL, Wordpress"
2015,"Android, C#, Java, JavaScript, LAMP, PHP, SQL"
2015,"JavaScript, Ruby"
2015,"AngularJS, JavaScript, Node.js"
2015,"AngularJS, C#, JavaScript, RavenDB (similar to MongoDB)"
2015,"Android, AngularJS, C#, Go, Java, JavaScript, MongoDB, Node.js, SQL Server"
2015,"Cloud (AWS, GAE, Azure, etc.), iOS, JavaScript, LAMP, PHP, SQL, Swift"
2015,"C++, C++11, Hadoop, Java, Scala"
2015,"CoffeeScript, JavaScript, LAMP, Node.js, PHP, Ruby, SQL, Wordpress"
2015,"Android, AngularJS, C#, Cordova, JavaScript, LAMP, PHP, SQL, SQL Server"
2015,"Cassandra, CoffeeScript, JavaScript, Ruby, Ember.js"
2015,"JavaScript, LAMP, Node.js, Perl, SQL"
2015,"JavaScript, PHP, SQL, Wordpress"
2015,"C#, F#, SQL Server, Windows Phone, TypeScript"
2015,"C, JavaScript, LAMP, MongoDB, Node.js, PHP, SQL"
2015,"C#, iOS, JavaScript, Objective-C, SQL, SQL Server"
2015,"Android, AngularJS, JavaScript, LAMP, PHP, SQL, Wordpress"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js, SQL Server, Wordpress"
2015,"CoffeeScript, Clojure, JavaScript, Ruby, SQL"
2015,"JavaScript, MongoDB, Node.js, Ruby"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, Python, SQL, Wordpress"
2015,"C#, CoffeeScript, JavaScript, MongoDB, Node.js, SQL, SQL Server"
2015,"Java, JavaScript, PHP, SQL"
2015,"JavaScript, MongoDB, Node.js, Visual Basic"
2015,"Java, JavaScript, MongoDB, Node.js, Redis, SQL"
2015,"JavaScript, PHP, Ruby"
2015,"Java, PHP"
2015,"AngularJS, JavaScript, Node.js, SQL"
2015,"JavaScript, Node.js, Redis, Ruby"
2015,"CoffeeScript, JavaScript"
2015,"Go, JavaScript, Perl, PHP, Ruby"
2015,"C#, JavaScript, R, SQL, SQL Server"
2015,"C#, JavaScript, Python, Redis, RabbitMQ"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), JavaScript, Node.js, PHP, Python, SQL"
2015,"Java, JavaScript, SQL"
2015,"Android, AngularJS, Cordova, Go, iOS, Java, JavaScript, MongoDB, Node.js, Objective-C, Python, Redis, Ruby, Scala, SQL, Swift"
2015,"Android, C++, C++11, Java, JavaScript, LAMP, MongoDB, Node.js, Python, SQL, Wordpress, Dojo"
2015,"AngularJS, JavaScript, LAMP, MongoDB, Node.js, PHP, Python, SQL Server"
2015,"C, C++, JavaScript, MongoDB, Node.js, PHP, Ruby, SQL, SQL Server"
2015,"Java, Python, Scala, SQL"
2015,"Android, JavaScript, LAMP, Node.js, PHP, SQL"
2015,"AngularJS, CoffeeScript, Java, JavaScript, Node.js, Ruby"
2015,"C, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, Python, SQL"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), Go, JavaScript, MongoDB, Node.js, Python, Redis, SQL, Ember"
2015,"LAMP, PHP, SQL"
2015,"AngularJS, JavaScript, LAMP, MongoDB, Node.js, PHP, Redis, SQL, SQL Server, Wordpress"
2015,"AngularJS, C#, Cassandra, JavaScript, Python, Ruby, SQL, Visual Basic"
2015,"Android, Dart, JavaScript, LAMP, Node.js, PHP, SQL"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js"
2015,"C++, Cordova, Cloud (AWS, GAE, Azure, etc.), Objective-C, PHP, Python, SQL, Wordpress"
2015,"PHP, SQL, SQL Server"
2015,"AngularJS, Java, JavaScript, SQL, Groovy"
2015,"JavaScript, Ruby"
2015,"C#, Go, Java, JavaScript, MongoDB, Node.js, Perl, Redis, Ruby, SQL, SQL Server"
2015,"Java, JavaScript, Node.js, SQL"
2015,"C#, JavaScript, Node.js, SQL, SQL Server"
2015,"AngularJS, CoffeeScript, JavaScript, Node.js, PHP, Ruby, SQL, Wordpress"
2015,"AngularJS, CoffeeScript, JavaScript, MongoDB, Node.js, Redis, SQL"
2015,"AngularJS, JavaScript, LAMP, Node.js, PHP, Python, Ruby, SQL, Wordpress"
2015,"JavaScript, Python, SQL, Coldfusion"
2015,"C, C++, JavaScript, MongoDB, Node.js, PHP, Ruby, Rust, SQL, SQL Server"
2015,"C#, Python"
2015,"C#, Java, JavaScript, LAMP, PHP, Python, SQL, SQL Server"
2015,"Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, MongoDB, Ruby, SQL"
2015,"C#, JavaScript, PHP, Wordpress"
2015,"JavaScript, Node.js, Python, Ruby, Scala"
2015,"Android, AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), iOS, JavaScript, SQL, SQL Server"
2015,"JavaScript, LAMP, PHP"
2015,"C++, JavaScript, Node.js, Ruby"
2015,"C#, JavaScript, SQL"
2015,"AngularJS, Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Node.js, PHP"
2015,"C#, Cassandra, Cloud (AWS, GAE, Azure, etc.), Hadoop, Java, JavaScript, Node.js, Ruby"
2015,"Android, JavaScript, LAMP, PHP, Salesforce"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, C#, Cloud (AWS, GAE, Azure, etc.), iOS, Java, JavaScript, LAMP, MongoDB, Node.js, Objective-C, PHP, Salesforce, SQL, SQL Server, Swift"
2015,"C#, JavaScript, Redis, SQL"
2015,"CoffeeScript, JavaScript, Ruby"
2015,"AngularJS, JavaScript, MongoDB, Node.js, Redis"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server"
2015,"JavaScript, LAMP, PHP, SQL, Wordpress"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"JavaScript, MongoDB, Node.js, PHP, Python, SQL"
2015,"Android, C, C#, JavaScript, SQL, SQL Server"
2015,"Android, CoffeeScript, Cordova, iOS, JavaScript, MongoDB, Node.js, PHP, Meteor"
2015,"AngularJS, PHP, Python, Scala"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"Arduino / Raspberry Pi, AngularJS, CoffeeScript, iOS, JavaScript, Node.js, Ruby, Swift"
2015,"CoffeeScript, JavaScript, Redis, Ruby, backbone, elasticsearcg"
2015,"Java, JavaScript, SQL"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server"
2015,JavaScript
2015,"Java, LAMP, Matlab, MongoDB, Scala, Spark, SQL, SQL Server, Wordpress"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server"
2015,"JavaScript, PHP, SQL, Wordpress"
2015,"C#, CoffeeScript, Clojure, JavaScript, MongoDB, Node.js, Redis, SQL, SQL Server"
2015,"C++, C++11, Dart, JavaScript, PHP, SQL"
2015,"AngularJS, JavaScript, Python"
2015,"JavaScript, Scala, SQL"
2015,"Android, Arduino / Raspberry Pi, C#, Java, JavaScript, LAMP, PHP, Python, SQL, SQL Server, Visual Basic, Wordpress"
2015,"Android, Java, JavaScript, Node.js, Perl, SQL"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL"
2015,"CoffeeScript, JavaScript, Ruby, SQL"
2015,"AngularJS, Cordova, JavaScript, LAMP, PHP, Sharepoint, SQL, Visual Basic"
2015,"AngularJS, C#, JavaScript, PHP, SQL, SQL Server"
2015,"AngularJS, JavaScript, LAMP, MongoDB, Node.js, PHP, Wordpress, coldfusion"
2015,"Android, AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), iOS, Java, JavaScript, Objective-C, Python, SQL, SQL Server, Windows Phone"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js, Python, Redis, SQL, SQL Server"
2015,"CoffeeScript, JavaScript, LAMP, Node.js, PHP, Ruby, SQL, SQL Server, Wordpress"
2015,"Arduino / Raspberry Pi, C, Cloud (AWS, GAE, Azure, etc.), iOS, Java, JavaScript, Node.js, Python, SQL, Swift, polymer"
2015,"AngularJS, JavaScript, MongoDB, Node.js"
2015,"Cloud (AWS, GAE, Azure, etc.), JavaScript, Python, Redis, Scala"
2015,"AngularJS, Ruby, Wordpress"
2015,"Arduino / Raspberry Pi, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, MongoDB, Groovy, Spring MVC"
2015,"AngularJS, JavaScript, Node.js, PHP"
2015,"JavaScript, PHP, Drupal"
2015,"Android, JavaScript, PHP"
2015,"Android, AngularJS, Cordova, Java, JavaScript, Python, SQL"
2015,"Android, JavaScript, PHP"
2015,"AngularJS, JavaScript, MongoDB, Node.js, PHP, Python, Redis, SQL, Wordpress"
2015,"AngularJS, Java, JavaScript, Node.js, SQL"
2015,SQL Server
2015,"C#, Cloud (AWS, GAE, Azure, etc.), F#, JavaScript, Node.js, SQL Server"
2015,
2015,"C#, JavaScript, PHP"
2015,
2015,"C#, JavaScript"
2015,"Android, Cassandra, Java, JavaScript, PHP, Python, SQL, SQL Server, Visual Basic"
2015,"Android, C#, Java, PHP, SQL, Wordpress"
2015,"C++, JavaScript, MongoDB, Node.js, Python"
2015,Arduino / Raspberry Pi
2015,"JavaScript, PHP"
2015,"Java, JavaScript"
2015,"Python, Ruby, SQL"
2015,"C#, JavaScript, PHP, SQL, SQL Server, Wordpress"
2015,"C, C++, Java, Matlab, PHP, Python, R, SQL, SQL Server"
2015,"Java, PHP, SQL"
2015,"Android, AngularJS, JavaScript, LAMP, PHP"
2015,"JavaScript, PHP, Python"
2015,"AngularJS, JavaScript, PHP, Python, Wordpress"
2015,"Arduino / Raspberry Pi, JavaScript, PHP"
2015,Android
2015,"C, C++, JavaScript, PHP, Python, SQL"
2015,"Java, JavaScript, LAMP, PHP, SQL, SQL Server"
2015,"Cassandra, CoffeeScript, Cordova, Cloud (AWS, GAE, Azure, etc.), Dart, Go, Hadoop, Haskell, iOS, JavaScript, LAMP, Matlab, Node.js, Perl, Python, Rust, Salesforce, Scala, Spark, SQL Server"
2015,"PHP, Python"
2015,"AngularJS, C++, C#, Java, JavaScript, Node.js"
2015,
2015,C#
2015,"C#, JavaScript, SQL, SQL Server"
2015,C#
2015,"iOS, JavaScript, Node.js, Swift, Wordpress"
2015,"Android, C, Java, PHP, Python, Redis, SQL"
2015,C++11
2015,"AngularJS, CoffeeScript, JavaScript, LAMP, Node.js, PHP, Ruby, SQL, Wordpress"
2015,"JavaScript, LAMP, PHP, SQL"
2015,"JavaScript, PHP, SQL"
2015,"Android, C, C#, Cloud (AWS, GAE, Azure, etc.), Hadoop, Java, JavaScript, Node.js, PHP, Sharepoint, SQL, SQL Server, Visual Basic, Windows Phone"
2015,"Android, C, C++, C#, Cordova, JavaScript, PHP, SQL, SQL Server, Visual Basic, Windows Phone"
2015,
2015,"AngularJS, C, Java, JavaScript, Node.js, PHP, SQL, Visual Basic"
2015,"Android, AngularJS, JavaScript, MongoDB, Python"
2015,"AngularJS, C#, JavaScript, Python, SQL"
2015,"C++, C#, JavaScript, PHP, SQL, SQL Server"
2015,"C#, JavaScript, SQL"
2015,"JavaScript, Node.js, Ruby"
2015,"Arduino / Raspberry Pi, AngularJS, JavaScript, LAMP, Node.js, PHP, SQL"
2015,"C#, JavaScript"
2015,"C, Java, JavaScript, SQL"
2015,"C, C++, C#, Java, JavaScript, PHP, Python, SQL, Wordpress"
2015,"C#, JavaScript, Node.js, PHP, SQL, Wordpress"
2015,"AngularJS, JavaScript, Node.js, PHP, SQL"
2015,"JavaScript, PHP, SQL, Wordpress"
2015,"Java, JavaScript, SQL"
2015,"Android, Arduino / Raspberry Pi, C++, Java, PHP, SQL"
2015,"JavaScript, Node.js, Ruby, Ember"
2015,"Android, C++, Java, JavaScript, Objective-C, PHP, Wordpress"
2015,"Android, C++, C#, Cordova, iOS, Java, JavaScript, LAMP, Node.js, PHP, SQL, SQL Server, Visual Basic, Wordpress"
2015,"Android, AngularJS, CoffeeScript, Java, LAMP, PHP, Redis, Ruby, SQL"
2015,"C#, PowerShell"
2015,"AngularJS, C#, Cloud (AWS, GAE, Azure, etc.), iOS, Java, JavaScript, Node.js, Objective-C, SQL, SQL Server, Swift"
2015,"Android, C++, C#"
2015,"AngularJS, Cordova, JavaScript, MongoDB, Node.js, Wordpress"
2015,"Android, AngularJS, C#, Cordova, iOS, JavaScript, LAMP, Node.js, PHP, Redis, SQL, SQL Server, Visual Basic"
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"C#, JavaScript, Sharepoint, SQL, SQL Server, Visual Basic"
2015,"Android, AngularJS, Java, JavaScript, LAMP, Objective-C, PHP, SQL"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, SQL, SQL Server, Knockout"
2015,"C#, JavaScript, SQL Server"
2015,"C, JavaScript, LAMP, PHP, SQL"
2015,"JavaScript, PHP, SQL"
2015,"C#, Windows Phone"
2015,"Android, Arduino / Raspberry Pi, C++, C#, Java, JavaScript, PHP, SQL, SQL Server"
2015,"JavaScript, LAMP, PHP, Ruby"
2015,"AngularJS, C#, CoffeeScript, Java, JavaScript, MongoDB, Node.js, PHP, R, Ruby, SQL"
2015,"AngularJS, JavaScript, Node.js, PHP"
2015,"AngularJS, C#, JavaScript, PHP, SQL, SQL Server"
2015,"C#, F#, JavaScript"
2015,"AngularJS, JavaScript, Node.js, SQL"
2015,"C, C++, C++11, C#, Dart, Go, Java, JavaScript, Node.js, Perl, Redis, Ruby, Rust, SQL, Swift"
2015,"AngularJS, C#, JavaScript, LAMP, PHP, Xamarin"
2015,"AngularJS, Java, JavaScript, Python, SQL"
2015,AngularJS
2015,"AngularJS, Go, JavaScript, Python, Redis"
2015,"AngularJS, LAMP, Node.js, PHP, Ruby, SQL"
2015,"JavaScript, PHP, EmberJS"
2015,"C#, JavaScript"
2015,"C++, JavaScript, LAMP, MongoDB, Node.js, PHP, Python, SQL"
2015,"CoffeeScript, Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, Node.js, PHP, Python"
2015,
2015,"Java, JavaScript, Node.js"
2015,"Android, AngularJS, Cordova, Cloud (AWS, GAE, Azure, etc.), JavaScript, LAMP, MongoDB, Node.js, PHP"
2015,"C#, JavaScript, SQL, SQL Server"
2015,"Arduino / Raspberry Pi, AngularJS, C, C++, C++11, Java, JavaScript, Matlab, MongoDB, Node.js, PHP, SQL"
2015,Arduino / Raspberry Pi
2015,"C#, JavaScript, SQL"
2015,"Android, Cordova, JavaScript, MongoDB, Node.js, Coldfusion, Polymer"
2015,"Java, JavaScript, SQL, SQL Server"
2015,"C#, JavaScript, PHP, SQL"
2015,"C#, JavaScript, SQL, SQL Server, TypeScript"
2015,"AngularJS, C#, JavaScript, MongoDB"
2015,"JavaScript, PHP, SQL, Pawn"
2015,"Arduino / Raspberry Pi, Python, SQL"
2015,"AngularJS, C#, Java, JavaScript, SQL Server"
2015,"C, Java, MongoDB"
2015,"C#, JavaScript, SQL Server"
2015,"C, C#, JavaScript, PHP, SQL, Visual Basic"
2015,"C++, C++11, JavaScript, LAMP, Node.js, PHP"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Node.js, Redis, Ruby, SQL, SQL Server"
2015,"Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, Scala, SQL"
2015,"Arduino / Raspberry Pi, C++, C#"
2015,"Java, JavaScript, SQL"
2015,"AngularJS, C#, JavaScript, Redis"
2015,"JavaScript, PHP"
2015,"AngularJS, Java, JavaScript"
2015,"Android, Java, JavaScript, Python, SQL"
2015,PHP
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"Android, C, C#, Java, JavaScript, LAMP, Node.js, PHP, SQL, SQL Server, Wordpress"
2015,"C#, JavaScript, Node.js, PHP, SQL"
2015,"C#, JavaScript"
2015,"JavaScript, PHP"
2015,"Arduino / Raspberry Pi, PHP, SQL"
2015,"Java, JavaScript"
2015,"Arduino / Raspberry Pi, C#, Java, Objective-C, PHP, SQL"
2015,"Java, JavaScript, PHP, SQL, Wordpress"
2015,"AngularJS, CoffeeScript, Cordova, JavaScript, MongoDB, Node.js, PHP, Python, Ruby"
2015,"Java, SQL, Visual Basic"
2015,"JavaScript, Ruby"
2015,"Java, SQL"
2015,"C++, C#, Java, Objective-C, SQL Server"
2015,"C, C#, Haskell, JavaScript, Node.js, PHP, Python, Redis, Rust, SQL, Visual Basic"
2015,"AngularJS, LAMP, MongoDB, Node.js, PHP, SQL"
2015,"Arduino / Raspberry Pi, Cordova, Java, JavaScript, Node.js, Objective-C"
2015,"iOS, JavaScript, MongoDB, PHP, Python, Ruby, SQL"
2015,"C++, Java, JavaScript, PHP, Python, Ruby, Swift"
2015,"C#, SQL Server"
2015,"C#, iOS, JavaScript, Objective-C, SQL, SQL Server, Visual Basic"
2015,"Android, Java, JavaScript, ColdFusion"
2015,"JavaScript, PHP, Python, SQL"
2015,"C#, JavaScript, SQL Server"
2015,"C#, JavaScript, SQL, SQL Server, Visual Basic"
2015,"AngularJS, Java, JavaScript, MongoDB, Node.js"
2015,"C, C++, C#, Java, JavaScript, MongoDB, Node.js, SQL, SQL Server"
2015,"C, C++, Java, JavaScript, SQL, ExtJS"
2015,"CoffeeScript, JavaScript, LAMP, MongoDB, Perl, Redis, Ruby, SQL"
2015,"AngularJS, C#, Java, JavaScript, Node.js, SQL, SQL Server"
2015,"iOS, Java, JavaScript, Python, SQL, Swift"
2015,"C#, Python, Sharepoint, SQL, SQL Server"
2015,"C#, Java, SQL, SQL Server"
2015,"Perl, SQL"
2015,"CoffeeScript, Java, JavaScript, LAMP, Node.js, PHP, SQL, lots of js/css/html"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, PHP, Redis, SQL, SQL Server, Windows Phone, Wordpress"
2015,"Android, LAMP, PHP, Redis, SQL, Wordpress"
2015,Ruby
2015,"Java, JavaScript, MongoDB, Node.js, Redis"
2015,"Java, JavaScript, PHP, SQL, SQL Server"
2015,"Java, JavaScript"
2015,"JavaScript, LAMP, PHP, Python"
2015,"Java, JavaScript, Node.js"
2015,"Hadoop, iOS, JavaScript, Objective-C, Python, SQL"
2015,"Android, JavaScript, MongoDB, Node.js, Python"
2015,"Perl, Python"
2015,"C, Java, JavaScript, Node.js, PHP"
2015,"AngularJS, JavaScript, PHP, SQL, SQL Server"
2015,"C#, JavaScript, SQL"
2015,"iOS, Java, JavaScript, Node.js"
2015,"JavaScript, PHP, SQL"
2015,"AngularJS, JavaScript, Node.js, Python"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C#, Cordova, JavaScript, Node.js, Windows Phone"
2015,"JavaScript, PHP, SQL"
2015,Java
2015,"C, C++, C#, LAMP, Python, SQL"
2015,"C, C++11, CoffeeScript, JavaScript, MongoDB, Node.js, Redis, Ruby"
2015,"Matlab, R, Ruby"
2015,"C, CoffeeScript, Java, JavaScript, Node.js, PHP, Ruby, SQL"
2015,"Java, JavaScript, SQL"
2015,"AngularJS, JavaScript, PHP, Python, SQL"
2015,"C++11, Java, SQL"
2015,"C++, Cloud (AWS, GAE, Azure, etc.), Java, JavaScript, Matlab, MongoDB, Python"
2015,"AngularJS, Java, JavaScript, Python, SQL, Wordpress"
2015,"AngularJS, Java, JavaScript"
2015,"PHP, Wordpress"
2015,"Android, Arduino / Raspberry Pi, iOS, Java, JavaScript, LAMP, Node.js, Objective-C, PHP, SQL, Swift"
2015,"Java, JavaScript, SQL"
2015,"C++, PHP"
2015,"JavaScript, PHP, SQL"
2015,
2015,"Arduino / Raspberry Pi, AngularJS, CoffeeScript, Go, Java, JavaScript"
2015,"PHP, SQL"
2015,"Android, C, C++, C#, Java, SQL"
2015,"C++, C++11, JavaScript, PHP"
2015,"C#, Java, JavaScript, SQL, SQL Server"
2015,"JavaScript, Node.js, SQL, SQL Server, typescript, backbone marionette"
2015,
2015,"C#, JavaScript"
2015,"C#, Java, JavaScript, Node.js, SQL, SQL Server, KnockoutJS"
2015,"AngularJS, C#, Java, JavaScript, SQL, SQL Server"
2015,"Arduino / Raspberry Pi, C, C++, C#, JavaScript, PHP, SQL, SQL Server, Wordpress"
2015,"AngularJS, Cordova, JavaScript, MongoDB, Node.js, PHP"
2015,"C#, Wordpress"
2015,"C#, PHP, SQL"
2015,"JavaScript, PHP"
2015,"Android, Arduino / Raspberry Pi, AngularJS, C, C++, Java, JavaScript, MongoDB, PHP, Python, SQL, Wordpress"
2015,"Java, JavaScript, Node.js"
2015,"Android, AngularJS, C++11, C#, Node.js, PHP, SQL"
2015,C#
2015,"Android, CoffeeScript, iOS, JavaScript, MongoDB, Node.js"
2015,"C#, JavaScript, SQL, SQL Server"
2015,"C#, Cloud (AWS, GAE, Azure, etc.), JavaScript, MongoDB, Sharepoint, Wordpress"
2015,"C++11, C#, CoffeeScript, Java, JavaScript, Ruby, SQL"
2015,"JavaScript, LAMP, Perl, PHP, SQL, Wordpress"
2015,"Java, JavaScript"
2015,"Arduino / Raspberry Pi, AngularJS, C#, JavaScript, MongoDB, Node.js, SQL, SQL Server, Visual Basic, Windows Phone, HTML5!"
2015,"AngularJS, CoffeeScript, JavaScript, LAMP, Node.js, PHP, SQL"
2015,"C#, Cordova, JavaScript, Node.js, Sharepoint"
2015,"AngularJS, C#, MongoDB, PHP, SQL Server"
2015,"C#, JavaScript, PHP, SQL"
2015,"JavaScript, Node.js, PHP, SQL"
2015,"JavaScript, Node.js"
2015,"iOS, JavaScript, MongoDB, Node.js, Objective-C, PHP, Redis"
2015,"C#, JavaScript, Sharepoint, SQL, SQL Server"
2015,"AngularJS, C#, Java, JavaScript, SQL"
